,Description,Published,Meta_Url,Languages,Provider,Asset URL,Repository,Terms Of Service
10," The gSOAP C++ Framework is a toolkit of portable C and C++ software to develop XML Web services with powerful type-safe XML data bindings. Easy-to-use code-generator tools allow to directly integrate XML data in C and C++. Serializes native application data in XML. Includes WSDL/XSD schema binding and auto-coding tools, stub/skeleton compiler. Offers robust Web server integration with Apache module and IIS extension. High-performance with XML pull parsing with schema validation. Supports XML SOAP and REST protocols, fast MIME/MTOM streaming, WS-Security, WS-Policy, WS-Discovery, WS-ReliableMessaging, WS-Addressing, XML-RPC and JSON.",08.01.2018,https://www.programmableweb.com/framework/gsoap-c-framework,"C, C++, Objective-C",Genivia,https://www.genivia.com/dev.html,https://sourceforge.net/projects/gsoap2,
11, iOS Framework and Android Library to send logs to the Bugfender cloud storage with a single API call.,06.08.2018,https://www.programmableweb.com/framework/bugfender-android-framework,"Java, Objective-C, Swift",,https://bugfender.com,,
12, The Jersey Framework aims to simplify RESTful services and client developments. With Jersey developers can track JAX-RS APIs using Java and Java Virtual Machine.,05.07.2018,https://www.programmableweb.com/framework/jersey-java-framework,Java,Oracle,https://jersey.github.io/,,
13, The WavesDevKit JavaScript Framework supports interaction with the Waves Platform. Use the framework’s Javascript platform to create transactions and access crucial Waves functions.,05.07.2018,https://www.programmableweb.com/framework/wavesdevkit-javascript-framework,JavaScript,Waves Platform,https://github.com/wavesplatform/WavesDevKit,,https://github.com/wavesplatform/WavesDevKit/blob/master/LICENSE
14," The ASP.Net Boilerplate Framework assists to develop web application targeting localization services. Developers can build on Microsoft Studio, .NET Core, Entity, Angular, Bootstrap, Swagger, NPM, and jQuery. The framework includes an API in XML and JSON formats and sample code. To learn more, visit https://aspnetboilerplate.com/Pages/Documents/Localization",05.07.2018,https://www.programmableweb.com/framework/aspnet-boilerplate-framework,.Net,,https://aspnetboilerplate.com/,,
15," The i18next Framework written in JavaScript provides internationalization, localization, and translation features. Plugins allow detecting languages, load translations, cache translations.",05.07.2018,https://www.programmableweb.com/framework/i18next-javascript,JavaScript,i18next,https://www.i18next.com/,,
16, A-Frame Virtual Reality JavaScript Framework allows you to build virtual reality (VR) experiences. Mozilla is credited for introducing A-Frame as a simple but powerful solution for developing VR content. The framework’s documentation provides various examples of its usage.,05.07.2018,https://www.programmableweb.com/framework/frame-javascript-virtual-reality-framework,JavaScript,Mozilla,https://aframe.io/docs/0.7.0/introduction/,https://github.com/aframevr/aframe/tree/master/,https://github.com/aframevr/aframe/blob/master/LICENSE
17," The Sibers PHP Framework helps to create API projects, allowing developers to design data models, interact with a REST API, and use JSON-LD, Hydra, HAL, YAML, JSON, XML and CSV as formats.",05.07.2018,https://www.programmableweb.com/framework/sibers-php-framework,PHP,,https://github.com/awersatos/sibers-api,,
18, The Uber LumaGL JavaScript Framework is a browser-based data visualization solution. Its lumaGL-provided building blocks are equipped with the user-friendly webGL2 feature for enhancing data visualizations and computations on browsers.,05.07.2018,https://www.programmableweb.com/framework/uber-lumagl-javascript-framework,JavaScript,Uber,https://github.com/uber/luma.gl,,https://github.com/uber/luma.gl/blob/master/LICENSE
19," The MUI Material Design CSS Framework is a lightweight builder platform that prescribes to Google’s Material Design guidelines. Its fast, small, and user friendly design guarantees quality results. It features small footprint (mui.min.css – 66K, mui.min), responsive grid for implementing mobile-friendly sites, and customizable CSS library as well as JS and email libraries. The framework supports the onwards of IE10, iOS 6, and latest Chrome, Firefox, and Safari browsers.",05.07.2018,https://www.programmableweb.com/framework/mui-material-design-css-framework,CSS,MUI,https://www.muicss.com/,https://github.com/muicss/mui,https://github.com/muicss/mui/blob/master/LICENSE.txt
20, The Grd Flexbox CSS Framework by Shogo Sensui allows you to create CSS applications using Flexbox.,05.07.2018,https://www.programmableweb.com/framework/grd-flexbox-css-framework-shogo-sensui,CSS,Independent Developer,https://github.com/1000ch/grd,,https://github.com/1000ch/grd/blob/master/license
21, The lightweight Mobi Mobile CSS Framework provides a flexible platform for building web applications.,05.07.2018,https://www.programmableweb.com/framework/mobi-mobile-css-framework,CSS,Mobi Mobile,https://github.com/mobi-css/mobi.css,,https://github.com/mobi-css/mobi.css/blob/master/LICENSE
22, The Milligram CSS Framework supports the development of design applications. Its design simplifies style setups and expedites app development.,05.07.2018,https://www.programmableweb.com/framework/milligram-css-framework,CSS,Milligram,https://github.com/milligram/milligram,,https://github.com/milligram/milligram/blob/master/license
23," The Spectre CSS Framework by Yan Zhu provides a simple platform for implementing CSS design concepts. The framework features modern base styles and responsive layout system as well as CSS components and utilities. Install the framework manually or deploy it using npm, Yarn, or Bower.",05.07.2018,https://www.programmableweb.com/framework/spectre-css-framework-yan-zhu,CSS,Independent Developer,https://picturepan2.github.io/spectre/,https://github.com/picturepan2/spectre,https://github.com/picturepan2/spectre/blob/master/LICENSE
24, The Strapi NodeJS Content Management Framework simplifies the development of powerful CMS APIs. The framework features headless-CMS.,05.07.2018,https://www.programmableweb.com/framework/strapi-content-management-nodejs-framework,Node.js,Strapi,https://github.com/strapi/strapi,,https://github.com/strapi/strapi/blob/master/LICENSE.md
25, The Intercellular Cell JavaScript Framework is self-constructing web application. It is powered by a self-driving DOM.,05.07.2018,https://www.programmableweb.com/framework/intercellular-cell-javascript-framework,JavaScript,CellJS,https://www.celljs.org/,https://github.com/intercellular,https://github.com/intercellular/cell/blob/develop/LICENSE
26," The Nozzle React-Static JavaScript Framework allows you to construct applications using the React platform. The framework supports the development of static-progressive websites and react applications. Use the framework to interact with different platforms of the React ecosystem including CSS-in-JS libraries, GraphQL, and Redux.",05.07.2018,https://www.programmableweb.com/framework/nozzle-react-static-javascript-framework,JavaScript,Nozzle,https://github.com/nozzle/react-static,,https://github.com/nozzle/react-static/blob/master/LICENSE
27," Use the Yoctol Bottender JavaScript Framework to develop cross-platform bots for Slack, Messenger, LINE, and other platforms. The framework is written in ES6 and ES7 syntax and provides support for async await function.",05.07.2018,https://www.programmableweb.com/framework/yoctol-bottender-javascript-framework,JavaScript,Yoctol Info,https://github.com/Yoctol/bottender,,https://github.com/Yoctol/bottender/blob/master/LICENSE
