,Description,Published,Meta_Url,Languages,Provider,Asset URL,Repository,Terms Of Service
12," The Apache Mesos JavaScript Framework by Tobilg provides a JavaScript language platform for constructing applications for Mesos HTTP APIs. Developers can deploy the framework in the development of applications for various APIs including Mesos Executor HTTP, Mesos Scheduler HTTP, and Mesos Operator HTTP APIs.",03.01.2017,https://www.programmableweb.com/framework/apache-mesos-javascript-framework-tobilg,JavaScript,Apache Software Foundation,https://github.com/tobilg/mesos-framework,,https://github.com/tobilg/mesos-framework/commit/1e2c14867571ff81cd354ccce7ad839daf1fb124
13," Hapi.js is a configuration-centric framework that allows developers to reuse application logic in a ""highly modular and prescriptive approach"". It offers built-in support for input validation, caching, authentication, and others. This framework is used to build enterprise-quality web applications and services.",10.31.2016,https://www.programmableweb.com/framework/hapijs-nodejs-framework,Node.js,,http://hapijs.com/,https://github.com/hapijs/hapi,
14, The Kitura Framework by IBM allows developers to build applications on Bluemix with the aim to interact via Mac and Linux. It is web-based written on Swift language.,10.31.2016,https://www.programmableweb.com/framework/kitura,Swift,IBM,https://developer.ibm.com/swift/kitura/,,https://developer.ibm.com/terms-of-use/
15," The Strapi Node.js Framework by Strapi helps developers to build back end applications and services. It includes installation, link to the Strapi studio, and resources to create a project.",10.31.2016,https://www.programmableweb.com/framework/strapi-node.js-framework-strapi,Node.js,Independent Developer,https://www.npmjs.com/package/strapidev-generate-api,,
16, The Nette PHP Framework simplifies the development of PHP websites. It fortifies the security of websites and enhances the overall performance of web development applications. The framework that is fully compatible with the PHP 7 requires the minimum of version 5.6.0 of the PHP language platform.,10.31.2016,https://www.programmableweb.com/framework/nette-php-framework-nette-foundation,PHP,Nette Foundation,https://nette.org/en/,https://github.com/nette/nette,https://nette.org/terms-of-use
17, Cistern is a Ruby-based framework that was extracted from Fog. It is designed to help users build their API clients consistently and to facilitate building mock support. This framework has no dependencies.,06.30.2016,https://www.programmableweb.com/framework/cistern-ruby-framework-josh-lane,Ruby,Independent Developer,https://github.com/lanej/cistern,,
18," The DeviantART Cocoa Framework by Sam Shull authenticates and uploads content to Stash, DeviantART upload and publishing platform. It includes a reference to Sparkle project, available at https://sparkle-project.org/",06.30.2016,https://www.programmableweb.com/framework/deviantart-cocoa-framework-sam-shull,Objective-C,Independent Developer,https://github.com/samshull/deviantART-Cocoa-Framework,,
19," Eve is a Python framework that allows developers to build and deploy fully-featured RESTful web services. This framework is powered by Flask, Redis, Cerberus, and Events. It offers support for both MongoDB and SQL and has been tested with Python 2.6, 2.7, 3.3, 3.4, and PyPy.",06.28.2016,https://www.programmableweb.com/framework/python-eve-framework,Python,,http://python-eve.org/,,
20, The Comic Vine Ruby SDK by Patrick Sharp interacts with the API to access comic database functionalities. It provides installation and usage.,06.22.2016,https://www.programmableweb.com/framework/comic-vine-ruby-sdk-patrick-sharp,Ruby,Independent Developer,https://github.com/Jakanapes/ComicVine,,
21," The Gbone JavaScript framework written on top of Backbone, intended for building mobile JavaScript applications. The framework aims to be dependent on Backbone, Underscore, and Zepto/jQuery.",06.22.2016,https://www.programmableweb.com/framework/gbone-javascript-framework-gobhi-theivendran,JavaScript,Independent Developer,https://github.com/gobhi/gbone.js,,
22," The Vertabrae JavaScript framework's goal is to add overall structure to Backbone.js applications. Features intended to provide for developers include: Dynamic script loading, AMD module format, dependency management, build with largely open source libraries, organize code in packages, optimize and build for one or many single page apps, host on fully cached server, e.g. no server-side scripting using only an API for data, and behaviour driven development.",06.22.2016,https://www.programmableweb.com/framework/vertebrae-javascript-framework-bill-heaton,JavaScript,Independent Developer,https://github.com/pixelhandler/vertebrae,,
23," The Backbone Faux Serve is a framework that intended for mocking up server-side persistence / processing for Backbone.js. The goal of the framework is to override Backbone's native sync by triggering invoking a route's handler by using the syncing of a Model (or Collection) and its URL alongside the sync method. When a pair forms that matches a defined route, the route's handler is invoked.",06.22.2016,https://www.programmableweb.com/framework/backbone-faux-server-javascript-framework-alex-lambiris,JavaScript,Independent Developer,https://github.com/biril/backbone-faux-server,,
24," Recognize.IM Objective-C SDK by Alessio Bassio interacts with the API to access image recognition capabilities, aiming to be useful in mobile integration. It includes a Cordova plugin.",06.20.2016,https://www.programmableweb.com/framework/recognize.im-objective-c-sdk-alessio-bassio,Objective-C,Independent Developer,https://github.com/alexdown/recognize.im-cordova-plugin,,
25," The CloudCMS JavaScript SDK by CloudCMS integrates content management features via API. It offers content retrieval, cluster-wide caching and broadcasting, and tag processing.",06.20.2016,https://www.programmableweb.com/framework/cloudcms-javascript-sdk-cloudcms,JavaScript,Cloud CMS,https://github.com/gitana/cloudcms-server,,
26," Electron is a framework that helps developers write cross-platform desktop applications using JavaScript, HTML, and CSS. This framework is based on Node.js and Chromium. It is also used in the Atom editor.",06.13.2016,https://www.programmableweb.com/framework/electron-framework,Node.js,Electron,http://electron.atom.io/,https://github.com/electron/electron,
27," The Luca framework intends to be a component architecture framework based on Backbone.js, which aims to include many development helpers, classes, patterns, and tools needed to build scalable and clean single page applications. It uses twitter Bootstrap compatible markup and CSS naming conventions with the goal to produce styled user interfaces with JSON alone.",06.13.2016,https://www.programmableweb.com/framework/luca-javascript-framework-jonathan-soeder,JavaScript,Independent Developer,http://datapimp.com/luca/,https://github.com/datapimp/luca,
