,Description,Published,Meta_Url,Languages,Provider,Asset URL,Repository,Terms Of Service
10," The Limonade PHP Framework by Limonade is a micro-framework that assists in web development and prototyping, aiming to be simple, lightweight, and flexible. Inspired in Sinatra, Camping, and Orbit.",06.16.2017,https://www.programmableweb.com/framework/limonade-php-framework-limonade,PHP,Independent Developer,https://limonade-php.github.io/,,
11," The CodeIgniter PHP Framework by CodeIgniter helps to develop web applications. It supports compatibility, no restrictive coding rules, and no configuration.",06.16.2017,https://www.programmableweb.com/framework/codeigniter-php-framework-codeigniter,PHP,,https://www.codeigniter.com/,https://www.codeigniter.com/docs,
12," The Ember JavaScript Framework by Ember assists in developing applications with user interactions. It supports Ember CLI toolkit, routing, template engine, data layer, and Ember inspector.",06.16.2017,https://www.programmableweb.com/framework/ember-javascript-framework-ember,JavaScript,,https://emberjs.com/,https://github.com/emberjs/ember.js,
13," SocketCluster is an open source, real time Node.js framework that is optimized to run and autoscale on Kubernetes. It can scale vertically across multiple CPU cores and horizontally across machines and instances. SocketCluster supports both direct client-server communication and group communication.",06.16.2017,https://www.programmableweb.com/framework/socketcluster-nodejs-framework-socketcluster,Node.js,,http://socketcluster.io/,https://github.com/SocketCluster/socketcluster,
14," The Mocha.JS JavaScript Framework by Mocha.JS helps developers to create applications, providing asynchronous testing and flexible reports. It supports browser, test coverage reporting, JavaScript API for tests, and arbitrary transpiler support in coffee-script.",06.16.2017,https://www.programmableweb.com/framework/mochajs-javascript-framework-mochajs,JavaScript,,https://mochajs.org/,https://github.com/mochajs/mocha,
15," The Sails.JS JavaScript Framework by Sails.JS is a model view controller in real time that assists in application development. It is built on Node.js, Express, and Socket.io. According to Sails, it officially supports databases such as MySQL, PostgreSQL, MongoDB, Redis, and local memory. Community adapters include CouchDB, neDB, TingoDB, SQLite, Oracle, MSSQL, DB2, ElasticSearch, Riak, neo4j, OrientDB, Amazon RDS, DynamoDB, Azure Tables, RethinkDB and Solr. Also provides access to various 3rd-party REST APIs like Quickbooks, Yelp, and Twitter, including a configurable generic REST API adapter.",06.16.2017,https://www.programmableweb.com/framework/sailsjs-javascript-framework-sailsjs,JavaScript,,http://sailsjs.com/,https://github.com/balderdashy/sails,
16, Vapor is a web framework and server for Swift. It works on macOS and Ubuntu and provides a foundation for your next website or API.,03.08.2017,https://www.programmableweb.com/framework/vapor,Swift,Apple,http://vapor.codes/,http://github.com/vapor/vapor,
17," The API Platform PHP Framework allows developers to create API-first projects. The framework can expose a REST API that works by reusing entity metadata. The resulting API uses JSON-LD, Hydra, XML, CSV, and other common data formats. API documentation is automatically generated with Swagger.",03.01.2017,https://www.programmableweb.com/framework/api-platform-php-framework,PHP,,https://api-platform.com/,https://github.com/api-platform/api-platform,
18," This NodeJS Framework is a module to build a bridge form BLE sensors and the Parrot CLOUD. It works with any BLE-equipped/BLE-dongle-equipped computers. It aims to mimic the Flower Power iOS/Android application on a RaspBerryPi and requires Node (with npm) and BLE libraries. Parrot Pots and Sensors for plants are a self-watering system to monitor your Parrot Pot's light, temperature, soil moisture and fertilizer levels in real time. It sends out customized recommendations and alerts to help you better care for your plants.",03.01.2017,https://www.programmableweb.com/framework/flower-power-nodejs-framework-parrot,Node.js,Parrot SA​,https://github.com/Parrot-Developers/FlowerPower-Tools,https://github.com/Parrot-Developers/node-flower-bridge,https://github.com/Parrot-Developers/node-flower-bridge/blob/master/LICENSE
19," The Sunrise PHP Framework by commercetools is a resource to access eCommerce tools via API, presenting a demo with the categories of product overview, cart detail, checkout methods, my account, registration email, and store finder.",03.01.2017,https://www.programmableweb.com/framework/sunrise-php-framework-commercetools,PHP,Commercetools,https://github.com/commercetools/commercetools-sunrise-theme,,https://commercetools.com/terms/
20," The Sunrise Data Java Framework by commercetools assists developers in implementing eCommerce tools via API, including CVS files to import product types, categories, and products.",03.01.2017,https://www.programmableweb.com/framework/sunrise-data-java-framework-commercetools,Java,Commercetools,https://github.com/commercetools/commercetools-sunrise-data,,https://commercetools.com/terms/
21," The Sunrise Theme Java Framework by commercetools can implement eCommerce tools by interacting with the API, offering a demo with product overview, cart detail, checkout methods, my account, registration email, and store finder as available methods.",03.01.2017,https://www.programmableweb.com/framework/sunrise-theme-java-framework-commercetools,Java,Commercetools,https://github.com/commercetools/commercetools-sunrise-theme,,https://commercetools.com/terms/
22," The Sunrise Starter Project Java Framework by commercetools can access eCommerce tools via API, providing preconditions, running instructions, and Heroku deployment as available resources.",03.01.2017,https://www.programmableweb.com/framework/sunrise-starter-project-java-framework-commercetools,Java,Commercetools,https://github.com/commercetools/commercetools-sunrise-java-starter,,https://commercetools.com/terms/
23," The PhantomJS Framework allows to write scripts without the need to use a browser. Along with an API in JavaScript language, Phantom supports JSON, DOM handling, CSS selector, JSON, Canvas, and SVG formats. With Phantom, developers ca test websites, capture screens, automate pages, and monitor networking. Created by Ariya Hidayat, Jamie Mason, and Maurice Svay.",03.01.2017,https://www.programmableweb.com/framework/phantomjs-framework,JavaScript,Independent Developer,http://phantomjs.org/,https://github.com/ariya/phantomjs/,
24," The CasperJS Framework allows navigating, scripting, and testing PhantomJS and SlimerJS, both scriptable web kits. It is written in JavaScript and it offers an API with JSON architecture. With Casper, developers can create scenarios and interfaces to navigate the web, allowing the framework to perform tasks as a computer user. Created by Nicolas Perriault and collaborators.",03.01.2017,https://www.programmableweb.com/framework/casperjs-framework,JavaScript,Independent Developer,http://docs.casperjs.org/en/latest/,,
25," The SlimerJS Framework is available for download as a browser that developers can script. It enables to interact with a web page via an external JavaScript. Some of the benefits of Slimer aim to read and write files, load a page to evaluate content, simulate user actions such as click links and fill forms, monitoring the loading of a page, and take page screenshots. Created by developer Laurent Jouanneau and the developers' team La société Innophi.",03.01.2017,https://www.programmableweb.com/framework/slimerjs-framework,JavaScript,Independent Developer,http://slimerjs.org/,http://docs.slimerjs.org/current/,
26," The Serverless Framework in Node.js language, assists in the development of applications that can be auto-scalable, event-driven, and executed by pay. It utilizes Amazon Web Services Lambda with the aim to produce results without the need of a server.",03.01.2017,https://www.programmableweb.com/framework/serverless-framework,Node.js,Serverless,https://serverless.com/,https://serverless.com/framework/docs/,
27," The Beego HTTP Framework aims to speed up the creation of Go applications. Developers can build APIs, web apps, and backend services.",03.01.2017,https://www.programmableweb.com/framework/beego-framework,Go,Beego,http://beego.me/docs/intro/,,
