,Description,Published,Meta_Url,Languages,Provider,Asset URL,Repository,Terms Of Service
10," The Vaadin Framework, written in Java, intends to allow for the building of single page web apps in server-side Java or any other JVM language. It also offers automated browser-server communication and DTOs. for you.",02.10.2016,https://www.programmableweb.com/framework/vaadin-java-framework-vaadin,Java,Vaadin,https://vaadin.com/home,https://github.com/vaadin/vaadin,
11," Pivotal Software offers developers a production-grade applications and services. The Java framework aims to provide features such as a range of non-functional features that are common to large classes of projects (e.g. embedded servers, security, metrics, health checks, externalized configuration) as well as no code generation and minimal XML configurement.",02.10.2016,https://www.programmableweb.com/framework/spring-boot-java-framework-spring,Java,Pivotal Software,http://projects.spring.io/spring-boot/,https://github.com/spring-projects/spring-boot,
12," PrimeFaces is a lightweight Java framework that offers developers one jar, and no configuration or required dependencies.",02.10.2016,https://www.programmableweb.com/framework/primefaces-java-framework-primetek,Java,PrimeTek,http://primefaces.org/,,
13, Pippo is an open source (Apache License) micro web framework written in Java that intends to offer minimal dependencies. The goal of the project is to create a micro web framework in Java that faciliates eas of use and hacking.,02.10.2016,https://www.programmableweb.com/framework/pippo-java-framework-decebal-suiu,Java,Independent Developer,http://www.pippo.ro/,https://github.com/decebals/pippo,
14," Apache Wicket, a Java and componet based web application framework, offers proper mark-up/logic separation, a POJO data model, and aims to lessen the use of XML.",02.10.2016,https://www.programmableweb.com/framework/wicket-7-java-framework-apache,Java,Apache Software Foundation,http://wicket.apache.org/,https://github.com/apache/wicket,
15, Apache Tapestry aims to offer a component-oriented framework for creating highly scalable web applications in Java.,02.10.2016,https://www.programmableweb.com/framework/apache-tapestry-java-framework-apache-tapestry,Java,Apache Software Foundation,http://tapestry.apache.org/,,
16, JADE (Java Agent DEvelopment Framework) is a software Framework that intends to offer the implementation of multi-agent systems through a middle-ware that complies with the FIPA specifications and through a set of graphical tools that support the debugging and deployment phases.,02.10.2016,https://www.programmableweb.com/framework/jade-java-framework-jade,Java,Telecom Italia,http://jade.tilab.com/,,
17, The Truth Framework by Google aims to offer developers an assertion/proposition framework appropriate for testing. The framework is inspired by FEST.,02.10.2016,https://www.programmableweb.com/framework/truth-java-framework-google,Java,Google,http://google.github.io/truth/,https://github.com/google/truth,
18," Spock is a testing and specification framework for Java and Groovy applications. It aims to offer highly expressive specification language and is compatible with most IDEs, build tools, and continuous integration servers. Spock is inspired from JUnit, jMock, RSpec, Groovy, and Scala.",02.10.2016,https://www.programmableweb.com/framework/spock-java-framework-spock,Java,Independent Developer,http://spockframework.github.io/spock/docs/1.0/index.html,,
19," Selenium aims to offer browswer automation. The framework intends to automate web applications for testing purposes, however it also aims to be versitle with other tasks that can be automated.",02.10.2016,https://www.programmableweb.com/framework/selenium-java-framework-selenium,Java,Independent Developer,http://docs.seleniumhq.org/,,
20, JUnit is a JavaScript framework that allows developers to write repeatable tests. It is an instance of the xUnit architecture for unit testing frameworks.,02.10.2016,https://www.programmableweb.com/framework/junit-javascript-framework-junit,JavaScript,Independent Developer,http://junit.org/,,
21," Panda3D intends to provide a game engine framework for 3D rendering and game development for Python and C++ programs. Panda3D aims to be Open Source and free for any purpose, including commercial ventures.",02.01.2016,https://www.programmableweb.com/framework/panada3d-java-framework-panda3d,"Objective-C, Python",Carnegie Mellon University,https://www.panda3d.org/,,
22," The Python unit testing framework aims to a Python language version of JUnit, by Kent Beck and Erich Gamma. JUnit intends to provide a Java version of Kent’s Smalltalk testing framework. Each is the de facto standard unit testing framework for its respective language.",01.25.2016,https://www.programmableweb.com/framework/pyunit-python-framework-python,Python,Python Software Foundation,https://docs.python.org/2/library/unittest.html,,
23," The GPU iOS Framework by Brad Larson is a BSD-licensed iOS framework that lets developers apply GPU-accelerated filters and other effects to images, live camera video, and movies. In comparison to Core Image (part of iOS 5.0), GPUImage allows for writing custom filters.",01.21.2016,https://www.programmableweb.com/framework/gpu-ios-framework-brad-larson,"Objective-C, Swift",Independent Developer,http://www.sunsetlakesoftware.com/2012/02/12/introducing-gpuimage-framework,https://github.com/BradLarson/GPUImage,
24," The DPark framework is written in Python and aims to be like frameworks such as Spark, MapReduce(R) to offer computing framework supporting iterative computation.",01.12.2016,https://www.programmableweb.com/framework/dpark-python-framework-douban,Python,Douban,https://github.com/douban/dpark,https://github.com/douban/dpark,
25," The Robot Framework aims to be a generic open source test automation framework for acceptance testing and acceptance test-driven development (ATDD). the framework uses tabular test data syntax while offering developers keyword-driven testing approach. The testing capabilities intends to be extended by test libraries implemented either with Python or Java, and users can create new higher-level keywords from existing ones using the same syntax that is used for creating test cases.",01.12.2016,https://www.programmableweb.com/framework/robot-python-framework-robot-framework,"Java, Python",Independent Developer,http://robotframework.org/,https://github.com/robotframework/robotframework,
26," The Contexts Python Framework aims to be a 'Context-Specification'-style test framework for Python 3.3 and above. It aims to be flexible, extensible and appropriate for unit, integration, and acceptance testing.",01.12.2016,https://www.programmableweb.com/framework/context-python-framework-benjamin-hodgson,Python,Independent Developer,https://github.com/benjamin-hodgson/Contexts,https://github.com/benjamin-hodgson/Contexts,
27," Scalatra is a web micro-framework written in Scala. It intends to combine the power of the JVM with Scala, allowing for high-performance web sites and APIs.",01.03.2016,https://www.programmableweb.com/framework/scalatra-scala-framework-scalatra,Scala,Independent Developer,http://www.scalatra.org/,,
