,Description,Published,Meta_Url,Languages,Provider,Asset URL,Repository,Terms Of Service
13, The Actionhero.js framework aims to be a multi-transport Node.JS API Server with integrated cluster capabilities and delayed tasks..,12.07.2015,https://www.programmableweb.com/framework/actionhero-node.js-framework-evan-tahler,Node.js,Independent Developer,http://www.actionherojs.com/,https://github.com/evantahler/actionhero,
14," Danf intends to provide a javascript/node.js full-stack isomorphic OOP framework allowing to code the same way on both client-side (browser) and server-side (node.js). It provides many features to produce scalable, maintainable, testable and performant applications.",12.07.2015,https://www.programmableweb.com/framework/danf-node.js-framework-gnodi,Node.js,Independent Developer,https://github.com/gnodi/danf/,https://github.com/gnodi/danf/,
15, The COKE Node.js framework aims to provide developers with a full stack MVC framework that expedites web development.,12.07.2015,https://www.programmableweb.com/framework/coke-node.js-framework-dreamerslab,Node.js,DreamersLab,http://coke-js.org/,https://github.com/dreamerslab/coke/,
16, SocketStream aims to be a Node.js framework for realtime web applications.,12.07.2015,https://www.programmableweb.com/framework/socketstream-node.js-framework-socketstream,Node.js,Independent Developer,https://socketstream.com/,https://github.com/socketstream/socketstream,
17, Chocolatejs Node.js Framework aims to be a full stack and isomorphic Node.js web framework and online ide. The framework is an experimental Node.js web application framework built using Coffeescript.,12.07.2015,https://www.programmableweb.com/framework/chocolatejs-node.js-framework-jc-levy,Node.js,Independent Developer,https://chocolatejs.org/,https://github.com/jclevy/chocolatejs,
18, The Sane Stack is a Node.js framework that offers developers a Sails and Ember cli to faciliate application development. This framework is cited as being an early prototype with further developments to come.,12.07.2015,https://www.programmableweb.com/framework/sane-stack-node.js-framework-sane,Node.js,Independent Developer,http://sanestack.com/,https://github.com/sane/sane,
19," Catberry is a Node.js framework that offers developers Flux architecture, isomorphic web-components and progressive rendering.",12.07.2015,https://www.programmableweb.com/framework/catberry-node.js-framework-catberry,Node.js,Independent Developer,http://catberry.org/,https://github.com/catberry/catberry,
20," AllcountJS Node.js Framework intends to provide an open source full-stack Node.js framework for application development. The framework's objective is to be designed to build production-ready web and mobile business applications. It offers business applications such for basic ones like CRUD as well as the more complex such as CRM, inventory, accounting and other enterprise systems that have domain objects with different views.",12.07.2015,https://www.programmableweb.com/framework/allcountjs-node.js-framework-allcountjs,Node.js,AllcountJS,https://allcountjs.com/,https://github.com/allcount/allcountjs/,
21," Koa is a Node.js web framework that allows users to ditch callbacks and increase error handling by leveraging generators. It's designed by the same team that designed Express. Koa was made to be smaller, more expressive, and more robust.",11.30.2015,https://www.programmableweb.com/framework/koa-node.js-framework-koa,Node.js,Independent Developer,http://koajs.com/,,
22," Mediator is a JavaScript framework that intends to provide a class that allows a developer to register, unregister, and call subscriber methods to help event-based, asyncronous programming. The framework's purpose is to make the usage of WebSockets, Ajax calls, DOM events, or other asynchronous operations easy to maintain and test.",11.30.2015,https://www.programmableweb.com/framework/mediator-javascript-framework-jack-lawson,JavaScript,Independent Developer,http://thejacklawson.com/Mediator.js/,https://github.com/ajacksified/Mediator.js,
23," The 140 Medley JavaScript Framework by Honza Pokorny aims to be a micro-framework or a collection of small, helpful utilities for common javascript tasks.",11.30.2015,https://www.programmableweb.com/framework/140-medley-javascript-framework-honza-pokorny,JavaScript,Independent Developer,https://github.com/honza/140medley,https://github.com/honza/140medley,
24, The Rococo JavaScript Framework offers developers a strict subset of Javascript (BlackScript). BlackScript is like Javascript but has no:,11.25.2015,https://www.programmableweb.com/framework/rococo-javascript-framework-rococo,JavaScript,Independent Developer,http://schuttelaar.github.io/Rococo/,https://github.com/schuttelaar/Rococo,
25, The Janis JavaScript frameworks aims to be a lightweight framework that provides animations via CSS transitions for modern browsers on the web as well as mobile devices. The goal of the framework is to organize commonly used methods of animating DOM elements in JavaScript.,11.25.2015,https://www.programmableweb.com/framework/janis-javascript-framework-janis,JavaScript,Independent Developer,http://mikemctiernan.github.io/Janis/,https://github.com/MikeMcTiernan/Janis,
26," The Lotus Ruby Framework offers developers an Object Oriented Programming option to web development,",11.25.2015,https://www.programmableweb.com/framework/lotus-ruby-framework-luca-guidi,Ruby,Independent Developer,http://lotusrb.org/,,
27," The Padrinorb ruby Framework's goal is offer developers core principles of the Sinatra Ruby Framework while creating a standard library of tools, helpers and functions that will make Sinatra suitable for increasingly complex applications.",11.25.2015,https://www.programmableweb.com/framework/padrinorb-ruby-framework-padrino,Ruby,Independent Developer,http://www.padrinorb.com/,,
