,Related APIs,Category,Submitted,Meta_Url,Description,Repository,Languages,Provider,Asset URL
20,Packet REST API v1,"Cloud, Hardware, Hosting",08.07.2017,https://www.programmableweb.com/sdk/packet-ruby-sdk-packet," The Packet Ruby SDK by Packet interacts with the API to access bare-metal features, allowing developers to implement hardware functionalities from remote services.",,Ruby,Packet,https://github.com/packethost/packet-rb
21,Circuit REST API,"WebRTC, Enterprise",08.07.2017,https://www.programmableweb.com/sdk/circuit-nodejs-sdk-circuit, The Circuit NodeJS SDK by Circuit interacts with the API to access WebRTC features. Developers can use the SDK for bots and server-side web applications.,https://www.npmjs.com/package/circuit-sdk,Node.js,Unify,https://circuit.github.io/nodejs.html
22,Circuit REST API,"WebRTC, Enterprise",08.07.2017,https://www.programmableweb.com/sdk/circuit-javascript-sdk-circuit, The Circuit JavaScript SDK by Circuit interacts with the API to access WebRTC features. It includes a teaser example to logon and fetch conversations.,https://github.com/circuit/circuit-sdk,JavaScript,Unify,https://circuit.github.io/jssdk
23,MyAnimeList REST API,"Animation, Collecting",08.07.2017,https://www.programmableweb.com/sdk/myanimelist-nodejs-sdk-chris-alderson, The MyAnimeList Node.js SDK by Chris Alderson allows developers to integrate the MyAnimeList API into their Node.js applications. This SDK is installed via npm.,,Node.js,Independent Developer,https://github.com/ChrisAlderson/mal-api
24,MyAnimeList REST API,"Animation, Collecting",08.07.2017,https://www.programmableweb.com/sdk/myanimelist-c-sdk-william-santana, The MyAnimeList C# SDK by William Santana allows developers to integrate the MyAnimeList API into their C# applications.,,C#,Independent Developer,https://github.com/wmer/MyAnimeListApiConsumer
25,MyAnimeList REST API,"Animation, Collecting",08.07.2017,https://www.programmableweb.com/sdk/myanimelist-php-sdk-animelist, The MyAnimeList PHP SDK by animelist allows developers to integrate the MyAnimeList API into their PHP projects and code. This SDK is installed via Composer.,,PHP,Independent Developer,https://github.com/animelist/mal-api
26,MyAnimeList REST API,"Animation, Collecting",08.07.2017,https://www.programmableweb.com/sdk/myanimelist-go-sdk-anime-notifier, The MyAnimeList Go SDK by Anime Notifier allows developers to integrate the MyAnimeList API into their Go projects and applications.,,Go,,https://github.com/animenotifier/mal
27,Payfac in a Box REST API v1.0,"Payments, Credit Cards, Data, Integration, Reporting, Transactions",08.06.2017,https://www.programmableweb.com/sdk/payfac-box-ruby-sdk-singular-payments," This Ruby SDK provides access to the Payfac in a Box REST API. It is designed to have resource oriented, predictable and easy-to-use HTTP response code for client interaction. It allows you to utilize Singular Payments integration into your software or on your website, with a variety of bill presentment and payment API options. Singular Payments provides custom payments software integrations with Electronic Bill Presentment and Payment.",http://restunited.com/docs/bxcxhsvhzs26/latest#clients,Ruby,Singular Payments,http://restunited.com/docs/bxcxhsvhzs26/latest
28,Payfac in a Box REST API v1.0,"Payments, Credit Cards, Data, Integration, Reporting, Transactions",08.06.2017,https://www.programmableweb.com/sdk/payfac-box-python-sdk-singular-payments," This Python SDK provides access to the Payfac in a Box REST API. It is designed to have resource oriented, predictable and easy-to-use HTTP response code for client interaction. It allows you to utilize Singular Payments integration into your software or on your website, with a variety of bill presentment and payment API options. Singular Payments provides custom payments software integrations with Electronic Bill Presentment and Payment.",http://restunited.com/docs/bxcxhsvhzs26/latest#clients,Python,Singular Payments,http://restunited.com/docs/bxcxhsvhzs26/latest
29,Payfac in a Box REST API v1.0,"Payments, Credit Cards, Data, Integration, Reporting, Transactions",08.06.2017,https://www.programmableweb.com/sdk/payfac-box-php-sdk-singular-payments," This PHP SDK provides access to the Payfac in a Box REST API. It is designed to have resource oriented, predictable and easy-to-use HTTP response code for client interaction. It allows you to utilize Singular Payments integration into your software or on your website, with a variety of bill presentment and payment API options. Singular Payments provides custom payments software integrations with Electronic Bill Presentment and Payment.",http://restunited.com/docs/bxcxhsvhzs26/latest#clients,PHP,Singular Payments,http://restunited.com/docs/bxcxhsvhzs26/latest
30,Payfac in a Box REST API v1.0,"Payments, Credit Cards, Data, Integration, Reporting, Transactions",08.06.2017,https://www.programmableweb.com/sdk/payfac-box-objective-c-sdk-singular-payments," This Objective-C SDK provides access to the Payfac in a Box REST API. It is designed to have resource oriented, predictable and easy-to-use HTTP response code for client interaction. It allows you to utilize Singular Payments integration into your software or on your website, with a variety of bill presentment and payment API options. Singular Payments provides custom payments software integrations with Electronic Bill Presentment and Payment.",http://restunited.com/docs/bxcxhsvhzs26/latest#clients,Objective-C,Singular Payments,http://restunited.com/docs/bxcxhsvhzs26/latest
31,Payfac in a Box REST API v1.0,"Payments, Credit Cards, Data, Integration, Reporting, Transactions",08.06.2017,https://www.programmableweb.com/sdk/payfac-box-java-sdk-singular-payments," This Java SDK provides access to the Payfac in a Box REST API. It is designed to have resource oriented, predictable and easy-to-use HTTP response code for client interaction. It allows you to utilize Singular Payments integration into your software or on your website, with a variety of bill presentment and payment API options. Singular Payments provides custom payments software integrations with Electronic Bill Presentment and Payment.",http://restunited.com/docs/bxcxhsvhzs26/latest#clients,Java,Singular Payments,http://restunited.com/docs/bxcxhsvhzs26/latest
32,Payfac in a Box REST API v1.0,"Payments, Credit Cards, Data, Integration, Reporting, Transactions",08.06.2017,https://www.programmableweb.com/sdk/payfac-box-actionscript-sdk-singular-payments," This ActionScript SDK provides access to the Payfac in a Box REST API. It is designed to have resource oriented, predictable and easy-to-use HTTP response code for client interaction. It allows you to utilize Singular Payments integration into your software or on your website, with a variety of bill presentment and payment API options. Singular Payments provides custom payments software integrations with Electronic Bill Presentment and Payment.",http://restunited.com/docs/bxcxhsvhzs26/latest#clients,ActionScript,Singular Payments,http://restunited.com/docs/bxcxhsvhzs26/latest
33,Payfac in a Box REST API v1.0,"Payments, Credit Cards, Data, Integration, Reporting, Transactions",08.06.2017,https://www.programmableweb.com/sdk/payfac-box-c-sdk-singular-payments," This C# SDK provides access to the Payfac in a Box REST API. It is designed to have resource oriented, predictable and easy-to-use HTTP response code for client interaction. It allows you to utilize Singular Payments integration into your software or on your website, with a variety of bill presentment and payment API options. Singular Payments provides custom payments software integrations with Electronic Bill Presentment and Payment.",http://restunited.com/docs/bxcxhsvhzs26/latest#clients,C#,Singular Payments,http://restunited.com/docs/bxcxhsvhzs26/latest
34,Payfac in a Box REST API v1.0,"Payments, Credit Cards, Data, Integration, Reporting, Transactions",08.06.2017,https://www.programmableweb.com/sdk/payfac-box-android-sdk-singular-payments," This Android SDK provides access to the Payfac in a Box REST API. It is designed to have resource oriented, predictable and easy-to-use HTTP response code for client interaction. It allows you to utilize Singular Payments integration into your software or on your website, with a variety of bill presentment and payment API options. Singular Payments provides custom payments software integrations with Electronic Bill Presentment and Payment.",http://restunited.com/docs/bxcxhsvhzs26/latest#clients,Java,Singular Payments,http://restunited.com/docs/bxcxhsvhzs26/latest
35,MyAnimeList REST API,"Animation, Collecting",08.05.2017,https://www.programmableweb.com/sdk/myanimelist-ruby-sdk-oli4242, The MyAnimeList Ruby SDK by Oli4242 is a gem that allows developers to integrate the MyAnimeList API into their Ruby applications. Usage instructions are included in the documentation.,,Ruby,Independent Developer,https://github.com/Oli4242/myanimelist_client
36,ByteScout Cloud Web REST API,"PDF, Extraction",08.05.2017,https://www.programmableweb.com/sdk/bytescout-pdf-extractor-c-sdk," PDF Extractor can extract text to PDF and convert PDF To XML, PDF To CSV, PDF to Excel, it is able to transform tables into CSV and to change them to MS Excel format. It has more functions, easy to use and can implement multi-purpose tasks.",https://github.com/bytescout/pdf-extractor-sdk-samples/tree/master/C%23,C#,ByteScout,https://bytescout.com/documentation/index.html
37,MyAnimeList REST API,"Animation, Collecting",08.05.2017,https://www.programmableweb.com/sdk/myanimelist-java-sdk-joel-rousseau, The MyAnimeList Java SDK by Joel Rousseau allows developers to integrate the MyAnimeList API into their Java applications. This SDK requires JDK 1.8.,,Java,Independent Developer,https://github.com/v4lproik/myanimelist-api
38,MyAnimeList REST API,"Animation, Collecting",08.05.2017,https://www.programmableweb.com/sdk/myanimelist-net-sdk-sung-kim, The MyAnimeList .NET SDK by Sung Kim allows developers to integrate the MyAnimeList API into their .NET applications. This SDK works with .NET 4.5.2.,,.Net,Independent Developer,https://github.com/dance2die/MyAnimeListSharp
39,MyAnimeList REST API,"Animation, Collecting",08.05.2017,https://www.programmableweb.com/sdk/myanimelist-python-sdk-byron-vanstien, The MyAnimeList Python SDK by Byron Vanstien allows developers to integrate the MyAnimeList API into their Python 3 projects and applications.,,Python,Independent Developer,https://github.com/GetRektByMe/Pyanimelist
40,MyAnimeList REST API,"Animation, Collecting",08.05.2017,https://www.programmableweb.com/sdk/myanimelist-ruby-sdk-corey-roberts, The MyAnimeList Ruby SDK by Corey Roberts allows developers to integrate the MyAnimeList API into their Ruby applications. This SDK requires Ruby 2.4.0+.,,Ruby,Independent Developer,https://github.com/croberts22/railgun
41,MyAnimeList REST API,"Animation, Collecting",08.04.2017,https://www.programmableweb.com/sdk/myanimelist-nodejs-sdk-jo%C3%A3o-ferreira, The MyAnimeList Node.js SDK by João Ferreira allows developers to integrate the MyAnimeList API into their Node.js applications. This SDK is installed via npm.,,Node.js,Independent Developer,https://github.com/lubien/popura
42,MyAnimeList REST API,"Animation, Collecting",08.04.2017,https://www.programmableweb.com/sdk/myanimelist-go-sdk-stratos-neiros, The MyAnimeList Go SDK by Stratos Neiros allows developers to integrate the MyAnimeList API into their Go applications. Usage instructions are included in the documentation.,,Go,Independent Developer,https://github.com/nstratos/go-myanimelist
43,MyAnimeList REST API,"Animation, Collecting",08.04.2017,https://www.programmableweb.com/sdk/myanimelist-ruby-sdk-harvey-ico, The MyAnimeList Ruby SDK by Harvey Ico is a gem that allows developers to integrate the MyAnimeList API into their Ruby applications.,,Ruby,Independent Developer,https://github.com/harveyico/myanimelist
44,OneSignal REST API,"Mobile, Notifications",08.04.2017,https://www.programmableweb.com/sdk/onesignal-python-sdk-zeynel, The OneSignal Python SDK by zeynel allows developers to integrate the OneSignal API into their Python applications. Usage examples are included in the documentation.,,Python,Independent Developer,https://github.com/fxgx/onesignal_sdk
45,CareerBuilder REST API,Jobs,08.04.2017,https://www.programmableweb.com/sdk/careerbuilder-ruby-sdk-bennett-goble, The CareerBuilder Ruby SDK by Bennett Goble is a light-weight wrapper that allows developers to integrate the CareerBuilder API into their Ruby applications.,,Ruby,Independent Developer,https://github.com/nivardus/cb-client
46,CareerBuilder REST API,Jobs,08.04.2017,https://www.programmableweb.com/sdk/careerbuilder-php-sdk-jobapis, The CareerBuilder PHP SDK by JobApis allows developers to integrate the CareerBuilder API into their PHP applications. This SDK is installed via Composer.,,PHP,,https://github.com/jobapis/jobs-careerbuilder
47,CareerBuilder REST API,Jobs,08.04.2017,https://www.programmableweb.com/sdk/careerbuilder-ruby-sdk-careerbuilder, The CareerBuilder Ruby SDK by CareerBuilder is a gem that allows developers to integrate the CareerBuilder API into their Ruby applications.,,Ruby,Careerbuilder,https://github.com/careerbuilder/ruby-cb-api
48,CareerBuilder REST API,Jobs,08.04.2017,https://www.programmableweb.com/sdk/careerbuilder-ruby-sdk-dringo-repo, The CareerBuilder Ruby SDK by dringo-repo is a gem that allows developers to integrate the CareerBuilder API into their Ruby applications.,,Ruby,Independent Developer,https://github.com/dringo-repo/careerbuilder
49,CareerBuilder REST API,Jobs,08.04.2017,https://www.programmableweb.com/sdk/careerbuilder-net-sdk-jeffery-yeary, The CareerBuilder .NET SDK by Jeffery Yeary allows developers to integrate the CareerBuilder API into their .NET projects and applications.,,.Net,Independent Developer,https://github.com/usbsnowcrash/Careerbuilder.Net
50,ChargeOver REST API,"Payments, Billing, Collecting, Invoicing, Subscriptions",08.04.2017,https://www.programmableweb.com/sdk/chargeover-ruby-sdk-buffy-miller, The ChargeOver Ruby SDK by Buffy Miller is a gem that allows developers to integrate the ChargeOver API into their Ruby projects and applications.,,Ruby,Independent Developer,https://github.com/buffym/chargeover_ruby
51,Reelgood Netflix Roulette REST API,"Entertainment, Movies, TV",08.04.2017,https://www.programmableweb.com/sdk/netflix-roulette-nim-sdk-adam-chesak, The Netflix Roulette Nim SDK by Adam Chesak allows developers to get information on films and shows on Netflix from their Nim applications using the Netflix Roulette API.,,Unspecified,Independent Developer,https://github.com/achesak/nim-netflixroulette
52,OpenRainbow Admin REST API v1,"Business, Chat, Messaging, Voice",08.04.2017,https://www.programmableweb.com/sdk/openrainbow-nodejs-sdk-openrainbow," The OpenRainbow NodeJS SDK by OpenRainbow interacts with the API to access chat, voice, and messaging features for businesses. It includes a Preamble and instructions for Developer accounts.",,Node.js,Alcatel-Lucent Enterprise,https://www.npmjs.com/package/rainbow-node-sdk
53,SureVoIP REST API,"VoIP, Business, Cloud",08.04.2017,https://www.programmableweb.com/sdk/surevoip-perl-sdk-surevoip, The SureVoIP Perl SDK by SureVoIP interacts with the API to access Voice Over Internet Protocol features. It includes links to the API documentation available at https://www.surevoip.co.uk/support/wiki/api_documentation,,PERL,SureTec,https://github.com/suretec/Net-SureVoIP-API/
54,Sygic Travel REST API v1.2,"Travel, Air Travel, Tourism, Transportation",08.02.2017,https://www.programmableweb.com/sdk/sygic-travel-android-sdk-sygic," The Sygic Travel Android SDK by Sygic allows developers to access and process tourism information provided by the Sygic databases. The SDK supports place filters, related products, and media. The current version is 1.0.0. Android 7.1.1+ is required.",https://github.com/sygic-travel/android-sdk,"Java, Kotlin",Sygic,http://docs.sygictravelapi.com/android-sdk/master/
55,Sygic Travel REST API v1.2,"Travel, Air Travel, Tourism, Transportation",08.02.2017,https://www.programmableweb.com/sdk/sygic-travel-ios-sdk-sygic," The Sygic Travel iOS SDK by Sygic allows developers to access and process tourism information provided by the Sygic databases. The SDK supports place filters, related products, and media. The current version is 1.0.2.",,Objective-C,Sygic,http://docs.sygictravelapi.com/apple-sdk/latest/
56,Sygic Travel REST API v1.2,"Travel, Air Travel, Tourism, Transportation",08.02.2017,https://www.programmableweb.com/sdk/sygic-travel-javascript-sdk-sygic," The Sygic Travel JavaScript SDK by Sygic allows developers to access and process tourism information provided by the Sygic databases. The SDK supports place filters, related products, and media. The latest release is 1.0.0.",https://github.com/sygic-travel/js-sdk,JavaScript,Sygic,http://docs.sygictravelapi.com/js-sdk/master/
57,SureVoIP REST API,"VoIP, Business, Cloud",08.02.2017,https://www.programmableweb.com/sdk/surevoip-php-sdk-surevoip, The SureVoIP PHP SDK by SureVoIP interacts with the API to access Voice Over Internet Protocol features. It includes links to the API documentation available at https://www.surevoip.co.uk/support/wiki/api_documentation,,PHP,SureTec,https://github.com/suretec/SureVoIP-API-PHP-Lib
58,Burner REST API,"Telephony, Privacy",08.02.2017,https://www.programmableweb.com/sdk/burner-react-js-sdk-burner," The Burner React JS SDK by Burner interacts with the API to build applications with disposable numbers. It includes a walkthrough with authentication, display list of burners, and response to messages.",,JavaScript,Burner,https://github.com/adhoclabs/burner-app-starter-kit
59,CheckMobi REST API,"Verification, Mobile, Telephony",08.02.2017,https://www.programmableweb.com/sdk/checkmobi-swift-sdk-checkmobi, The CheckMobi Swift SDK by CheckMobi interacts with the API to access verification features. Usage and installation available.,,Swift,checkMobi,https://github.com/checkmobi/checkmobi_ios_swift
60,CheckMobi REST API,"Verification, Mobile, Telephony",08.02.2017,https://www.programmableweb.com/sdk/checkmobi-ios-sdk-checkmobi, The CheckMobi iOS SDK by CheckMobi interacts with the API to access verification features. It includes XCode project and third party resources.,,Objective-C,checkMobi,https://github.com/checkmobi/checkmobi_ios
61,RouteMobile REST API v2,"Mobile, Messaging, Voice",08.02.2017,https://www.programmableweb.com/sdk/routemobile-blackberry-sdk-routemobile," The RouteMobile Android SDK by RouteMobile is available for download from the documentation site. With the SDK, developers can initiate projects that include messaging and voice features.",,Java,Route Mobile,https://www.routemobile.com/docs-api-2/
62,RouteMobile REST API v2,"Mobile, Messaging, Voice",08.02.2017,https://www.programmableweb.com/sdk/routemobile-android-sdk-routemobile," The RouteMobile Android SDK by RouteMobile can be downloades from the documentation site. With the SDK, developers can initiate projects that include messaging and voice features.",,Java,Route Mobile,https://www.routemobile.com/docs-api-2/
63,RouteMobile REST API v2,"Mobile, Messaging, Voice",08.02.2017,https://www.programmableweb.com/sdk/routemobile-java-sdk-routemobile," The RouteMobile Java SDK by RouteMobile is available for download from the documentation site. With the SDK, developers can initiate projects that include messaging and voice features.",,Java,Route Mobile,https://www.routemobile.com/docs-api-2/
64,Reelgood Netflix Roulette REST API,"Entertainment, Movies, TV",08.02.2017,https://www.programmableweb.com/sdk/netflix-roulette-go-sdk-juli%C3%A1n-reyes, The Netflix Roulette Go SDK by Julián Reyes allows developers to integrate the Netflix Roulette API into their Go applications. Usage examples are included in the documentation.,,Go,Independent Developer,https://github.com/jreyeshdez/goroulette
65,Reelgood Netflix Roulette REST API,"Entertainment, Movies, TV",08.02.2017,https://www.programmableweb.com/sdk/netflix-roulette-php-sdk-luis-filipe-lima-dos-santos-sousa, The Netflix Roulette PHP SDK by Luis Filipe Lima dos Santos Sousa allows developers to integrate the Netflix Roulette API into their PHP projects and code. This SDK was created with Laravel 5.4 and is installed via Composer.,,PHP,Independent Developer,https://github.com/lionphilips/netflix-client
66,Reelgood Netflix Roulette REST API,"Entertainment, Movies, TV",08.02.2017,https://www.programmableweb.com/sdk/netflix-roulette-php-sdk-gabriel-de-tassigny, The Netflix Roulette PHP SDK by Gabriel de Tassigny allows developers to integrate the Netflix Roulette API into their PHP projects and code. This SDK is installed via Composer.,,PHP,Independent Developer,https://github.com/gabriel-detassigny/netflix-roulette
67,Reelgood Netflix Roulette REST API,"Entertainment, Movies, TV",08.02.2017,https://www.programmableweb.com/sdk/netflix-roulette-go-sdk-elijah-wilson, The Netflix Roulette Go SDK by Elijah Wilson allows developers to integrate the Netflix Roulette API into their Go applications. Code examples are included in the documentation.,,Go,Independent Developer,https://github.com/tizz98/go-netflix-roulette
68,Reelgood Netflix Roulette REST API,"Entertainment, Movies, TV",08.02.2017,https://www.programmableweb.com/sdk/netflix-roulette-ruby-sdk-doesterr, The Netflix Roulette Ruby SDK by doesterr is a gem that allows developers to integrate the Netflix Roulette API into their Ruby applications.,,Ruby,Independent Developer,https://github.com/doesterr/netflix_roulette
69,Reelgood Netflix Roulette REST API,"Entertainment, Movies, TV",08.02.2017,https://www.programmableweb.com/sdk/netflix-roulette-nodejs-sdk-enzo-toshio," The Netflix Roulette Node.js SDK by Enzo Toshio allows developers to integrate the Netflix Roulette API into their Node.js applications. This SDK requires Node v5.10.1, npm, and Mongo.",,Node.js,Independent Developer,https://github.com/enzotoshio/netflixSearch
70,Reelgood Netflix Roulette REST API,"Entertainment, Movies, TV",08.02.2017,https://www.programmableweb.com/sdk/netflix-roulette-python-sdk-elijah-wilson," The Netflix Roulette Python SDK by Elijah Wilson allows developers to integrate the Netflix Roulette API into their Python applications. This SDK requires Python 2.6, 2.7, 3.3, and 3.4.",,Python,Independent Developer,https://github.com/tizz98/netflix_roulette
71,Oracle NetSuite RPC API,"Enterprise, Customer Relationship Management",08.02.2017,https://www.programmableweb.com/sdk/netsuite-elixir-sdk-david-laprade, The NetSuite Elixir SDK by David Laprade allows developers to integrate the NetSuite API into their Elixir projects and applications.,,Elixir,Independent Developer,https://github.com/davidlaprade/netsuite_elixir
72,Oracle NetSuite RPC API,"Enterprise, Customer Relationship Management",08.02.2017,https://www.programmableweb.com/sdk/netsuite-javascript-sdk-field-nation, The NetSuite JavaScript SDK by Field Nation allows developers to integrate the NetSuite API into their JavaScript applications and code.,,JavaScript,Field Nation,https://github.com/fieldnation/netsuite-api
73,Oracle NetSuite RPC API,"Enterprise, Customer Relationship Management",08.02.2017,https://www.programmableweb.com/sdk/netsuite-python-sdk-ryan-morrissey," The NetSuite Python SDK by Ryan Morrissey allows developers to integrate the NetSuite API into their Python applications. This SDK requires Python 2.5+, but 2.7.3 is recommended.",,Python,Independent Developer,https://github.com/23maverick23/oaxmlapi
74,Oracle NetSuite RPC API,"Enterprise, Customer Relationship Management",08.02.2017,https://www.programmableweb.com/sdk/netsuite-javascript-sdk-acumen-brands, The NetSuite JavaScript SDK by Acumen Brands allows developers to integrate the NetSuite API into their JavaScript applications. This SDK uses Node and Jasmine to provide a testing environment.,,JavaScript,Acumen Solutions,https://github.com/acumenbrands/rest_suite
