,Description,Category,Submitted,Meta_Url,Related APIs,Categories,URL,Company,App Type
38,"A travel homepage with content, community and services for people during their trip. Uses the Eventful and Kayak APIs",Events,01.10.2008,https://www.programmableweb.com/mashup/triptouch,"Eventful, Kayak","Events, Travel, Photos",http://www.triptouch.com,,
39,Slideshow widget for Flickr photos built using imageLoop API.,Widgets,01.10.2008,https://www.programmableweb.com/mashup/flickr-slideshow,"Flickr, imageLoop","Widgets, Photos",http://www.imageloop.com/de/imageloopr.htm,,
40,Make an imageLoop slideshow on Facebook and show it to friends in your profile.,Photos,01.10.2008,https://www.programmableweb.com/mashup/facebook-widget-slideshow,"Facebook, imageLoop","Photos, Social",http://www.facebook.com/tos.php?api_key=686491426b2db748f215dd6a3f320fef&next=http%3A//gadgetlabs.eu/testapp/&v=1.0&canvas,,
41,"Upload and embed slideshows into your space, blog, or to Skype.",Photos,01.10.2008,https://www.programmableweb.com/mashup/photohosting,imageLoop,"Photos, Media, Storage",http://www.imageloop.com/en/index.htm,,
42,"Covert a PDF into a slideshow. Then integrate with blogs, widgets or elsewhere.",PDF,01.10.2008,https://www.programmableweb.com/mashup/pdf-slideshow,imageLoop,"PDF, Widgets",http://www.imageloop.com/de/pdf.htm,,
43,Tool for integrating PowerPoint presentations into a widget for slideshows.,Widgets,01.10.2008,https://www.programmableweb.com/mashup/powerpoint-slideshow,imageLoop,"Widgets, Photos, Office",http://www.imageloop.com/de/presentation.htm,,
44,Create and show slideshows using the ImageLoop API.,Widgets,01.10.2008,https://www.programmableweb.com/mashup/imageloop-slideshow,imageLoop,Widgets,http://www.imageloop.com/de/slideshow/36e1272b-831c-1b6d-87df-0015c5fcf7da/deprecatedlooop.htm,,
45,Uses the imageLoop API to display PowerPoint slides as a slideshow.,Office,01.10.2008,https://www.programmableweb.com/mashup/officeloop,imageLoop,Office,http://www.imageloop.com/de/styleoffice.htm,,
46,Slideshows from your desktop photos.,Photos,01.10.2008,https://www.programmableweb.com/mashup/windows-xp-and-vista-slideshows,imageLoop,Photos,http://www.imageloop.com/de/index.htm,,
47,Friends as slideshows on your MySpace profile.,Photos,01.10.2008,https://www.programmableweb.com/mashup/myspace-friendshow,"imageLoop, MySpace","Photos, Social, Widgets",http://www.imageloop.com/de/setuplooop.htm,,
48,A professional tool to present your images in photo-communities. Uses the imageLoop API.,Photos,01.10.2008,https://www.programmableweb.com/mashup/labloop,imageLoop,"Photos, Social, Widgets",http://www.imageloop.com/de/stylelab.htm,,
49,Create your own slideshow and let it run on your Vista Sidebar. Upload your photos at Imageloop and fetch your permalink.,Photos,01.10.2008,https://www.programmableweb.com/mashup/windows-vista-slideshow-gadget,imageLoop,"Photos, Widgets, Applications",http://gallery.live.com/liveItemDetail.aspx?li=a77b02ea-1a2b-4ccf-8849-a3e5c19798dd&l=1,,
50,"Search the prices on 43,000 hotels worldwide. Filter hotels to suit your needs and then make reservations.",Mapping,01.10.2008,https://www.programmableweb.com/mashup/hotelplease,Google Maps,"Mapping, Travel",http://hosting.gmodules.com/ig/gadgets/file/115672014424507984901/SearchGadget_prod.xml,,
51,AOLMail lets you check on your new AOL mails from within Facebook.,Social,01.10.2008,https://www.programmableweb.com/mashup/aolmail-facebook,"Facebook, AOL Open Auth, AOL Open Mail","Social, Email",http://apps.facebook.com/aol-mail/,,
52,Slideshow for your Netvibes site. Built using the imageLoop API.,Widgets,01.10.2008,https://www.programmableweb.com/mashup/netvibes-slideshow-0,"Netvibes, imageLoop","Widgets, Photos",http://eco.netvibes.com/search?q=imageloop,,
53,Slideshow viewer for your Google Desktop Sidebar.,Photos,01.10.2008,https://www.programmableweb.com/mashup/google-desktop-slideshow,imageLoop,"Photos, Widgets",http://www.google.de/ig/directory?hl=de&url=desktop.google.com/gow/gadgets/GoogleDesktopSlideshowGadget.xml,,
54,Create your own slideshows and let them run on your iGoogle Homepage. Multiple styles and effects available.,Widgets,01.10.2008,https://www.programmableweb.com/mashup/igoogle-slideshow-gadget,"Google Gadgets, imageLoop","Widgets, Photos",http://www.google.de/ig/directory?q=imagelooop&hl=de&root=/ig&dpos=top&url=imageloop.googlepages.com/igoogle-slideshow-en.xml,,
55,AOL Mail Widget for Netvibes lets you check your mail on Netvibes.,Email,01.09.2008,https://www.programmableweb.com/mashup/aol-mail-netvibes,"Netvibes, AOL Open Auth, AOL Open Mail","Email, Widgets",http://eco.netvibes.com/widgets/229732/aol-mail-widget,,
56,"Find, share, and follow the best places to shop, eat, and drink. Use it to ask for recommendations, recommend the places you love or hate, and follow people, places, and topics to track the best local places.",Recommendations,01.09.2008,https://www.programmableweb.com/mashup/docoloco,"Blogger, Google Maps, Plaxo, Facebook, Twitter, Google Chart","Recommendations, Localization, Mapping, Search",http://www.docoloco.com/,,
57,"Find out what your home is worth using this home valuation tool. Produced using APIs from Zillow, Trulia, HomeGain, eppraisal, and OnBoard to provide home valuations and comparable sales.",Real Estate,01.09.2008,https://www.programmableweb.com/mashup/home-valuations,"Zillow, Trulia",Real Estate,http://www.homesandland.com/HomeValuations.cfm,,
58,Shop for a variety of gifts. Uses the Amazon eCommerce API.,eCommerce,01.09.2008,https://www.programmableweb.com/mashup/ultimate-gift,Amazon Product Advertising,eCommerce,http://www.ultimate-gift.tk,,
59,Add photos search from Flickr photos in your website and display them.,Photos,01.09.2008,https://www.programmableweb.com/mashup/myflickr,Flickr,Photos,http://www.scriptsmashup.com/myflickr.php,,
60,"Add video search to your website and display them. Search Youtube, Google video, Metacafe, Revver, Mefeedia, and Blip.tv.",Video,01.09.2008,https://www.programmableweb.com/mashup/mytube,"YouTube, Revver","Video, Search",http://www.scriptsmashup.com/mytube.php,,
61,Travel blog service with photo sharing and mapping services.,Blogging,01.08.2008,https://www.programmableweb.com/mashup/blogabond-world-map,"Google Maps, Lat49","Blogging, Mapping, Photos, Travel",http://blogabond.com/WorldBrowser.aspx,,
62,Find the lowest gas prices near you. Includes BioDiesel and E85 stations.,Mapping,01.08.2008,https://www.programmableweb.com/mashup/gas-price-map-biodiesel,"MapQuest, Lat49","Mapping, Auto, Sustainability",http://gasprices.mapquest.com/,,
63,Sophisticated golf course finder. Search by location and other criteria. Detailed map and data display.,Sports,01.08.2008,https://www.programmableweb.com/mashup/oobgolf,"MapQuest, Lat49","Sports, Mapping, Sports",http://oobgolf.com/courses/finder/,,
64,"This mashup displays and animates in real-time the location of french high speed trains, TGV up to 320km/h, departing from and arriving to Paris.",Mapping,01.08.2008,https://www.programmableweb.com/mashup/where-are-trains,"Google Maps, Dapper","Mapping, French, Real Time, Transportation, Transportation, Transportation",http://wherearetrains.gmapify.fr,,
65,"Coast Rack searches for artists tracks and their videos from sources including Last.fm, MusicBrainz, and YouTube.",Celebrities,01.07.2008,https://www.programmableweb.com/mashup/coast-rack,"YouTube, Last.fm, MusicBrainz","Celebrities, Video, Music",http://seeds.fool.jp,,
66,Lets people reprint public domain books from Internet Archive and Google Books.,Printing,01.07.2008,https://www.programmableweb.com/mashup/public-domain-reprints,"Internet Archive, Amazon EC2, Lulu Publishing","Printing, Books",http://www.publicdomainreprints.org/,,
67,"Price Comparison from many sources including Amazon, Ebay, Half, Commission Junction, Shopzilla, Nextag, MSN, Sortprice, Google Blogs, and Google.",Comparisons,01.07.2008,https://www.programmableweb.com/mashup/saveonatoz.com,"Amazon Product Advertising, eBay, Microsoft Bing, Google AdSense, Google Base, Commission Junction, Shopzilla","Comparisons, eCommerce, Auctions, Prices, Search",http://saveonatoz.com,,
68,"Compare and track the readership of popular blogs, competitors, etc. Ties together three Google services: a Google Gadget that shows FeedBurner traffic statistics using sparklines generated by the Google Chart API.",Widgets,01.05.2008,https://www.programmableweb.com/mashup/feedsparks-0,"FeedBurner, Google Gadgets, Google Chart","Widgets, Charts, Visualizations, Blogging, Analytics, Visualizations",http://leancode.com/feedsparks/,,
69,"22books is dedicated to the creating, sharing, and viewing of book lists. Create your free book list and see the unique user experience when you add books to your list.",Lists,01.05.2008,https://www.programmableweb.com/mashup/22books,Amazon Product Advertising,"Lists, Books, Social, eCommerce",http://www.22books.com,,
70,"Journey of Barack Obama from his birth place in Honolulu, Hawaii, to possibly the White House.",Government,01.05.2008,https://www.programmableweb.com/mashup/life-barack-obama-maps,Google Maps,"Government, Government, Government, Mapping",http://www.mibazaar.com/barackobama.html,,
71,Directory that provides a wide variety of do-it-yourself tips and tutorials.,Widgets,01.04.2008,https://www.programmableweb.com/mashup/howtodothings.com,"Netvibes, Google Custom Search","Widgets, Guides",http://www.howtodothings.com,,
72,Application and map for business card sharing.,Mapping,01.04.2008,https://www.programmableweb.com/mashup/mymapcards,Google Maps,"Mapping, Business",http://www.mymapcards.com,,
73,"You.travel features a cool interactive full-screen map along with travel guides to over 16,000 destinations, traveler reviews, and over 10,000 photos.",Travel,01.03.2008,https://www.programmableweb.com/mashup/you.travel-interactive-travel-guide,Google Maps,"Travel, Mapping, Hotels, Air Travel, Mapping",http://iguide.travel/,,
74,"Swiss Police crime news directly on the maps.
Polizei Nachrichten Mashup mit Darstellung auf einer Google Karte.",Mapping,01.03.2008,https://www.programmableweb.com/mashup/polizei-nachrichten-mashup-schweiz,Google Maps,"Mapping, Crime, Police, News Services",http://polizei-mashup.marc-i.net,,
75,"A phone browser to view virtual objects and information around your location. Google Maps mashup portion is at metosphere.com, and the Google Android portion is located at metosphere.com/android-app.html.",Messaging,01.02.2008,https://www.programmableweb.com/mashup/metosphere,Google Maps,"Messaging, Mapping, Mobile",http://metosphere.com/,,
76,"Ranks one-hit wonders, taking music listening stats from Last.fm.",Music,01.02.2008,https://www.programmableweb.com/mashup/one-hit-wonders,Last.fm,Music,http://onehitwonders.xurdeonrails.com/,,
77,"German movie portal. Uses APIs from YouTube, Google Maps and Amazon.",Movies,01.02.2008,https://www.programmableweb.com/mashup/cinefreaks,"Amazon Product Advertising, Google Maps, YouTube","Movies, Video, Mapping, eCommerce",http://www.cinefreaks.com,,
78,"Soccer National league tables in a map, plus soccer news. You can search based on teams and leagues.",European,01.02.2008,https://www.programmableweb.com/mashup/soccer-map,Google Maps,"European, Sports, Mapping, Sports",http://www.soccermap.net,,
79,"Designer dining room furniture site. Uses the Shopping.com API. Also, includes modern and contemporary Italian dining room furniture and dining decor.",eCommerce,01.02.2008,https://www.programmableweb.com/mashup/spacify-furniture,Shopping.com,eCommerce,http://www.spacify.com/dining-room-furniture.htm,,
80,Music Portal a.k.a indotag.com is a portal of music blog posts and provides a concise snapshot of the latest in music blogging.,Music,01.02.2008,https://www.programmableweb.com/mashup/indotag-music-portal,YouTube,"Music, Video, Blogging",http://indotag.com,,
81,"Amanda Enterprise is a certified, tested, and supported version of the popular Amanda open source backup and recovery tool. Amanda can now use Amazon S3 to backup, archive and retrieve any amount of data, at any time, from anywhere on the Internet.",Storage,01.01.2008,https://www.programmableweb.com/mashup/amanda-open-source-backup,Amazon S3,"Storage, Backup, Enterprise",http://www.zmanda.com/backup-Amazon-S3.html,,
82,See which stocks are the top gainers and losers real time from Google Finance. Built using the 411Sync API. View this information on your WAP capable phone by using the keyword topmovers.,Financial,12.31.2007,https://www.programmableweb.com/mashup/top-market-movers-phone,411Sync,"Financial, Reference, Mobile",http://www.411sync.com/cgi-bin/search?query=cliptopmovers,,
83,"View the Las Vegas strip map on the go on your WAP capable phone by using the keyword vegasmap. View the hotels, streets, directions and even maps of the downtown.",Mobile,12.31.2007,https://www.programmableweb.com/mashup/mobile-las-vegas-strip-map,411Sync,"Mobile, Mapping, Travel",http://www.411sync.com/cgi-bin/search?query=clipvegasmap,,
84,"Ajaxonomy's Digg Bury Recorder records the buries that a given Digg story receives including the reason for the bury, the number of diggs a story has at the time of the bury, the time and date of the bury and the number buries.",News Services,12.30.2007,https://www.programmableweb.com/mashup/digg-bury-recorder,"Digg, Google Chart","News Services, Bookmarks, Charts, Social",http://www.ajaxonomy.com/buryrecorder/,,
85,"This is a Mozilla Firefox extension for interacting with Amazon EC2. The utility lets you launch Amazon Machine Instances and then find, control, replicate and shutdown running instances.",Hosting,12.30.2007,https://www.programmableweb.com/mashup/elasticfox-firefox-plugin-amazon-ec2,Amazon EC2,Hosting,http://developer.amazonwebservices.com/connect/entry.jspa?externalID=609,,
86,The FlickrSpy is back. Check out the new 2008 FlickrSpy and watch whats uploaded right now at flickr.,Photos,12.30.2007,https://www.programmableweb.com/mashup/flickrspy-flickr-peepshow,Flickr,"Photos, Humor",http://leumund.ch/fpss/,,
87,"Uses mapbuilder to show the antenna locations of radio stations carrying the Alabama Crimson Tide sports events, with links to coverage areas, station websites, and more.",Sports,12.29.2007,https://www.programmableweb.com/mashup/crimson-tide-radio,Google Maps,"Sports, Mapping",http://www.tidefans.com/index.php?page=ctsn,,
88,View the latest on the 2008 US elections 2008 by SMS and WAP. Via 411sync API. Use the keyword elections2008.,Government,12.29.2007,https://www.programmableweb.com/mashup/presidential-election-news-phone,411Sync,"Government, Government, Messaging, Mobile",http://www.411sync.com/cgi-bin/search?query=clipelections2008,,
89,"Get the latest NHL scores and schedule from Yahoo Sports on your mobile phone using SMS, WAP and Email. Use the 411sync service and keyword yahoonhl.",Mobile,12.29.2007,https://www.programmableweb.com/mashup/nhl-scores-and-schedules-phone,411Sync,"Mobile, Sports, Sports, Messaging, Messaging",http://www.411sync.com/cgi-bin/search?query=clipyahoonhl,,
90,"This mashup provides you with top local news around a location. This location is by default your current one based on your IP address but you can also change it by entering an administrative area including city, county or an IP adress.",News Services,12.28.2007,https://www.programmableweb.com/mashup/local-news,"Google Maps, hostip.info, GeoNames","News Services, Mapping, Localization",http://localnews.gmapify.fr,,
91,"App that lets you create and share individual world maps, KML-files and Google Mapplets.",Mapping,12.28.2007,https://www.programmableweb.com/mashup/glotter-maps,"Google Maps, YouTube","Mapping, Mapping, Video",http://www.glotter.com/,,
92,"Offers a wide array of workspaces, such as practice spaces, offices, studios, single-user work stations, conference rooms, and so on that can be rented or offered for days, weeks or for permanent use. In German.",Mapping,12.28.2007,https://www.programmableweb.com/mashup/marketplace-workspaces,"Google Maps, Weblogs","Mapping, Real Estate, Enterprise, German",http://www.raumdirekt.com,,
93,"Example application and source code showing how to use the Nintendo Wii to control 3D Virtual Earth maps. Take the Virtual Earth control out of the web browser, use it in a WinForms application, and control it with a Nintendo Wii Remote.",Application Development,12.27.2007,https://www.programmableweb.com/mashup/wii-earth,Microsoft Bing Maps,"Application Development, Mapping, Games",http://www.viawindowslive.com/Articles/VirtualEarth/WiiEarthWiimoteInterfaceforVirtualEarth.aspx,,
94,Search an item at 20 eBay country sites with one dynamic search interface.,eCommerce,12.27.2007,https://www.programmableweb.com/mashup/ebay-multi-country-search,eBay,"eCommerce, Auctions",http://shopibel.com/shopitools/ebay-multi-country-search,,
95,Listing of eBay auctions of TV series that are available on DVD.,eCommerce,12.27.2007,https://www.programmableweb.com/mashup/dvdbull,eBay,"eCommerce, Search, Auctions, TV",http://dvdbull.com,,
96,Be creative and draw a greeting for somebody you care for.,Social,12.27.2007,https://www.programmableweb.com/mashup/draw-greetings,Zazzle,"Social, eCommerce",http://www.drawgreetings.com/,,
97,"USPS, UPS, and FedEx package mapping Internet tool. Also offers RSS subscription to individual package progress and average speed between each point on a package's path.",Mapping,12.27.2007,https://www.programmableweb.com/mashup/packmapr,"FedEx, Google Maps, UPS Shipping, USPS Track/Confirm Fields","Mapping, Feeds, Shipping",http://packmapr.com,,
98,Preview the new links at dzone.com using this Google gadget. Dynamically add or remove tabs for the tag of your interest from the tag cloud.,Widgets,12.26.2007,https://www.programmableweb.com/mashup/dzone-preview,"Google Desktop, Google Gadgets","Widgets, Application Development, Bookmarks",http://www.google.com/ig/directory?url=www.therandomhomepage.com/google/gadgets/DZonePreview/module.xml,,
99,Find and track live music near you. Track your favorite bands.,Music,12.26.2007,https://www.programmableweb.com/mashup/gruvr-0,"Google Maps, Gruvr","Music, Widgets, Mapping, Feeds",http://gruvr.com,,
100,The College Football Road Game Maps show how much each NCAA Division 1 Team has traveled since 1998. The data can be viewed either by team or conference.,Mapping,12.25.2007,https://www.programmableweb.com/mashup/mapgameday-travels,Google Maps,"Mapping, Education, Sports",http://www.mapgameday.com/travels/,,
101,"Watch videos from YouTube, AOL, Yahoo, Metacafe; view Flickr images, search for music from Pandora, and play games. Use the Hide Me feature to quickly hide the site if you are at work.",Video,12.25.2007,https://www.programmableweb.com/mashup/netvibez,"Flickr, YouTube, Yahoo Video Search, Facebook, AOL Video","Video, Photos, Games, Social",http://www.netvibez.com,,
102,"Maps of homes for sale in the Dallas, Fort Worth Texas area.",Mapping,12.25.2007,https://www.programmableweb.com/mashup/texas-homes-sale,Google Maps,"Mapping, Real Estate",http://www.dfwnewhomemall.com/index.php4,,
103,A real estate site for the Greek market.,Mapping,12.23.2007,https://www.programmableweb.com/mashup/greekestate,Google Maps,"Mapping, Greek, Real Estate",http://www.greekestate.gr,,
104,"Meta search engine. Find web sites, photos, news and videos. Uses Flickr, Yahoo Image Search, Yahoo Search, Yahoo Video Search and YouTube.",News Services,12.23.2007,https://www.programmableweb.com/mashup/find,"Flickr, Yahoo Search, YouTube, Yahoo Video Search, Yahoo Image Search","News Services, Video, Photos, Search",http://www.sedoparking.com/find.ma,,
105,Quarkshop uses the QuarkRank API to find products based on your requirements not just based on product specifications.,eCommerce,12.23.2007,https://www.programmableweb.com/mashup/quarkshop,"Amazon Product Advertising, Yahoo Shopping, Shopping.com, CNET, QuarkRank",eCommerce,http://www.quarkshop.com,,
106,Maps of hotels in the top 50 US cities for quick hotel reservations,Hotels,12.22.2007,https://www.programmableweb.com/mashup/urban-hotel-reservations,Google Maps,"Hotels, Travel, Mapping",http://www.urbanhotelreservations.com,,
107,"Search for an artist and view videos, photos, and a discography for the artist.",Music,12.21.2007,https://www.programmableweb.com/mashup/musicmash,YouTube,"Music, Video, Photos",http://www.musicmash.org/,,
108,Golf course and syndicated golf news. Integrated Google Calendar lets you see upcoming events.,Sports,12.21.2007,https://www.programmableweb.com/mashup/usgolfers,"Google Maps, Google Calendar, Google AdSense","Sports, Sports, Mapping",http://www.USGolfers.com,,
