,Description,Category,Submitted,Meta_Url,Related APIs,Categories,URL,Company,App Type
13,Bubbles featuring the most popular art and design events in Tokyo. Built using the ArtBeat API.,Art,10.23.2008,https://www.programmableweb.com/mashup/tokyo-bubble-machine,ArtBeat,"Art, Design, Events, Visualizations",http://www.tokyoartbeat.com/bubbles,,
14,"MeetWays lets you find a point of interest between two given addresses. For example, to meet a friend for lunch you can enter his and your addresses, type of restaurant and get the exact halfway point and a list of nearby restaurants.",Mapping,10.23.2008,https://www.programmableweb.com/mashup/meetways,Google Maps,"Mapping, Social, Humor, Tools",http://www.meetways.com/,,
15,"A 3D slideshow and photo gallery widget for your Flickr and Smugmug photos. Also available in Facebook, iGoogle, and WordPress plugins",3D,10.23.2008,https://www.programmableweb.com/mashup/fotoviewr,"Flickr, Smugmug, Google Gadgets, Facebook","3D, Widgets, Photos",http://www.fotoviewr.com,,
16,"Social Interest is a system for connecting families with a range of publicly funded health and human service programs in California. Communities can use it to screen people for programs such as Medi-Cal, Healthy Families, local health insurance programs.",Government,10.22.2008,https://www.programmableweb.com/mashup/social-interest,"Google Maps, USPS Track/Confirm Fields","Government, Healthcare, Postal, Mapping, Insurance",https://www.socialinterest.org/home.aspx,,
17,A database of quotations categorized by author and subject. Many of the author pages also include videos from YouTube.,,10.22.2008,https://www.programmableweb.com/mashup/quotation-collection,YouTube,,http://www.quotationcollection.com,,
18,This mashup takes your top 50 artists and plays random music videos by those artists. It can go full screen and you can play your lastFM friends favorite artists too.,Music,10.21.2008,https://www.programmableweb.com/mashup/your-own-music-television,"YouTube, Last.fm","Music, Video",http://playmymusicvideos.com/,,
19,Map mashup of Brazilian Jiu Jitsu schools in the United states.,Sports,10.21.2008,https://www.programmableweb.com/mashup/trainjiujitsu.com,Yahoo Maps,"Sports, Brazilian, Education",http://www.trainjiujitsu.com/bjj/,,
20,Get the latest Stock Quotes on Google Maps.,Mapping,10.19.2008,https://www.programmableweb.com/mashup/google-finance-google-maps,Google Maps,"Mapping, Financial, Stocks",http://www.mibazaar.com/googlefinance/index.php?ticker=google,,
21,Shopping essentials for home and the outdoors. Based on the shopping.com API.,eCommerce,10.19.2008,https://www.programmableweb.com/mashup/ecotrunk,Shopping.com,eCommerce,http://www.ecotrunk.com,,
22,The visual trace route tool displays the path Internet packets traverse to reach a specified destination on a Google Map. The estimated geophysical location of each hop is identified using the MaxMind GeoIP database.,Mapping,10.19.2008,https://www.programmableweb.com/mashup/visual-trace-route-tool,Google Maps,"Mapping, Tools",http://www.yougetsignal.com/tools/visual-tracert/,,
23,"A Manhattan real estate buyers guide from broker Elika Associates, with interactive neighborhood map.",New York City,10.19.2008,https://www.programmableweb.com/mashup/manhattan-real-estate-guide,Google Maps,"New York City, Mapping, Real Estate",http://www.elikaassociates.com/nyc-neighborhood-guide,,
24,Uses PHP and xslt to transform RSS feeds from Flickr into thumbnailed HTML pages. See demo and download code to run it on your own site.,Bookmarks,10.17.2008,https://www.programmableweb.com/mashup/snapcasa-and-delicious-mashup,"Flickr, del.icio.us","Bookmarks, Application Development, Blogging, Feeds",http://pappmaskin.no/2008/10/playing-with-snapcasa-screenshots-and-delicious/,,
25,Gwannon.com is a natural species search engine where you can search about 2.000.000 species. Use data.gbif.org and ubio.org APIs.,Search,10.16.2008,https://www.programmableweb.com/mashup/gwannon.com,"DBpedia, Google Chart, Google Analytics Managment, Natureserve species, uBio Namebank, ARKive","Search, Nature, Database, Animals",http://www.gwannon.com,,
26,"My Run Finder mashup lets you to plot, measure and save your running routes. Plot and measure your running routes, save locations and share them.",Sports,10.16.2008,https://www.programmableweb.com/mashup/my-run-finder,Google Maps,"Sports, Sports, Mapping",http://www.myrunfinder.com/,,
27,"If you solve a lot of jigsaw puzzles: no problem, just search for a topic and convert the images from Google and Flickr into jigsaw puzzles in less than 10 seconds or your money guaranteed. Just kidding, it is a free service. Unlimited jigsaws.",Photos,10.15.2008,https://www.programmableweb.com/mashup/jigsaw-break,"Flickr, Google Search","Photos, Games, Games, Games",http://www.jigsawbreak.com/,,
28,A sample PHP application using the New York Times Campaign Finance API and the Google Chart API. Shows a campaign finance data for a specific U.S. ZIP code.,Charts,10.15.2008,https://www.programmableweb.com/mashup/new-york-times-campaign-finance-chart,"Google Chart, New York Times Campaign Finance","Charts, News Services, Government, Financial, Application Development",http://developer.nytimes.com/app_fec,,
29,"JJGames.com sells used video games, accessories, controller or gaming consoles. They sell high quality pre-owned video games ranging from low cost to highly expensive branded games. Uses the GamesRadar API.",Games,10.15.2008,https://www.programmableweb.com/mashup/jj-games,GamesRadar,"Games, eCommerce",http://www.jjgames.com/,,
30,Celebrity mashup that uses the MTV Content API for music artists and videos.,Music,10.14.2008,https://www.programmableweb.com/mashup/popstar.com,MTV,"Music, Video, Celebrities, Events",http://www.popstar.com/,,
31,"An online video management service to publish, manage and deliver online video.",Video,10.13.2008,https://www.programmableweb.com/mashup/marcellus,"Amazon A9 OpenSearch, Amazon S3, Facebook, Amazon EC2, Twitter, Bebo, Disqus","Video, Messaging, Social",http://www.marcellus.tv,,
32,"Moomazon lets you create business cards for a book, using details from Amazon.com.",Photos,10.12.2008,https://www.programmableweb.com/mashup/moomazon,"Amazon Product Advertising, MOO","Photos, Books, eCommerce",http://moomazon.appspot.com/,,
33,"Ten Word Moo Card takes the best rated reviews from The Ten Word Review, a site where you can review anything you like as long as you do it in exactly ten words, and creates Moo cards from them. Winner of the Moo API contest 2008.",Photos,10.12.2008,https://www.programmableweb.com/mashup/ten-word-moo-card,MOO,"Photos, Games",http://thecodetrain.co.uk/2008/10/ten-word-moo-card/,,
34,Web mapping based application to watch most viewed videos on YouTube filtered by countries and time.,Video,10.12.2008,https://www.programmableweb.com/mashup/geo-best-youtube,"Google Maps, YouTube","Video, Mapping",http://geobestofyoutube.gmapify.fr/,,
35,Find the appraised value of Orange County property using this interactive tool. View parcels and lots in detail.,Mapping,10.10.2008,https://www.programmableweb.com/mashup/orange-county-property-appraiser,ESRI ArcGIS JavaScript,"Mapping, Real Estate, Government",http://paarcgis.ocpafl.org/Webmap3/default.aspx,,
36,"Solar Boston program, a two-year, $550,000 initiative to increase the amount of solar energy in the city from one-half megawatt today to twenty-five megawatts by 2015. Interactive Flash-based map showing the projects.",Mapping,10.10.2008,https://www.programmableweb.com/mashup/solar-boston,ESRI ArcGIS JavaScript,"Mapping, Solar, Environment, Government",http://gis.cityofboston.gov/SolarBoston/,,
37,Mashes the contents of all real state agencies in Denmark and shows the user statistics on the housing market in Denmark. Shows all properties on Google Maps.,Nordic,10.07.2008,https://www.programmableweb.com/mashup/boliga-denmark,Google Maps,"Nordic, Mapping, Real Estate",http://www.boliga.dk,,
38,Find out the cost per game for the major league baseball teams. This widget converts a Swivel dataset into a widget through calculations and conversions.,Widgets,10.07.2008,https://www.programmableweb.com/mashup/mlb-cost-game,Swivel,"Widgets, Sports, Sports",http://www.youcalc.com/pubapps/1219419071292/?cswid=48f5a432f205028d,,
39,Simulate NFL passer ratings for your favorite quarterback. See how could he have achieved a better rating. The widget uses live data from dapper.net.,Sports,10.07.2008,https://www.programmableweb.com/mashup/nfl-quarterback-passer-rating-simulator,Dapper,"Sports, Sports, Widgets",http://www.youcalc.com/pubapps/1219053713714/?cswid=48eb1262b6064907,,
40,"Widget displays character distribution through classes, races, factions and genders for specified character name. Data is live from both EU and US World of Warcraft armory databases. US database www.wowarmory.com, EU database www.eu.wowarmory.com",Widgets,10.07.2008,https://www.programmableweb.com/mashup/world-warcraft-armory-charts,,"Widgets, Games, Games, Games",http://www.youcalc.com/pubapps/1220688650784/?cswid=48f85ff68b55b9ac,,
41,"This widget displays 10 most popular artists of Last.fm user. Data can be shown for all time, 1 year, 6 months, 3 months and 1 week.",Audio,10.07.2008,https://www.programmableweb.com/mashup/top-10-last.fm-artists,Last.fm,"Audio, Music, Music, Widgets",http://www.youcalc.com/pubapps/1220872920441/?cswid=48f85bf97c8d9008,,
42,See if your SUV is environmental friendly. Data is from Swivel. Displays all 2007 SUV models and their gas economy. A funny discovery: An SUV with smaller engine is not necessarily a more environmental friendly vehicle.,Environment,10.07.2008,https://www.programmableweb.com/mashup/suv-pollution,Swivel,"Environment, Environment, Auto, Widgets, Charts",http://www.youcalc.com/pubapps/1217583034988/?cswid=48f8510b96c32e87,,
43,"See local area information for major us cities.
See the age distribution in my city, the price per square foot, and other data. Find out by looking at this widget displaying data from Zillow.com.",Demographics,10.07.2008,https://www.programmableweb.com/mashup/local-area-info-zillow-widget,Zillow,"Demographics, Real Estate, Widgets",http://www.youcalc.com/pubapps/1219054402359/?cswid=48f84cf34663f184,,
44,"Interactive pie chart that allows you to select and compare two countries energy production by energy source: fossil, nuclear, hydro or renewable.
Data is from Carma.org.",Charts,10.07.2008,https://www.programmableweb.com/mashup/energy-country-comparisons-fuel-production,Carma,"Charts, Widgets, Environment, Energy",http://www.youcalc.com/pubapps/1219079286399/?cswid=48a57f1bb7669f9d,,
45,"Find interactive data graphs for top countries leading in energy production from renewable, hydro, nuclear and fossil energy sources. Data is from carma.org.",Environment,10.07.2008,https://www.programmableweb.com/mashup/renewable-and-nuclear-energy-widget,Carma,"Environment, Energy, Widgets, Sustainability",http://www.youcalc.com/pubapps/1219132701745/?cswid=48a5795891c951b0,,
46,A widget that compares states on crime rates for different types of crimes. Data is from fbi.gov.,Widgets,10.07.2008,https://www.programmableweb.com/mashup/us-crime-statistics,,"Widgets, Crime, Statistics, Drugs, Adult",http://www.youcalc.com/pubapps/1217510821845/?cswid=48f5e4c9092faeaa,,
47,An interactive widget that tracks your current eBay auctions. Data is from eBay. See both your sales forecast for Active Sales as well as the number of items up for auction. Useful widget for eBay Power Sellers.,Auctions,10.07.2008,https://www.programmableweb.com/mashup/my-ebay-active-sales-monitor,eBay,"Auctions, Analytics, Widgets, Charts, eCommerce",http://www.youcalc.com/pubapps/1218724763465/?cswid=48a44b768a564766,,
48,This widget compares and visualizes two stocks over a timeperiod. The stocks and the timeperiod can be changed. The widget uses data from Google Finance.,Financial,10.07.2008,https://www.programmableweb.com/mashup/historical-stock-price-comparison-widget,Google Finance Portfolio,"Financial, Widgets, Stocks",http://www.youcalc.com/pubapps/1219861656613/?cswid=48b44aad7f8c2a94,,
49,Simple chart displaying one year of historic stock data. This is a chart based on the default CSV import from Google Finance. You can add start and end date to the URL to get more data.,Charts,10.07.2008,https://www.programmableweb.com/mashup/google-finance-historical-data,Google Finance Portfolio,"Charts, Widgets, Stocks, Financial",http://www.youcalc.com/pubapps/1217582007950/?cswid=48f8459555c1c395,,
50,A mashup that shows movie times at theaters in your area.,Movies,10.06.2008,https://www.programmableweb.com/mashup/movie-showtimes-map,Google Maps,"Movies, TV, Mapping",http://hurwi.net/map/,,
51,"Interactive visualization of campaign contributions to US federal politicians. See how the finance, insurance and real estate industries spend the most. Built with the Google Motion Chart tool and data fro OpenSecrets.",Government,10.06.2008,https://www.programmableweb.com/mashup/us-campaign-contributions-industry,OpenSecrets,"Government, Financial, Government, Visualizations",http://media.sunlightfoundation.com/viz/sector_contributions.html,,
52,"Mashup for students that combines course reviews, discount textbooks, and preparation materials for interviews. Integrates APIs from Amazon, eBay and Google Chart.",Education,10.04.2008,https://www.programmableweb.com/mashup/gpabook.com,"Amazon Product Advertising, eBay, Google Chart","Education, Charts, eCommerce, Education",http://www.gpabook.com,,
53,MyGlobalLounge is a social mapping community to meet loungers in your vicinity and worldwide. Uses a map where you can look at several live-webcams and at the profiles of the loungers.,Webcams,10.04.2008,https://www.programmableweb.com/mashup/mygloballounge,Google Maps,"Webcams, Mapping, Social",http://www.mygloballounge.net,,
54,"Music video playlists, playing popular pop, rock, hiphop, and dance, with newest music video releases. 26+ hours of uninterrupted and continuously playing music videos. Use it for parties. Integrated YouTube videos.",Music,10.03.2008,https://www.programmableweb.com/mashup/playcharts,YouTube,"Music, Video, Music",http://www.playcharts.com/,,
55,This interactive graphical widget compares BetBrain odds to game results to find the most predictable team for each season.,Widgets,10.03.2008,https://www.programmableweb.com/mashup/best-bet-european-soccer,,"Widgets, Sports, Gambling, Sports, Sports",http://www.youcalc.com/pubapps/1219082751122/?cswid=48a56e84407abee0,,
56,"Find out which candidate is most actively discussing subjects that interest you. This widget tells you how many news stories on yahoo contain a candidate name and your search phrase for the past 7 days.
The widget uses the Yahoo BOSS API.",Government,10.03.2008,https://www.programmableweb.com/mashup/news-stories-presidential-candidate,Yahoo BOSS,"Government, Search, News Services, USA",http://www.youcalc.com/pubapps/1222263966280/?cswid=48dbee66df8acf69,,
57,MoreCowbell.dj analyzes audio files and applies a cowbell based on beats and sections of the music.,Music,10.01.2008,https://www.programmableweb.com/mashup/morecowbell.dj,Spotify Echo Nest,Music,http://www.morecowbell.dj/,,
58,Recom.me connects the Twitter interface with The Echo Nest Recommend API to yield quick and easy music artist recommendations.,Social,10.01.2008,https://www.programmableweb.com/mashup/recom.me,"Twitter, Spotify Echo Nest","Social, Messaging, Music, Blogging",http://twitter.com/recomme,,
59,"Travel information with interactive map, photos, travel videos and custom search engine. Create a virtual journey of exploring the world.",Mapping,09.30.2008,https://www.programmableweb.com/mashup/flexijourney-travel,"Google Maps, YouTube, Panoramio, Google Custom Search","Mapping, Photos, Travel, Search, Video",http://www.flexijourney.com/,,
60,Dutch-Belgian Google widget: Bioscoopagenda voor bioscopen en filmhuizen in Nederland en Vlaanderen. Inclusief Top 10 en Premieres.,Movies,09.29.2008,https://www.programmableweb.com/mashup/bioscoopagenda-igoogle-gadget,Google Gadgets,"Movies, Events",http://bioscoopagenda.dope-e.nl/,,
61,"TuneChimp lets you discover the best music from any artist: Listen to top tracks, learn more about them through videos, photos, bios, news, and lyrics. This mashup uses APIs including Yahoo Boss, Last.fm and Flickr.",Music,09.29.2008,https://www.programmableweb.com/mashup/tunechimp,"Flickr, Last.fm, Yahoo BOSS","Music, Photos, Video, Celebrities, Search",http://www.tunechimp.com/,,
62,eBay Auction Watch lets you track your My eBay watching and bidding as price and high bidder update automatically. Watch seconds tick down and get sound alerts when outbid or before auctions close. Supports 20 international eBay sites and currencies.,Auctions,09.28.2008,https://www.programmableweb.com/mashup/ebay-auction-watch-igoogle,"eBay, Google Gadgets","Auctions, eCommerce, Widgets",http://www.google.com/ig/directory?url=www.auctionwatchgd.com/ig/ebay-auction-watch.xml,,
63,"LastGraph is a mashup that builds on last.fm API, does some number crunching, data squeezing and polarity inversion, and produces graphs for the users music history.",Charts,09.28.2008,https://www.programmableweb.com/mashup/lastgraph,Last.fm,"Charts, Visualizations, Music",http://lastgraph3.aeracode.org/,,
64,"All books on Microsoft Silverlight and related .NET technologies - rated and reviewed. All books by publishers: MsPress, Manning, Wrox, Apress, OReilly etc. New and Future Releases, Best-selling books, available for purchase.",Books,09.25.2008,https://www.programmableweb.com/mashup/silverlight-books,"Amazon Product Advertising, Google Base, Google Book Search Book Viewability","Books, eCommerce",http://www.silverlightbooks.net,,
65,"5th Bar community that collects information about mobile phones, cell phone carriers, and accessories from members and sources all over the world.",Telephony,09.24.2008,https://www.programmableweb.com/mashup/5th-bar,"Amazon Product Advertising, eBay, YouTube, CNET","Telephony, Mobile, Comparisons, eCommerce",http://www.5thbar.com,,
66,"ProperPint sorts through the many pubs and nightclubs in Dublin and the rest of Ireland. To further assist in your search, they offer several features, such as our Dublin Pub Map, as well as detailed reviews for each establishment.",Bars,09.22.2008,https://www.programmableweb.com/mashup/properpint,Google Maps,"Bars, Mapping",http://www.properpint.com,,
67,"glancemap helps you find or add you missed connection on the map, those people you randomly saw but never had the chance to talk to.",Mapping,09.22.2008,https://www.programmableweb.com/mashup/glancemap,Google Maps,"Mapping, Social, Dating",http://www.glancemap.com,,
68,"Which candidate has the strongest campaign financing? This widget calculates and compares the funds raised, spent, debt and funds remaining for Barack Obama and John McCain. Live data feed from maplight.org.",Campaigns,09.22.2008,https://www.programmableweb.com/mashup/presidential-election-campaign-finance-widget,MapLight,"Campaigns, Government, Government, Funding, Government",http://www.youcalc.com/apps/1218803169545/,,
69,"Travel site that searches and compares travel fares and travel deals from over 100 sites. It also provides shopping interface to shop more than 20,000 travel products. Uses eCommerce APIs from Amazon and Commission Junction. Formerly called Etravelpal.",Hotels,09.21.2008,https://www.programmableweb.com/mashup/tripbuster.co.uk,"Amazon Product Advertising, Google Maps, Commission Junction, Amazon SimpleDB","Hotels, Air Travel, Auto, Travel, Transportation, Rentals",http://www.tripbuster.co.uk/?utm_source=etravelpal&utm_medium=website,,
70,"VoxPix lets you build a slide show with voice narration. Take pictures directly from your favorite photo hosting site then add voice through your phone. Uses APIs from Flickr, Photobucket, MySpace, Bebo and Facebook",Photos,09.19.2008,https://www.programmableweb.com/mashup/voxpix,"Flickr, Facebook, Bebo, MySpace, MyVox, Photobucket","Photos, Voice, Telephony, Social",http://voxpix.myvox.com,,
71,"TravelSkoot is an itinerary planning tool. It allows travelers and locals to put together lists of destinations to create personalized itineraries called Skoots, and share them with their friends.",Social,09.18.2008,https://www.programmableweb.com/mashup/travelskoot,Google Maps,"Social, Mapping, Travel",http://www.TravelSkoot.com,,
72,"Get simple information on any website: owner, location, daily visitors, IP neighbors and other stuff that your mom can understand.",Analytics,09.18.2008,https://www.programmableweb.com/mashup/abouthisite,"Google Maps, Alexa Web Information Service","Analytics, Domains, Mapping",http://www.abouthisite.com,,
73,Get the latest New Zealand lotto numbers on your mobile.,Gambling,09.17.2008,https://www.programmableweb.com/mashup/nz-lotto-results,YouTXT,"Gambling, Mobile, Messaging",http://lotto.nzpages.co.nz/txtresults.html,,
74,"Check any national or international flights via your mobile. Send in a flights tail number i.e. NZ1 to YouTXTs 8808 shortcode and check for a flights real-time arrival, departure and delay information.",Travel,09.17.2008,https://www.programmableweb.com/mashup/flightcheck-anywhere-flight-information,YouTXT,"Travel, Messaging, Air Travel, Air Travel, Messaging",http://FlightCHECK.co.nz,,
75,Community action meets environment meets mash up. An environmental group started by a 16 year old allows kids in New York to form teams to adopt buildings and report on how many light bulbs they are able to convert.,Environment,09.17.2008,https://www.programmableweb.com/mashup/relight-new-york,Microsoft Bing Maps,"Environment, Mapping, Energy, New York City",http://www.relightny.com,,
76,"iBlipper is an iPhone app for visually flashing a message up to 30 feet by rapid serial visual presentation, 1 word at a time. Twitter.iblipper allows you to easily blip your tweets.",Messaging,09.16.2008,https://www.programmableweb.com/mashup/blip-your-tweets,Twitter,"Messaging, Social, Blogging",http://twitter.iblipper.com,,
77,"Over 8,600 colleges and universities in the US plotted on a Google map with street views and additional school information.",Education,09.15.2008,https://www.programmableweb.com/mashup/college-and-university-search-state,"Google Maps, YouTube, Google AdSense","Education, Social, Education, Education, Search, Mapping",http://www.mymajors.com/collegeoutlook/,,
78,"Uses the Google Search API by offering instant date refinements as well as categorical type searches by Blogs, Forums, Videos, and Stores.
Also offers a ""quick print"" version o",Mapping,09.15.2008,https://www.programmableweb.com/mashup/spific-search,"Google Maps, Google Custom Search","Mapping, Search",http://www.Spific.com,,
79,"Ever wanted to see all your Google Contacts on a map? With the ""Google Contacts Map"" you can easily do so.",Weather,09.15.2008,https://www.programmableweb.com/mashup/google-contacts-map,"Google Maps, Google Web Authentication, Google Contacts","Weather, Mapping, Contacts",http://www.floriangilles.com/software/googlecontactsmap/,,
80,"This is a free set of tools built upon the Google Base API, which will give users everything from a valuable insight into competitors listings and prices to stats, like pageviews, impressions and clicks, on their own items listed on Google Base.",eCommerce,09.14.2008,https://www.programmableweb.com/mashup/google-base-tools,"Google Base, Google Chart","eCommerce, Comparisons, Charts",http://tools.tomthedeveloper.com/,,
81,Interactive game based on Google Maps API. Try to guess the correct country below the flag.,Mapping,09.12.2008,https://www.programmableweb.com/mashup/guess-flag,Google Maps,"Mapping, Games, Mapping",http://www.guesstheflag.com,,
82,Search source code on Google Code containing the word poetry. Vivid layered presentation and visualization via Flash movie.,Application Development,09.11.2008,https://www.programmableweb.com/mashup/codepoetry,"Google Search, Google Code Search","Application Development, Visualizations, Search, Art",http://www.artisopensource.net/codepoetry/,,
83,New year's greetings using the Flickr API.,Holidays,09.11.2008,https://www.programmableweb.com/mashup/parametric-year,Flickr,"Holidays, Photos",http://www.artisopensource.net/py/PY.html,,
84,Online tool to create non linear narratives. Integrates the YouTube API.,Video,09.11.2008,https://www.programmableweb.com/mashup/mashinema,YouTube,"Video, Tools, Music",http://www.artisopensource.net/mashinema/,,
85,Doctor.com helps people find local doctors who accept their health insurance. Uses customized Google Maps to display search results and use Geo-Targeting to detect visitors locations so search results they initially see are relevant.,Mapping,09.09.2008,https://www.programmableweb.com/mashup/doctor.com-doctor-search,"Google Maps, Yahoo Ads","Mapping, Medical, Medicine",http://www.Doctor.com,,
86,A personalized information portal from Mauritius Island which integrates Flickr and del.icio.us.,Bookmarks,09.09.2008,https://www.programmableweb.com/mashup/nouzil.com,"Flickr, del.icio.us","Bookmarks, Photos",http://nouzil.com,,
87,Get hurricane and tropical storm updates as RSS feeds. Uses NOAA data and Yahoo search for storm-specific news. Built with Yahoo Pipes.,Application Development,09.09.2008,https://www.programmableweb.com/mashup/tropical-storm-update,"Yahoo Maps, Yahoo Search","Application Development, Weather, Nature, Weather, Weather, Weather",http://pipes.yahoo.com/pipes/pipe.info?_id=bIzJJSp43RGBMstrBR50VA,,
88,"This is a set of real estate tools for buyers, sellers and real estate agents. All tools integrate maps with relevant information: schools nearby, city information, street views, and other details.",Home Automation,09.08.2008,https://www.programmableweb.com/mashup/real-estate-tools,"Google Maps, Yahoo Maps, Panoramio","Home Automation, Mapping, Real Estate, Tools, Reference",http://www.blueonerealty.com/buy_a_home/search_properties/homesforsaleflorida.html,,
89,"Bluemapia is the new boating web and mobile social network where people can share videos, pictures and comments about the places they have visited with a boat.",Mapping,09.08.2008,https://www.programmableweb.com/mashup/bluemapia,Google Maps,"Mapping, Boating, Travel, Sports",http://www.bluemapia.com,,
90,"Search and watch free Bangla music video songs, Bangla Natoks, Bangladesh models, actors, actresses, Bangladesh movies, Bengali drama serials, Bangladesh news, TV shows, sports and more.",Music,09.04.2008,https://www.programmableweb.com/mashup/bdveo,YouTube,"Music, Video",http://www.bdveo.com/,,
91,Must See India is a free trip planning and travel sharing website. It provides photos and maps of tourist destinations in India by integrating with flickr and google maps. One can also share travel experiences by importing their existing travel blogs.,Indian,09.02.2008,https://www.programmableweb.com/mashup/must-see-india,"Flickr, Google Maps, WeatherBug","Indian, Travel, Planning, Photos, Mapping",http://www.mustseeindia.com,,
92,Google Maps Mashup of Twitter Searches which contain keyword from Google Hot Trends.,Mapping,09.02.2008,https://www.programmableweb.com/mashup/google-hot-trends-twitter-google-maps,"Google Maps, Twitter, Twittervision","Mapping, Blogging, SEO",http://www.mibazaar.com/gtwitter.html,,
93,"Data from: electoral-vote.com
Based on presidential election polls, the widget sums electoral votes and groups them into strong states, weak states, etc., to illustrate how much each candidate relies on weak states votes. Data from electoral-vote.com.",Government,09.02.2008,https://www.programmableweb.com/mashup/us-election-polls-votes-strength-states,,"Government, Government, Voting, Polls, Government",http://www.youcalc.com/apps/1221747067033,,
94,Typographic news explorer using a doodled line as an interface.,Visualizations,09.01.2008,https://www.programmableweb.com/mashup/doodlebuzz,Daylife,"Visualizations, News Services",http://www.doodlebuzz.com/,,
95,Share what are you doing now in Japan. Use the map to add a new comment or respond to someone else's comment.,Social,08.29.2008,https://www.programmableweb.com/mashup/what-are-you-doing-japan,Google Maps,"Social, Mapping, Japanese",http://wdyd.net,,
96,Top terms often appear on Google Trends before the story people are searching for gets indexed. Googling these terms often leads to stale news. TTNT attempts to explain breaking news by gathering relevant information from Twitter.,Search,08.28.2008,https://www.programmableweb.com/mashup/twitter-top-news-trends,"Google Search, Yahoo Term Extraction, Amazon S3, Twitter, Google Custom Search","Search, News Services",http://topnewstrends.com,,
97,"Sure China and USA fought to win the most medals, but find out who really won the medal race. This widget compares medals won to population and GDP to create the real Olympic country rank. Built with the Swivel API.",Sports,08.27.2008,https://www.programmableweb.com/mashup/real-olympic-medal-count,Swivel,Sports,http://www.youcalc.com/apps/1219403616554,,
