,Description,Category,Submitted,Meta_Url,Related APIs,Categories,URL,Company,App Type
11,"Expressi answers the question ""which"". Which item is the most emotionally and personally relevant for me. Give it a try searching through Amazon products. See how your mood changes recommendations. Set your friends personality and see what might be relevant for them too.",Recommendations,12.01.2011,https://www.programmableweb.com/mashup/expressi,"Amazon Product Advertising, Facebook, Facebook Graph","Recommendations, Social",http://apps.facebook.com/expressi,,
12,Weekly Top Bollywood Songs based on Youtube view count,Lists,11.29.2011,https://www.programmableweb.com/mashup/pulse-bollywood,YouTube,"Lists, Music, Video",http://www.pulseofbollywood.com/TopSongs.aspx,,
13,"Browse through trees of the world, categorized by country. When you click a tree link, photos are retrieved from Flickr and displayed.",Nature,11.28.2011,https://www.programmableweb.com/mashup/trees-world,"Flickr, Wikipedia","Nature, Education, Photos",http://www.rapidmonkey.com/treesoftheworld/index.do,,
14,"FindHorsesForSale.net lets horse shoppers find horses around the wold. Users can view pictures, price, location, breed info, nearby stables, estimated payments, estimated shipping costs, and estimated yearly food costs.",eCommerce,11.28.2011,https://www.programmableweb.com/mashup/findhorsesforsale.net,"Google Maps, Oodle, CityGrid, uShip","eCommerce, Animals, eCommerce",http://www.findhorsesforsale.net/,,
15,"Taaza.com is one of the leading job search engine sites in India which aggregates jobs from all leading job sites in the country. Taaza is a multi-dimensional Indian portal that has various sections like jobs, travel guide, personal finance, online classifieds and news. Taaza also owns a US focused job aggregating site - usjobs.com",Search,11.28.2011,https://www.programmableweb.com/mashup/taaza,Zomato Foodie Index,"Search, Jobs, Indian",http://www.taaza.com/,,
16,View job listings by state and zip code,Jobs,11.25.2011,https://www.programmableweb.com/mashup/employshark,CareerBuilder,"Jobs, Jobs, Search",http://www.employshark.com,,
17,"A quick and easy way to find movies, watch trailers and share with friends!",Movies,11.24.2011,https://www.programmableweb.com/mashup/moviegram,"YouTube, Rotten Tomatoes, Trailer Addict","Movies, Search, Social",http://moviegr.am,,
18,"VOZIQ provides social media analytics solutions delivering insights into what customers and prospects discuss on social media sites. VOZIQ helps you stay focused on measurable results with a closed loop approach that includes tools to benchmark how you compare against your competitors, identify areas of opportunity, develop action plans, and track your success, all in one platform.
Try our instant social media search and build a dashboard in seconds to see for yourself how easy it is to listen to online conversations and develop insights with VOZIQ platform at http://www.voziq.com",Social,11.24.2011,https://www.programmableweb.com/mashup/voziq-actionable-social-media-analytics,"Facebook, Twitter","Social, Media, Analytics, Monitoring, Dashboards",http://www.voziq.com,,
19,"Calculates slope angle and aspect from USGS and Google elevation api's. This information is used by backcountry skiers, split boarders, and snow mobile riders for avalanche safety.",Sports,11.21.2011,https://www.programmableweb.com/mashup/slopescience,"USGS Elevation Query Service, Google Maps Elevation","Sports, Safety",http://www.slopescience.com,,
20,"Lost your phone? Canâ€™t use it at work? TXT by E is the easiest way to make your connection via SMS! Send from this website, or send using the TXT by Email feature.",Messaging,11.21.2011,https://www.programmableweb.com/mashup/txt-e,Twilio,"Messaging, Text, Email",http://txtbye.com,,
21,"Create your very own QR Codes using the QR Maker. This App provides a really simple way to generate QR-Codes from URLs, Text Messages, Phone Numbers or Text. QR codes may be used to display text to the user, to open a URL, or to compose text messages. To use with other browsers, just open http://qrmkr.com directly.",QR Codes,11.21.2011,https://www.programmableweb.com/mashup/qr-maker,"Zazzle, Google Chart","QR Codes, Application Development, Barcodes, Scanning, Tools",http://qrmkr.com,,
22,"Created to help solve the 'late night' and traveler problems, this service helps you find a cab in whatever situation you're in. Just dial the number and you're instantly in touch with every cab company in the city!",Localization,11.21.2011,https://www.programmableweb.com/mashup/cab-dialer,"Yahoo Local Search, Yelp Fusion, Twilio, Google Maps Places","Localization, Transportation, Transportation",http://cabdialer.com,,
23,Populate your jplayer playlist with a bandcamp artist discography.,Music,11.21.2011,https://www.programmableweb.com/mashup/jplayer-bandcamp,Bandcamp,"Music, Music",http://peter1island.com/technicalStuff/web/jplayer-for-bandcamp.php,,
24,Twitter search results displayed and updated in a mosaic of pictures,Visualizations,11.21.2011,https://www.programmableweb.com/mashup/twitter-mosaic,Twitter,"Visualizations, Search",http://err0r500.shadylane.fr,,
25,Mashup to retrieve all messages from a specific inbox,Email,11.20.2011,https://www.programmableweb.com/mashup/spamon-disposable-emails,SpamOn,"Email, Email",http://www.spamon.com/,,
26,"Reptiles, lizards and snakes for sale. Classified ads for all kinds of reptiles and amphibians",Animals,11.18.2011,https://www.programmableweb.com/mashup/reptiles-now,"Google Maps, YouTube, Google AdSense, Oodle","Animals, Pets, Animals, Advertising, eCommerce",http://www.reptilesnow.com,,
27,"CensusViewer shows all census information from the 2000 and 2010 census inside of Bing Maps. The data can be colored by race, ethnicity, age, county, city, etc. CensusViewer allows you to filter by any attribute and generate heat maps. The data can be downloaded in easy spreadsheets per census block, zip code, city, county or any other distict.",Demographics,11.18.2011,https://www.programmableweb.com/mashup/moonshadow-mobile-inc.,"Bing Maps, Moonshadow Mobile","Demographics, Demographics, Mapping",http://www.censusviewer.com/,,
28,"Vizlingo is a new platform that animates each word of a text messages or social media posts with a user-generated video clip. Vizlingo messages are shared across social networks and on mobile devices, merging two prolific trends: social messaging and video sharing. Users can submit their own clips, see what clips their friends use, and select favorites from an ever-growing database of more than 30,000 clips from over 40 countries.",Social,11.18.2011,https://www.programmableweb.com/mashup/vizlingo,"YouTube, Facebook, Twitter","Social, Video, Tools, Messaging",http://www.vizlingo.com,,
29,"Jobs Tractor searches twitter for developer jobs, ignoring recruiters and jobs boards. Tweets are displayed based on your location",Jobs,11.18.2011,https://www.programmableweb.com/mashup/jobs-tractor,Twitter,"Jobs, Search, Mapping",http://www.jobstractor.com,,
30,"Skychalk is an experiment in location-based communication - a new way for you to engage with people around you. The concept is simple - you can post any message to any location, and anyone can read it. It's like digital graffiti.",Social,11.16.2011,https://www.programmableweb.com/mashup/skychalk,"Google Maps, Google Maps Data, Google Fusion Tables, Google Geocoding","Social, Mapping, Localization, Messaging",http://www.skychalk.com,,
31,"Oakland Software offers an Eclipse based EDI mapping and translation product called ODT. One of ODT's unique features is ESB based runtime translation. EDInow is Oakland's ECGridOS network management integration, creating a best in class product for creating managing EDI maps, running the live translations, ESB management of the data sources at runtime, and now, EDI network management.",Enterprise,11.16.2011,https://www.programmableweb.com/mashup/oakland-software,ECGridOS EDI,Enterprise,http://www.oaklandsoftware.com/edinow,,
32,"OnTheWay is a free tool for travelers to create quick and easy personalized road trips. Itâ€™s always been a struggle for folks to find out the great stuff thatâ€™s on the way when going on a road trip, so people end up missing that tasty roadside diner or the Worldâ€™s Largest Frying Pan â€” whoâ€™d want to miss that?!?",Mapping,11.15.2011,https://www.programmableweb.com/mashup/ontheway,"Google Maps, Foursquare","Mapping, Travel, Travel",http://www.onthewayapp.com,,
33,Auto4Sq let's you schedule your most frequent foursquare check-ins to be performed automatically. Simply schedule your regular foursquare check-ins and Auto4Sq will automatically check you in each day.,Mobile,11.14.2011,https://www.programmableweb.com/mashup/auto4sq,Foursquare,"Mobile, Social, Mapping",http://www.auto4sq.com,,
34,Uses the Twitter API to download and analyze US Polticians' twitter data. Uses jQuery libraries to create on-demand word clouds for parties and politicians.,Government,11.14.2011,https://www.programmableweb.com/mashup/politickerusa,Twitter,"Government, Government",http://PolitickerUSA.com,,
35,"PathCrosser is a conversation starter, matchmaker and resource guide. More importantly, it's a fun way to see where you and your friends have crossed paths. You can even discover new places to try by looking at the spots your friends have been.",Social,11.13.2011,https://www.programmableweb.com/mashup/pathcrosser,"Foursquare, Bump","Social, Mobile, Localization",http://pathcrosser.com/,,
36,"Access your personal phone book from any phone with a simple phone call or from a computer. A lost, stolen, uncharged or damaged cell phone doesn't mean you've lost access to your contacts. As a Bevoz member you have backup access from any phone worldwide. Simply dial the Bevoz access number and use your personalized secure PIN to access your account contacts.",Telephony,11.11.2011,https://www.programmableweb.com/mashup/bevoz,Twilio,"Telephony, Voice, Mobile, Contacts",http://www.bevoz.com/,,
37,A two-way phone greeting system for individuals to send text or audio messages using GreetGenie wish credits. Based on the Twilio API.,Humor,11.11.2011,https://www.programmableweb.com/mashup/greetgenie,Twilio,"Humor, Voice, Telephony",http://www.greetgenie.com/,,
38,"Most information available on the internet is not directly consumable by software systems. Information is locked away behind the presentation layer markup or javascript callbacks. Workplace.com provides Targeted Portfolio Analysis, Recorded Document Search, Servicing Research Tasks and other web scraping methods.",Voice,11.11.2011,https://www.programmableweb.com/mashup/workplace.com,Twilio,"Voice, Search, Enterprise, Analytics",http://www.workplace.com/,,
39,Easy WordPress based system that allows you to manage SMS campaigns for yourself or on behalf of your clients. You can also allow clients to send their own messages via the accompanying SMS Butler plugin.,Messaging,11.11.2011,https://www.programmableweb.com/mashup/smslord,"Twilio, Twilio SMS, WordPress.com","Messaging, Marketing, Widgets, Messaging",http://www.smslord.com/,,
40,"Waitlist management built using Twilio and Twilio SMS APIs. Schedule notifications, predefined messages and auto responses. Data analytics galore.",Messaging,11.11.2011,https://www.programmableweb.com/mashup/consumercue,"Twilio, Twilio SMS","Messaging, Telephony, Scheduling, Analytics",http://www.consumercue.com,,
41,This app lets you find local restaurant freebie offerings and BXGX (Buy Something Get Something) Free promotions in your area.,Localization,11.10.2011,https://www.programmableweb.com/mashup/poorsquare,Foursquare,"Localization, Discounts, Marketing, Restaurants",http://poorsquare.us/,,
42,"The app lets you create an illustrated version of your Foursquare neighborhood, building a visual game on top of FourSquareâ€™s existing technology.",Social,11.10.2011,https://www.programmableweb.com/mashup/wander-mapper,Foursquare,"Social, Mapping, Games",http://www.wandermapper.com/,,
43,"A Website that you can view the most discussed topics on twitter(trends), searching by location through Google Maps.",Social,11.10.2011,https://www.programmableweb.com/mashup/twitter-trends,"Google Maps, Twitter","Social, Mapping, Mapping",http://twttrends.appspot.com,,
44,"A simple web mapping application for Union County, North Carolina. Built using the Union County NC GIS and powered by the Union County GeoData API.",Search,11.09.2011,https://www.programmableweb.com/mashup/union-county-community-mapper,Union County NC GIS,"Search, Mapping",http://gisapps.co.union.nc.us/community-mapper,,
45,"SportShadow gives you check-in info for sports events.
You can see who was at the game, read trends for different sports, even compare teams in the same sport. We follow where fans check-in so you can follow them, too. Come back often for fresh data and trends!",Sports,11.07.2011,https://www.programmableweb.com/mashup/sportshadow,Foursquare,"Sports, Social, Events",http://sportshadow.com/,,
46,"Buzztap provides the latest buzz for the players on your Yahoo! Fantasy Sports teams from over 6000 sources. This includes updates from top fantasy sports sites, popular blogs and discussion boards, twitter, and mainstream news oganizations.",Sports,11.07.2011,https://www.programmableweb.com/mashup/buzztap,"Twitter, Yahoo Fantasy Sports","Sports, Fantasy Sports, News Services",http://buzztap.com/mybuzz,,
47,"With Pickemfirst you can easily manage multiple teams from anywhere on the web.
Pickemfirst instantly tells you which player is available in which league and provides you with shortcuts to your favorite fantasy websites.",Sports,11.07.2011,https://www.programmableweb.com/mashup/pickemfirst,Yahoo Fantasy Sports,"Sports, Fantasy Sports",http://app.pickemfirst.com/,,
48,"Right click on the map to get/set the flood water level at the location.
""Development of the Flood Map application is a try to help fight against the natural disaster like flood and there by a try to save as many lives as possible.""",Mapping,11.07.2011,https://www.programmableweb.com/mashup/flood-map-water-level-elevation-map,Google Maps,"Mapping, Weather, Safety",http://www.floodmap.net/,,
49,"Details Accident &amp; Emergency Depts, Minor Injury Units &amp; Walk-In Centres throughout Great Britain. Provides Addresses, Contact Nos &amp; Opening Times details",Healthcare,11.07.2011,https://www.programmableweb.com/mashup/livemap-uk-medical-emergency,Google Maps,"Healthcare, England, Medical, Emergency",http://www.livemapuk.co.uk/great-britain/medical-emergency.html,,
50,"With Amazon SNS and Nexmo you can reach users in the US and in more than 200 other countries around the world.
Using Nexmo SDK you can easily subscribe your mobile users to a given topic and they will be automatically notified via SMS when you publish messages.",Messaging,11.05.2011,https://www.programmableweb.com/mashup/amazon-sns-and-nexmo-sms,Vonage Nexmo SMS,"Messaging, Mobile, Messaging",http://www.nexmo.com/documentation/libs/index.html#sns,,
51,Headline stories and gossip on soccer teams in the four English football leagues.,Sports,11.05.2011,https://www.programmableweb.com/mashup/football-feed,"Google Maps, Twitter","Sports, News Services, Entertainment, Sports, News Services",http://www.football-feed.co.uk,,
52,"SuittsMe is a social shopping service, that allows users to share and discuss clothes, they want to buy in future.",Social,11.04.2011,https://www.programmableweb.com/mashup/suittsme,"Facebook, Twitter","Social, eCommerce, Clothing",http://suitts.me,,
53,"This application uses Google Maps to provide you with a way to set a lot of markers of all the places you need to stop at, then it will tell you which places to stop by in which order.",Mapping,11.03.2011,https://www.programmableweb.com/mashup/google-maps-route-planner,Google Maps,"Mapping, Mapping, Mapping",http://www.localsearchmaps.com/routeplanner/?drive=1,,
54,This mashup takes Library of Congress Subject Headings from the open access books scanned by the Biodiversity Heritage Library and geocodes locations and displays results using Google Maps API.,Mapping,11.03.2011,https://www.programmableweb.com/mashup/map-books-bhl,"Google Maps, Biodiversity Heritage Library","Mapping, Books, Books",http://www.biodiversitylibrary.org/browse/map,,
55,"A Twitter service that will automatically add anyone who follows you to a list. The list is automatically updated daily, so that it always reflects the people that are listening to you right now. Engage with the people following your tweets without crowding up your timeline.",Social,11.03.2011,https://www.programmableweb.com/mashup/myfollowerlist,Twitter,"Social, Social",http://myfollowerlist.com,,
56,"This site pulls profile pictures from current Twitter activity
You're seeing one-pixel line representations of the images scroll down the screen
Future iterations will do more, better.
The goal is to pull images from the internet as they're uploaded, shrink them down to 1x1 pixel, and fill the screen... all live.",Photos,11.03.2011,https://www.programmableweb.com/mashup/fluxels,Twitter,Photos,http://fluxels.com/,,
57,"SpeedUpper.com performs page speed tests to a webpage and gives score number. Speedupper checks the resources of a web page like javascript, css, image resources and suggests several optimization tips to load page faster.",Reference,11.03.2011,https://www.programmableweb.com/mashup/speed-upper,"Google Chart, Google Fonts, Google Page Speed Online",Reference,http://www.speedupper.com/,,
58,"Get stops, routes and next bus and train times for the San Francisco Bay Area, Portland, Los Angeles Metro, Boston, Chicago, Washington, Honolulu and Toronto and more than 100 other cities. For Android and Nokia/Symbian devices",Mobile,11.02.2011,https://www.programmableweb.com/mashup/transicast-apps,"TriMet, BART, Chicago Transit Authority, CTA Bus Tracker, Metro Realtime, TransiCast","Mobile, Transportation, Scheduling",http://www.transicast.com/,,
59,Taxipedia.co is the encyclopedia of taxis in Colombia where you can rate the service of taxi drivers nationwide. Site is in Spanish.,Search,11.02.2011,https://www.programmableweb.com/mashup/taxipedia.co,"Google Search, Facebook, Twitter","Search, Social, Reference",http://www.taxipedia.co/web/,,
60,Lawyers.com App for iPhone lets you find and contact attorneys when you are on the go. The App uses Martindale-Hubbell APIs to perform Search and retrieve profile information of Lawyers and Law firms.,Law,11.01.2011,https://www.programmableweb.com/mashup/lawyers.com-app-iphone,Martindale-Hubbell,"Law, Search, Mobile, Telephony",http://press-room.lawyers.com/Lawyerscom-App-for-the-iPhone.html,,
61,See me on Facebook,Telephony,10.31.2011,https://www.programmableweb.com/mashup/facebook,Flickr,"Telephony, Social, Photos, Mobile, News Services",http://www.facebook.com,,
62,Crimelit guides you into the world of Stieg Larsson and others crimelit writers.,Mapping,10.30.2011,https://www.programmableweb.com/mashup/crimelit,"Flickr, Google Maps, Panoramio","Mapping, Books, Books",http://crimelit.com,,
63,Pronunciations Android app based on Forvo API,Voice,10.29.2011,https://www.programmableweb.com/mashup/how-to-say-0,Forvo,"Voice, Telephony, Language",https://market.android.com/details?id=ru.o2genum.howtosay,,
64,"Media Street Apps, a publisher of local websites, uses the API from Yelp to show reviews on all local business pages. Kingsroad.co.uk is Media Streetâ€™s case study and flagship site local site.",Localization,10.29.2011,https://www.programmableweb.com/mashup/media-street-apps,Yelp Fusion,"Localization, Localization",http://kingsroad.co.uk/bigeasy,,
65,"Fast, simple vacation rental search. Listings from HomeAway, FlipKey, and AirBnB laid out on Google Maps",Rentals,10.28.2011,https://www.programmableweb.com/mashup/rentmix,"Google Maps, Commission Junction, Google App Engine","Rentals, Travel, Travel, Search",http://www.rentmix.com,,
66,"JR Sports Brief is an online destination for the latest sports news, sourced from around the web and generated by users.
FanFeedr powers the site's coverage of baseball, basketball, football, soccer, and MMA news.",Sports,10.28.2011,https://www.programmableweb.com/mashup/jr-sports-brief,FanFeedr Sports News,"Sports, Feeds, News Services",http://fanfeedr.appstores.com/apps/jr-sports-brief,,
67,"SB Nation utilizes the FanFeedr API to power email newsletters for fans of NFL teams. Using the FanFeedr Publisher Dashboard, SB Nation editors curate the top weekly stories, and then create newsletters to send to subscribers.",Sports,10.28.2011,https://www.programmableweb.com/mashup/sb-nation-newsletters,FanFeedr Sports News,"Sports, Feeds, Sports",http://fanfeedr.appstores.com/apps/sb-nation-newsletters,,
68,"Bing Search in 2 separate languages. 2lingual Bing Search is a dual-language search tool that performs both a Bing Search and a Cross-language Bing Search. It also provides a query translation option that can be activated or deactivated for Cross-language Bing Searches. The top-ranking Bing Search Results from 2 user-selected search languages are displayed in side-by-side columns. Other features include Search Suggestions, Spelling Corrections, Cached Pages and Related Search Links.",Language,10.28.2011,https://www.programmableweb.com/mashup/2lingual-bing-search,"Microsoft Bing, Microsoft Translator, Bing, Bing Translator","Language, Search, Translation, Language, Language",http://bing.2lingual.com/,,
69,Produced with a time constraint of 5 days. The site is designed to provide reliable and concise information about Acid Reflux. It uses multiple APIs to pull in content about this condition.,Health,10.27.2011,https://www.programmableweb.com/mashup/acid-reflux-information-site,"Amazon Product Advertising, Twitter, NHS, National Library of Medicine DIRLINE",Health,http://www.findoutaboutacidreflux.com,,
70,"Loku is an application that displays local neighborhood maps and lets users explore what is happening nearby. It displays news stories and videos, events and deals.",Social,10.26.2011,https://www.programmableweb.com/mashup/loku,"Google Maps, 8coupons","Social, Events, Search, Localization",http://loku.com/welcome,,
71,"Pinbooks is a search engine and community for books with google maps mash-up, deep integration into facebook, and amazon partner program; users can search books and ""pin"" books according to location, time and/or genre of the story; users can build friendships within the pinbooks community and they can share their actions on pinbooks with their facebook friends",Books,10.26.2011,https://www.programmableweb.com/mashup/pinbooks,"Google Maps, Facebook, Amazon Marketplace Web Service","Books, Mapping, Search, Social",http://www.pinbooks.de,,
72,"CityPockets is a service that aggregates all daily deals and coupons from various deal sites, such as LivingSocial, Yelp, DailyCandy, Groupon, and BuyWithMe. CityPockets also sends email reminders when a voucher is about to expire, and they also offer a marketplace where users can sell vouchers they can't use.",Discounts,10.24.2011,https://www.programmableweb.com/mashup/citypockets-daily-deals,"Yelp Fusion, Groupon, 8coupons","Discounts, Coupons, eCommerce, Localization",http://www.citypockets.com/,,
73,Find local guides to travel with. Guidebnb patterns itself after Airbnb but is used to locate guides.,Travel,10.24.2011,https://www.programmableweb.com/mashup/guidebnb,"Facebook, Expedia, Hoiio SMS, Hoiio Voice","Travel, Social, Search, Guides",http://guidebnb.just2us.com,,
74,"News aggregation site with stock quotes. Uses Google AdWords, Ajax Feeds, Plus and Sidewiki, as well as Facebook, LinkedIn and Twittercounter APIs.",Feeds,10.23.2011,https://www.programmableweb.com/mashup/wiki-news-direct,"Google AdWords , Facebook, LinkedIn, TwitterCounter, Google Sidewiki, Google Plus","Feeds, News Services, Feeds",http://www.WikiNewsdirect.com,,
75,"GoTime syncs with your iPhone calendar and address book and uses your iPhone GPS to determine travel time to upcoming calendar events. GoTime alerts you before you need to leave for appointments and then shows you where to go. Keeps travel time estimates up-to-date based on your current location, even if that location changes throughout the day.",Calendars,10.22.2011,https://www.programmableweb.com/mashup/gotime-iphone,"Google Maps, Google Maps Places, Google Geocoding, Google Distance Matrix","Calendars, Messaging, Mobile, Mapping",http://www.50ply.com/gotime.html,,
76,Visualize people's Klout circles of influence. Data is collected &amp; computed by Klout and the Klout Rest API and displayed in graph.,Visualizations,10.22.2011,https://www.programmableweb.com/mashup/hypertrout,Klout,"Visualizations, Social, Social",http://hypertrout.mandubian.com/,,
77,A Google-Maps/Amazon mash-up for finding books that take place where you're traveling. Browse or search the map and make your next destination come alive!,Mapping,10.19.2011,https://www.programmableweb.com/mashup/novels-location,"Amazon Product Advertising, Google Maps","Mapping, Books, Mapping, Travel",http://novelsonlocation.com/,,
78,"DGMapper employs several scrapers and APIs to provide a filterable, live updating map of all upcoming disc golf tournaments and events. Included are weather forecasts, wind speeds, elevation, and links to nearby disc golf stores, restaurants, hotels, and more.",Events,10.19.2011,https://www.programmableweb.com/mashup/dgmapper-disc-golf-tournament-map-and-calendar,"Google Maps, NOAA National Weather Service (NWS) NDFD SOAP, Google Maps Elevation, Google Geocoding","Events, Sports, Mapping, Weather, Sports",http://dgmapper.com,,
79,"Founded in 2010, WikiOrgCharts is a cloud based Social CRM tool that solves one of the last problems in business focused networking; how companies and government agencies are structured. WikiOrgCharts provides access to anyone looking to learn about and share information about company organizational structures.
At WikiOrgCharts, we believe that transparency helps to grow business. Web 2.0 practices such as information sharing, interoperability and collaboration and becoming business practices. Barriers finding non-proprietary business information can cause companies to lose business.",Reference,10.19.2011,https://www.programmableweb.com/mashup/wikiorgcharts,"indeed, LinkedIn","Reference, Enterprise, Customer Relationship Management, Jobs",http://www.wikiorgcharts.com/,,
80,"Etsy Shop SEO Tool. Analyzes a seller's shop data, together with data from competitors in the same niche.
Performs keyword research and suggests changes to improve the shop's SEO and competitivity.",Tools,10.19.2011,https://www.programmableweb.com/mashup/myshopseo,"Etsy, Wordstream Keyword Tool","Tools, eCommerce, SEO, Keywords, Reference",http://myshopseo.com/,,
81,"Browse Amazon Catalog for Movies, Books, Music, Electronic gadgets and more! By using affiliate account, you can get paid too!",Advertising,10.18.2011,https://www.programmableweb.com/mashup/amazon-mall-using-product-advertising-api,Amazon Product Advertising,"Advertising, eCommerce, eCommerce, Referrals",http://elixiraddons.com/affiliates/aws/index.php,,
82,"You never know who youâ€™ll bump into this Christmas. Gather with your friends and start collecting santas to unlock their unique holiday rap. It gets bigger and better with each santa you collect. Plus, every santa is different, so you never know what youâ€™ll get. Grab â€˜em all and get a yuletide surprise.",Humor,10.18.2011,https://www.programmableweb.com/mashup/bumpin-santa-games,Sears,"Humor, Games",http://itunes.apple.com/us/app/bumpin-santas/id399000979?mt=8,,
83,"This is a drawing tool for polyline, polygon , polygon with holes, rectangle, circle, marker(icon), direction(route, path). This application uses the Google Maps API Version 3 (V3). It has all the features of Google Maps MyMaps and has direct access to the code for the shapes (overlays) you create.",Mapping,10.17.2011,https://www.programmableweb.com/mashup/google-maps-api-v3-tool,"Google Maps, Google Distance Matrix, Agendize Action","Mapping, Tools, Drawing",http://www.birdtheme.org/useful/v3tool.html,,
84,SnapWidget allows you to display your Instagram photos on your website or blog using an easily customizable and embeddable widget.,Widgets,10.14.2011,https://www.programmableweb.com/mashup/snapwidget,Instagram Graph,"Widgets, Photos",http://snapwidget.com,,
85,"A giant, inclusive, user-generated nerd map of nerdy funtime destinations. From sea forts to abandoned nuclear bunkers, dead victorian racecourses, roads that are falling into the ground, narrow gauge railways and more.",Mapping,10.13.2011,https://www.programmableweb.com/mashup/nerdy-day-trips,Google Maps,"Mapping, Social, Visualizations",http://nerdydaytrips.com/,,
86,"Search over 400,000 pets for sale in your area, find nearby vets and kennels.",Mapping,10.11.2011,https://www.programmableweb.com/mashup/pick-your-perfect-pet,"Google Maps, Oodle, AddThis Analytics, CityGrid","Mapping, eCommerce, Search, Pets",http://pickyourperfectpet.com,,
87,Listen to the new Blink-182 album with fans from your neighborhood.,Music,10.11.2011,https://www.programmableweb.com/mashup/blink-182-neighborhoods,"SoundCloud, Heroku, SimpleGeo","Music, Social",http://neighborhoods.blink182.com/,,
88,JGE Automatic Content Generator is a PHP script that will automatically add relevant high quality content to existing web pages. The software performs semantic analysis of the existing page's content to find essential keywords and then pulls content relevant to these keywords from free services. Retrieved articles are then displayed and cached to minimize impact on website's performance.,Semantics,10.11.2011,https://www.programmableweb.com/mashup/jge-automatic-content-generator,"Freebase, Thomson Reuters Open Calais",Semantics,http://www.softwaremastercenter.com/automatic-content-generator.php,,
89,Delivery sign off Android application,Telephony,10.11.2011,https://www.programmableweb.com/mashup/easyslip,DocuSign Enterprise,"Telephony, Electronic Signature",https://github.com/Nyceane/EasySlip,,
90,"DocuSign already gives you the option of voiding an Envelope after you've sent it (like recalling an email), but what if you could void an Envelope while on the go, without internet service?
With access to the DocuSign API and Twilio, we can grab information about Envelopes (and execute actions) from a phone call!",Telephony,10.11.2011,https://www.programmableweb.com/mashup/docusign-and-twilio,"DocuSign Enterprise, Twilio","Telephony, Electronic Signature",http://www.docusign.com/node/2379,,
