,Description,Category,Submitted,Meta_Url,Related APIs,Categories,URL,Company,App Type
54,TextLang is a text message language translation service. Text a phrase and a desired language to translate to. You will receive a call back with the translation.,Reference,01.17.2011,https://www.programmableweb.com/mashup/textlang,"Twilio, Twilio SMS","Reference, Messaging, Telephony, Mobile, Voice",http://textlang.com/,,
55,TextListen is a mobile music service. Just text the artist and name of a song you want to hear. The service will call you back and play the song for you on the speaker.,Mobile,01.17.2011,https://www.programmableweb.com/mashup/textlisten,"Twilio, Twilio SMS","Mobile, Telephony, Humor, Music",http://www.textlisten.com/,,
56,"Time tracking, inventory and resource management from your phone. Time Keeper and Inventory Tracker updates by SMS or web. Barcode generator; scan and text to update. Project Management integration. SMS requires a Twilio account.",Telephony,01.17.2011,https://www.programmableweb.com/mashup/invenbin-0,"Twilio, Twilio SMS","Telephony, Mobile, Messaging",http://invenbin.com/,,
57,"Push notifications service. Privacy controls, real time push feed, SMS and voice alerts.",Mobile,01.17.2011,https://www.programmableweb.com/mashup/push-notify,"Twilio, Twilio SMS","Mobile, Telephony, Messaging",http://pushnotify.com/,,
58,"A Ruby-on-Rails (v2.3.5) application designed to receive any sort of message from any sort of system and send it over SMS (via Twilio), email or instant message. There are facilities to send directly to contacts or groups, to respect time windows, to base delivery on keywords and to ignore messages based on patterns. It will throttle messages globally if they are coming too quickly.",Telephony,01.17.2011,https://www.programmableweb.com/mashup/comhub,"Twilio, Twilio SMS","Telephony, Mobile, Messaging",https://github.com/datacave/ComHub,,
59,Emory law events provides a way for Emory law students to stay informed about events sponsored by the school.,Mobile,01.17.2011,https://www.programmableweb.com/mashup/emory-law-events,"Twilio, Twilio SMS","Mobile, Telephony, Messaging, Social, Events",http://www.emorylawevents.com/,,
60,"TaggedBack.com is a free service where you register and then catalog your belongings. It allows for a simple way to keep track of the things that you own. If you lose an item that you have tagged, the person who finds it will see the tag, prompting them to go to the TaggeBack.com website. Upon entering your tag number, they will be able to notify you immediately via email and text message if you verified your phone number. The person who found your item never sees your email address unless you choose to reply to them.",Mobile,01.17.2011,https://www.programmableweb.com/mashup/taggedback,"Twilio, Twilio SMS","Mobile, Reference",http://www.taggedback.com/,,
61,busAlert.me is a service for all King County (Wa) Metro buses that will alert the user when their bus is getting close to the stop.,Mobile,01.17.2011,https://www.programmableweb.com/mashup/httpbusalert.me,"Twilio, Twilio SMS","Mobile, Messaging, Transportation, Reference, Telephony",http://busAlert.me/,,
62,"Are My Sites Up? White Label offers web development agencies, web hosts and other organizations who sell website related services another source of income by offering a fully brandable white label website monitoring web and iPhone application.",Reference,01.17.2011,https://www.programmableweb.com/mashup/are-my-sites-white-label,"Twilio, Twilio SMS","Reference, Mobile, Messaging",http://amsuwl.com/,,
63,"Yaptap enables communities to communicate however they wish: by text, email, phone, or social media. Group leaders can use either a web or mobile (iPad) application to organize groups, events and communications while members use the tools they want (text or email).",Social,01.17.2011,https://www.programmableweb.com/mashup/yaptap,"Twilio, Twilio SMS","Social, Messaging, Mobile",http://yaptap.com/,,
64,"Designed by a diabetic, Diabetic Alerts.com lets you register to receive automated phone calls to ensure you're not falling victim to low blood sugar. If you are in need of help, DiabeticAlerts.com will immediately phone the people who you've selected as emergency contacts one at a time, until the service can successfully connect with someone who can help you.",Messaging,01.17.2011,https://www.programmableweb.com/mashup/diabetic-alerts,Twilio,"Messaging, Telephony, Mobile",http://www.diabeticalerts.com/,,
65,TextWeight is a simple way to track and see your body weight over time. The service will send you a text message in the morning; reply with your weight. Login to the site anytime to see a graph of your weight.,Messaging,01.17.2011,https://www.programmableweb.com/mashup/textweight,"Twilio, Twilio SMS","Messaging, Mobile, Reference, Health",https://textweight.com/,,
66,hipfone.me allows hearing impaired users to recieve telephone calls from anybody in the world. It asynchronously converts a callers voice into text and sends it to the user's chatbox. The user responds with their keyboard and the message is converted into voice and played for the caller.,Messaging,01.17.2011,https://www.programmableweb.com/mashup/hipfone.me,Twilio,"Messaging, Mobile, Reference, Telephony, Voice",http://hipfone.rootsdev.com/,,
67,"Rolemance makes it easy to spice up your relationship with flirtatious texting. You each control the dialogue, intimacy and outcome with simple A and B choices. Start a rolemance from any phone, anytime you're in the mood.",Messaging,01.17.2011,https://www.programmableweb.com/mashup/rolemance,"Twilio, Twilio SMS","Messaging, Social, Mobile, Telephony, Humor, Dating",http://signup.rolemance.com/,,
68,CallMe allows you to have one phone number ring multiple lines. Service costs $5 a month; a low-cost alternative for small businesses or to replace a home phone line.,Messaging,01.17.2011,https://www.programmableweb.com/mashup/callme,Twilio,"Messaging, Telephony, Mobile, Voice",http://callmehq.com/,,
69,"Venmo makes settling up with friends easy and social. It works with just about any phone or through the web. It's completely free to use with your friends, so you can always skip the ATM when you need to settle up on things like meals, rent, bills, drinks, group trips and bingo.",Telephony,01.16.2011,https://www.programmableweb.com/mashup/venmo,"Twilio, Twilio SMS","Telephony, Messaging, Mobile, Social",https://venmo.com/,,
70,"player4you is a free web-based YouTube player with crossfading, fullscreen mode, instant-search and live-query. You can import playlists from YouTube or save/load your own playlists.",Video,01.16.2011,https://www.programmableweb.com/mashup/player4you,"Google Search, YouTube, Google Analytics Managment, AddThis Menu, Google Fonts","Video, Music, Search, Search",http://www.player4you.com,,
71,"The ChannelAdvisor CRM connector for salesforce.com, the leader in customer relationship management (CRM) and cloud computing, now allows ChannelAdvisor customers the ability to leverage the power of CRM in their online customer service and marketing operations. Also, in partnership with Cloud Conversion, online retailers are able to leverage the multi-channel specific customer service module provided by eCommSource.",Reference,01.16.2011,https://www.programmableweb.com/mashup/channeladvisor-crm-connector,"eBay, Salesforce, ChannelAdvisor",Reference,http://cloudconversion.com/solutions/channeladvisor/,,
72,"CloudGentoï¿½ is the first and only complete, channel platform independent, customer relationship management (CRM) solution available to multi-channel online retailers. Companies can now manage all customer service and support operations from a single source and entirely within Salesforce.com.",Social,01.16.2011,https://www.programmableweb.com/mashup/cloudgento,"Salesforce, Magento SOAP","Social, Reference",http://cloudconversion.com/solutions/cloudgento/,,
73,"The reverse lookup widget made with premium WhitePages API and hosted on Widgetbox. The widget can search and identify various types of numbers (mobile, landline, unlisted, etc.). For each number, the following info is retrieved: approximate issuing location, phone line type and carrier company.",Reference,01.13.2011,https://www.programmableweb.com/mashup/reverse-phone-search-widget,"Widgetbox, WhitePages.com","Reference, Telephony, Widgets, Search",http://www.widgetbox.com/widget/free-reverse-phone-lookup,,
74,Search and listen to songs instantly.,Video,01.12.2011,https://www.programmableweb.com/mashup/fizy.me,YouTube,"Video, Search, Music",http://fizy.me,,
75,"All-in-one communications platform and includes everything you need to create, send, stream and track professional video emails and more. It is an intuitive, easy to use, featured rich web-based video email marketing tool which has been developed by people who understand business.",Social,01.12.2011,https://www.programmableweb.com/mashup/video-customizer,"YouTube, Amazon S3, Facebook, Vimeo, Facebook Ads","Social, Video",http://www.videocustomizer.com,,
76,Multi-click real-time polls for real fans and real cynics,Polls,01.12.2011,https://www.programmableweb.com/mashup/vovowiki,Facebook,"Polls, Real Time, Social",http://vovowiki.com/,,
77,"The phone number search widget made with the premium WP API. Works great for detecting the numbers carrier, approximate registered address and line type. Land lines are traced via whitepages and mobile numbers - via premium databases.",Telephony,01.11.2011,https://www.programmableweb.com/mashup/phone-number-search,WhitePages.com,"Telephony, Reference",http://www.widgetbox.com/widget/free-reverse-phone-lookup,,
78,SimpleList is an iPhone/iPad/Android app that allows Etsy sellers to easily renew their listings.,Auctions,01.11.2011,https://www.programmableweb.com/mashup/simplelist2,Etsy,"Auctions, Mobile, Messaging, eCommerce",http://www.mudstuffingindustries.com/joomla/index.php?option=com_content&view=article&id=45&Itemid=54,,
79,"Linkalope uses the Twitter API to search for recently shared links on Twitter. The built in zeitgeist pulls the latest trends making it easy to search for sports, movies, tv, celebrities, and more.",URLs,01.10.2011,https://www.programmableweb.com/mashup/linkalope,Twitter,"URLs, Search",http://linkalope.com,,
80,"What do you get when you cross Craigslist and YouTube? ...CytiTube! Watch from and upload to your city's stream of YouTube videos. If you don't see your city listed in either the World cities or U.S. cities list, just go to the search tab and type it in. Filter your search by category, keywords, author, and search radius.
Like Craigslist, when you return to the app after closing you will be brought back to the ""Most Recent"" video list from the last city/location for which you searched.
Built for mobile browsers but works in all.",Mapping,01.10.2011,https://www.programmableweb.com/mashup/ctyitube,"Google Maps, YouTube","Mapping, Video",http://wwww.cytitube.com,,
81,A way to find the Best Audio and Video on the web.,Video,01.10.2011,https://www.programmableweb.com/mashup/castroller,Superfeedr,"Video, Search, Music, Social",http://castroller.com,,
82,"The Vault archives Etsy's front page features for sellers and shoppers to browse and reference. Features include live copies of each list, a configurable blog widget and screen shots of each collection.",eCommerce,01.09.2011,https://www.programmableweb.com/mashup/vault-etsy-front-page-archive,Etsy,"eCommerce, Art",http://www.craftcult.com/vault.php,,
83,ShopAbout.co.uk is a comparison shopping site based on the Shopping.com API. Search and shop items by category.,Search,01.08.2011,https://www.programmableweb.com/mashup/shopabout.co.uk,Shopping.com,"Search, eCommerce",http://shopabout.co.uk,,
84,"Following on the success of Map My Followers, this new Twitter app gives you the ability to see all of the people you follow on Twitter on a Google Map.",Visualizations,01.05.2011,https://www.programmableweb.com/mashup/map-my-following,"Google Maps, Twitter","Visualizations, Social, Mapping",http://www.mapmyfollowing.com,,
85,"Parkour and freerunning related videos and their metadata are pulled from video sites, spam filtered, stored in a database, tweeted and categorized on Freeflow TV. The videos appear on the website instantly via Pusher. It is also possible to search the database.",Sports,01.05.2011,https://www.programmableweb.com/mashup/freeflowtv,"YouTube, Twitter, Vimeo, Pusher","Sports, Video, Sports",http://freeflow.tv/,,
86,This is an application that allows you send SMS within the US using your Android phone via cloud service provided by Twilio. Saves money for people who don't use SMS often; pay only 2c per message when you use Twilio to send or receive SMS. The current version also provides you a way to receive SMS sent to your Twilio number via email.,Mobile,01.04.2011,https://www.programmableweb.com/mashup/cloud4smsviatwilio,"Google App Engine, Twilio SMS","Mobile, Telephony, Messaging",http://cloud4sms.appspot.com,,
87,"Predictive dialer. Callers dial into Impact Dialing, which then calls out to a list of phone numbers. By monitoring how many voters actually pick up, Impact Dialing dials multiple lines to ensure that someone will answer almost every call. Additionally, Impact Dialing tracks the length of each conversation, so they can deliver a new call shortly after you hang up the previous one. All you have to do is upload a list of phone numbers on the website. Political campaigns can even use platform phones only, with no computers.",Telephony,01.03.2011,https://www.programmableweb.com/mashup/impact-dialing,"Amazon EC2, Twilio","Telephony, Telephony",http://www.impactdialing.com,,
88,busAlert.me is a mashup of Twilio and OneBusAway real-time tracker service. It's a service that will alert the user by text or phone when their bus is approaching its stop. The service works for all King County (Wa.) Metro stops.,Transportation,01.03.2011,https://www.programmableweb.com/mashup/busalert.me,"Twilio, Twilio SMS","Transportation, Mobile, Messaging, Transportation",http://busalert.me/,,
89,"Twitter Mobile Monitor uses a Jquery interface to search tweet by keywords, including hashtags, on cross platform smart device (IPhone tested). It's a simple web app alternative to data apps and a useful to keep away from data collecting. The interface automatically scrolls tweets and updates the query every 120 seconds.",Telephony,01.03.2011,https://www.programmableweb.com/mashup/twitter-mobile-monitor,Twitter,"Telephony, Mobile, Social",http://www.infomanagmentspotting.com/TwitterMobileMonitor.php,,
90,A single page interface showing Twitter trends for last 24 hours. View latest tweets and why they are trending.,Blogging,01.03.2011,https://www.programmableweb.com/mashup/trends24,"Twitter, What The Trend?","Blogging, Social",http://trends24.appb.in/,,
