,Description,Category,Submitted,Meta_Url,Related APIs,Categories,URL,Company,App Type
16,This mashup experiment is based on the Del.icio.us API and jQuery library. The box monitors recent bookmarks saved by users using a cute slide show effect to show updates.,,09.15.2009,https://www.programmableweb.com/mashup/simple-del.icio.us-spy,del.icio.us,,http://www.infomanagmentspotting.com/simple-delicious-spy/,,
17,Allows Salesforce.com users evaluate incoming data for spam. It contains built-in support for incoming Web-to-Lead and Web-to-Case data and also contains global Apex methods that allow developers to incorporate Spam checks in their applications.,Enterprise,09.15.2009,https://www.programmableweb.com/mashup/spam-check-salesforce-plus-akismet,"Salesforce, Akismet","Enterprise, Spam, Customer Relationship Management, Marketing, Sales",http://www.arrowpointe.com/products/spamcheck/,,
18,"Comprehensive display of National, State, and Local political information",Government,09.15.2009,https://www.programmableweb.com/mashup/display-us-political-information,"Follow The Money, Sunlight Labs Congress, MapLight, OpenSecrets, New York Times Campaign Finance, New York Times Congress","Government, Government, Government",http://www.epoliticalpower.com,,
19,Geoviu is an online platform that allows you to see information and news on a map. Built using Google Maps Flash.,Mapping,09.15.2009,https://www.programmableweb.com/mashup/geoviu,"Google Search, Google Maps Flash","Mapping, News Services",http://www.geoviu.com,,
20,"One stop shop to view media and know everything about any music artist on one page. Combines YouTube, Last.fm, Google Maps and Amazon shopping APIs.",Music,09.15.2009,https://www.programmableweb.com/mashup/one-page-artist,"Amazon Product Advertising, Google Maps, YouTube, Last.fm","Music, Art, Events, Video, Music, Mapping",http://www.onepageartist.com,,
21,"This visualises the tags used on content in the Guardian website. So for example, you can see what topics relate to News today, then drill down into Business, then into Banking, then click see what what was happening there yesterday, and so on.",News Services,09.14.2009,https://www.programmableweb.com/mashup/guardian-tag-bubbles,Guardian,"News Services, England, Classification, Visualizations",http://niksilver.com/guardian-tag-bubbles/,,
22,Heat map representation and visualization of the top trends on Twitter within a given time period.,Web Site Management,09.14.2009,https://www.programmableweb.com/mashup/twitter-top-trend-heat-map,Twitter,"Web Site Management, Visualizations, Blogging",http://twopular.com/labs/heatmap,,
23,"Tripmondo is a travel information browser for trip destinations across the globe. It features videos, photos, guides and attractions, weather information and events for nearly all countries and many cities world wide. Tripmondo is based on CMSmadesimple.",Weather,09.13.2009,https://www.programmableweb.com/mashup/tripmondo,"Eventful, Google Maps, YouTube, GeoNames, Twitter, Panoramio, Weather Channel, Wikipedia, Currencies Exchange Rates, Google Maps Data","Weather, Photos, Reference, Mapping, Video, Travel",http://www.tripmondo.com,,
24,A very simple New York area craigslist apartment listings/google maps mashup.,Rentals,09.11.2009,https://www.programmableweb.com/mashup/nicksmap,"Google Maps, Google App Engine","Rentals, New York City, Real Estate, Mapping",http://www.nicksmap.org,,
25,"Real estate, foreclosure, school performance, demographic and employment heat maps for Alpharetta, Georgia.",Mapping,09.11.2009,https://www.programmableweb.com/mashup/alpharetta-home,Google Maps,"Mapping, Real Estate, Education",http://www.alpharetta-home.com,,
26,"A shopping search engine that leverages Amazon's search and product listings with eBay auctions, along with products from top sites in the Commission Junction network.",eCommerce,09.11.2009,https://www.programmableweb.com/mashup/nextoid-shopping-search-engine,"Amazon Product Advertising, eBay, Commission Junction","eCommerce, Search",http://www.nextoid.com,,
27,Flight simulation on a map. In Chinese.,Mapping,09.11.2009,https://www.programmableweb.com/mashup/aircn-flight-simulate-map,Google Maps Flash,"Mapping, Air Travel, Chinese",http://www.aircn.org/onlinemap/2.0/,,
28,"Query availability of the Napa Valley Wine Train based on date. Enter the date you plan to visit and the script requests information about that date from the Rezgo XML API, and then formats it.",Transportation,09.10.2009,https://www.programmableweb.com/mashup/napa-wine-train-reserve-online,Rezgo,"Transportation, Reservations, Tourism, Wine",http://winetrain.com/,,
29,"Having a creative mental block? Don't worry, you've come to the right place. SparkStorm is an online tool based on two very common methods used to energize brainstorms: Random Word and Random Picture.",Photos,09.10.2009,https://www.programmableweb.com/mashup/sparkstorm,"Flickr, Big Huge Thesaurus","Photos, Dictionary",http://www.protodojo.com/lab/sparkstorm/,,
30,"Local news for Northumberland County, Ontario, Canada. Integrates local news sources with Flickr and Twitter activity in the area.",News Services,09.10.2009,https://www.programmableweb.com/mashup/northumberland-fold,"Flickr, Twitter, Google App Engine","News Services, Localization, Photos, Canadian, Canadian",http://www.northumberlandfold.ca/,,
31,"Mp32tube allows YouTube users to easily upload mp3s on youtube.com, as YouTube does not allow this feature.",Audio,09.10.2009,https://www.programmableweb.com/mashup/mp32tube,YouTube,"Audio, Upload, Music",http://www.mp32tube.com,,
32,"Everything motorcycle in Australia. Motorcycle and scooter parking, shops, mechanics, training, tours, all linked with all the products that they sell.",Transportation,09.10.2009,https://www.programmableweb.com/mashup/motorcycle-network,Google Maps,"Transportation, Australian, Parking, Transportation",http://www.mcnetwork.com.au/park.php,,
33,"Travel search engine, with last minute offers, and travel destination information in Danish.",Travel,09.10.2009,https://www.programmableweb.com/mashup/safiri.dk-travel-search,"Google Maps, GeoNames, WeatherBug, Panoramio, Wikipedia","Travel, Photos, Nordic, Weather, Mapping",http://www.safiri.dk,,
34,"The Ewi - Pewter is the music streaming radio real-time search service.
You can find radio stations that streams the music, by entering artist name.",Music,09.09.2009,https://www.programmableweb.com/mashup/ewi-pewter-streaming-radio-real-time-search,Yes Broadcast DB,"Music, Music, Search, Streaming",http://ewi.sourceforge.jp/pewter.html,,
35,iPhone app that lets you find out whats trending on twitter and why is it trending?,,09.09.2009,https://www.programmableweb.com/mashup/itrends-iphone-app,"Twitter, What The Trend?",,http://itrends.tumblr.com/,,
36,"Send postal letters directly from Google Docs as easily as sending an email. Uses the PostalMethods, the web-to-post online service, with Google Docs to let users send letters by editing a Google Docs document and emailing it to PostalMethods.",Enterprise,09.09.2009,https://www.programmableweb.com/mashup/send-snail-mail-google-docs,"Google Documents List, PostalMethods","Enterprise, Office, Postal, Mail",http://www.postalmethods.com/send-mail-from/google-docs,,
37,A vehicle search engine that offers searching and access to advertisements from Google Base in one place.,Auto,09.06.2009,https://www.programmableweb.com/mashup/cargeni-vehicle-search,Google Base,"Auto, Transportation, Classifieds, Search",http://www.cargeni.com,,
38,Send visual voicemail to any Twitter user with Pockets App and Twilio.,Telephony,09.06.2009,https://www.programmableweb.com/mashup/pockets-app,"Twitter, Twilio","Telephony, Telephony, Voice, Visualizations",http://pocketsapp.com/,,
39,A Facebook Instant Messenger app for talking with your Facebook friends from your desktop rather than having to use your browser.,Tools,09.05.2009,https://www.programmableweb.com/mashup/chit-chat-facebook,Facebook,"Tools, Messaging, Messaging, Chat",http://www.chitchat.org.uk/english/home/,,
40,"One page shopping at Amazon. A smarter, quicker way of shopping at Amazon: Search all Amazon international shops, browse and view products all on one page, bookmark products with drag and drop.",eCommerce,09.05.2009,https://www.programmableweb.com/mashup/big-shop,Amazon Product Advertising,eCommerce,http://www.thatbigshop.com,,
41,Find Meetup groups in your area based on topic keyword and current geographic location.,Mapping,09.03.2009,https://www.programmableweb.com/mashup/meetup-iphone,Meetup,"Mapping, Events, Mobile, Localization",http://www.silucho.com/meetup.mobile/,,
42,"Subscribe to your Delicious TV feed and program your Boxe TV from delicous. Bookmark videos, genre listings, playlists, other peoples Delicious TV listings, etc. to delicious, then view them in Boxee.",TV,09.03.2009,https://www.programmableweb.com/mashup/deli-tv-boxee,"BBC, del.icio.us, YouTube","TV, Video, Bookmarks, TV, England",http://blog.ouseful.info/2009/09/02/delicious-tv-personally-programmed-social-television-channels-on-boxee-preview/,,
43,"TweetValue helps you appraise your Twitter account with a dollar value. Now when you’re ready to sell, you’ll know what to charge.",Blogging,09.03.2009,https://www.programmableweb.com/mashup/tweetvalue-how-much-your-twitter-profile-worth,Twitter,"Blogging, Humor",http://tweetvalue.com/,,
44,"Twitalyzer is for tracking influence and measuring success in Twitter. It evaluates your Twitter activity in five categories: influence, signal-to-noise ratio, generosity, velocity and clout.",Blogging,09.03.2009,https://www.programmableweb.com/mashup/twitalyzer-tracking-twitter-success,Twitter,"Blogging, Analytics",http://www.twitalyzer.com,,
45,"Your daily read, Big, Bold and configurable. Build your own Favorites list and then move back from that monitor. Morning coffee, Big &amp; Bold, you're up to speed and good to go!",News Services,08.31.2009,https://www.programmableweb.com/mashup/big-bold,"Google Maps, Weather Underground (Wunderground)","News Services, Weather, Mapping",http://www.tetoncode.com/big/,,
46,A real-time Twitter search tool designed to help users surface useful information from the Twittersphere.,Search,08.31.2009,https://www.programmableweb.com/mashup/tweetzi-twitter-search,Twitter,"Search, Real Time, Blogging",http://tweetzi.com,,
47,A mashup of Blogger and Google Calendar. Embed links and summaries of blog posts in your calendar.,Blogging,08.30.2009,https://www.programmableweb.com/mashup/blogger-calendar,"Blogger, Google Calendar","Blogging, Calendars, Events",http://bloggerpluscalendar.appspot.com/,,
48,"Measure and share real-time local Twitter trends. App uses Twitter, Google Maps and Yahoo Term Extraction APIs.",Mapping,08.30.2009,https://www.programmableweb.com/mashup/geomeme,"Google Maps, Yahoo Term Extraction, Twitter, Google Static Maps, Google App Engine","Mapping, Mobile, Social, Blogging",http://www.geome.me/,,
49,Find song lyrics + related videos in one search. Good clean fun.,Music,08.30.2009,https://www.programmableweb.com/mashup/songlyricsbook,"YouTube, Lyricsfly, Bing","Music, Lyrics, Video, Humor",http://www.SongLyricsBook.com,,
50,A mobile based navigation tool that finds nearby New York Public Libraries in NYC.,Mobile,08.29.2009,https://www.programmableweb.com/mashup/leogeo,geocoder,"Mobile, New York City, Library, Books",http://www.silucho.com/leogeo/,,
51,"Search for business services, hotels and facilities in the region Amsterdam and Utrecht, the Netherlands. This website uses Flash FLEX Google maps and the Google Maps Javascript API.",Business,08.29.2009,https://www.programmableweb.com/mashup/mice-meets-metropolis,"Google Maps, Google Maps Flash","Business, Directories, Mapping",http://www.micemeetsmetropolis.nl/zoeken,,
52,A search for homes in the Austin MLS using Google Maps and Google Earth.,Real Estate,08.27.2009,https://www.programmableweb.com/mashup/austin-property-search,"Google Maps, Google Earth","Real Estate, Search, Mapping",http://www.escapesomewhere.com/mls_propclock.html,,
53,A map search for local businesses in Austin. Submit businesses and make comments.,Search,08.27.2009,https://www.programmableweb.com/mashup/austin-search-local-businesses,Google Maps,"Search, Travel, Business, Localization, Mapping",http://www.escapesomewhere.com/austinlife.html,,
54,Google search and Yahoo search union to search for the keywords. Built using Yahoo Pipes.,Search,08.27.2009,https://www.programmableweb.com/mashup/google-and-yahoo-search-pipes,Yahoo Audio Search,"Search, Application Development",http://pipes.yahoo.com/pipes/pipe.info?_id=cf4cf6d5e5638917ac798cbad9f17efa,,
55,The largest and most comprehensive listing of telephone answering companies in the UK.,England,08.26.2009,https://www.programmableweb.com/mashup/uk-telephone-answering-directory,Google Maps,"England, Mapping",http://www.eph.co.uk/resources/telephone_answering_directory/,,
56,Parkr! is an amusement parks and theme parks database that allows users to rate and comment on parks all over the world.,Mapping,08.26.2009,https://www.programmableweb.com/mashup/parkr-0,Google Maps,"Mapping, Humor, Humor",http://www.parkr.info/,,
57,This We Know lets you get local and explore government data about your community. Enter your city or zip code and get a list of facts. Click an individual item and be taken to a breakdown of the data. Finalist in Apps for America 2 contest.,Government,08.26.2009,https://www.programmableweb.com/mashup/we-know,"GeoNames, GovTrack.us","Government, Government, Mapping",http://www.greenriver.com/portfolio/thisweknow.html,,
58,"Finalist in the Apps for America 2 mashup contest. GovPulse.us provides access to a database of articles from the Federal Register, the journal of the federal government. use filters to decide what is important to you.",Mapping,08.26.2009,https://www.programmableweb.com/mashup/govpulse,CloudMade,"Mapping, Government, Government",http://govpulse.us,,
59,"A social yellow pages services where you can discover, rate and review local businesses and services around the world. Find restaurants, bars, boutiques, salons and other businsses.",Mapping,08.24.2009,https://www.programmableweb.com/mashup/tupalo,"Flickr, Google Maps, Last.fm, GeoNames, Amazon S3, Google AdSense, Twitter, Hyves, Google Analytics Managment","Mapping, Localization, eCommerce, Photos, Search, Reference",http://tupalo.com,,
60,Interactive USDA plant zone hardiness map.,Mapping,08.24.2009,https://www.programmableweb.com/mashup/hardiness-zone-map,Google Maps,"Mapping, Education, Reference, Government",http://www.hardiness-zone-map.com,,
61,Plant and gardening maps featuring an interactive USDA zone hardiness map.,Mapping,08.24.2009,https://www.programmableweb.com/mashup/plantmaps,Google Maps,"Mapping, Nature, Education, Science",http://www.plantmaps.com,,
62,"Do you have a blog or other sites build on the Blogger platform? If so, your pages can be dynamically built around the rich content from your PeoplePond profile by using the PeoplePond Blogger Plugin.",Identity,08.23.2009,https://www.programmableweb.com/mashup/peoplepond-adam-blogger-widget,"Blogger, PeoplePond","Identity, Blogging, Widgets",http://www.peoplepond.com/tools,,
63,Sites built on the TypePad platform can be dynamically built around the content from your PeoplePond profile by using the PeoplePond TypePad Plugin.,Blogging,08.23.2009,https://www.programmableweb.com/mashup/peoplepond-widget,PeoplePond,"Blogging, Tools, Widgets",http://www.peoplepond.com/tools,,
64,Your followers will get a short link to a page allowing them to play the song right in the browser without having to download it first.,Music,08.23.2009,https://www.programmableweb.com/mashup/song.ly,"Twitter, Tagoo",Music,http://song.ly,,
65,"GeoFeeling geolocates feelings of bloggers on the map, making use of APIs: Google Maps and WeFeelFine which has been harvesting human emotions from a large number of weblogs: LiveJournal, MSN Spaces, MySpace, Blogger, Technorati, Feedster and Google.",Blogging,08.23.2009,https://www.programmableweb.com/mashup/geofeeling,"Google Maps, We Feel Fine","Blogging, Mapping",http://7oanna.com/labs/geofeeling/,,
66,Quick Price Comparison - Amazon vs. Ebay. Comparison for the lowest prices in side by side way.,eCommerce,08.23.2009,https://www.programmableweb.com/mashup/q-compare,"Amazon Product Advertising, eBay","eCommerce, Comparisons",http://www.q-compare.com,,
67,"An artist-based radio, with information and photos about the currently playing artist. Pulls data from Last.fm and YouTube.",Visualizations,08.22.2009,https://www.programmableweb.com/mashup/youfm,"YouTube, Last.fm, Bit.ly","Visualizations, Music, Video",http://www.a.rnaud.net/youfm/,,
68,"Utwitbook is a place to find twitter-ers who share your interests, location, url and even design colors, also provide another profile for twitter-ers with friends(following) auto categorized",Tweets,08.22.2009,https://www.programmableweb.com/mashup/utwitbook,"Google Maps, Twitter, Bing","Tweets, Social, Search, Recommendations",http://www.utwitbook.com/,,
69,"Compare Google and the webs 7 other top search engines side by side. bit.ly API creates bit.ly URL for quick copy and paste, or use the TweetIt feature to post your search terms and bit.ly URL directly to your Twitter account.",Search,08.21.2009,https://www.programmableweb.com/mashup/googawho-side-side-search,"Twitter, Bit.ly","Search, Tools, Comparisons",http://www.googawho.com,,
70,RealGeni 2.0 is a real-time automated real estate search engine aggregator that uses Google Base and Google Maps to give an accurate and effective service for finding properties.,Mapping,08.20.2009,https://www.programmableweb.com/mashup/realgeni-real-estate-search-engine,"Google Maps, Google Base","Mapping, Real Estate, Aggregation, Search",http://www.realgeni.com,,
71,GeoChirp helps you search real time for people Twittering for specific things in a specific area. Translate tweets in any language. You can even search Twitter globally for anything.,Blogging,08.20.2009,https://www.programmableweb.com/mashup/geochirp,"Google Maps, Twitter, Google Cloud Translation, Bit.ly","Blogging, Translation, Mapping, Real Time",http://www.geochirp.com/,,
72,"Merging real estate data, public school test scores, demographics and employment data to create detailed heat maps.",Real Estate,08.19.2009,https://www.programmableweb.com/mashup/localetrends,Google Maps,"Real Estate, Education, Mapping, Education",http://www.localetrends.com,,
73,140blood is a new Twitter-based multiplayer fantasy game. Choose among 4 exciting adventures in an MMORPG adventure world.,Games,08.19.2009,https://www.programmableweb.com/mashup/140blood-twitter-adventure,Twitter,"Games, Fantasy Sports",http://www.140blood.com/,,
74,"Human Pets is a social site where veryone on Human Pets is an animal. You can be fed, combed, pet, taken on trips, nicknamed, and others.",Dating,08.19.2009,https://www.programmableweb.com/mashup/human-pets,"Flickr, PayPal, Google Maps, YouTube, Amazon EC2","Dating, Photos, Video, Mapping, Social",http://humanpets.com,,
75,"Worldsaurus.com is a worldwide travel guide to help adventurous budget-travelers, backpackers, photographers, and vacationers plan their trips. Find the most popular places in the world, with detailed information.",Travel,08.19.2009,https://www.programmableweb.com/mashup/worldsaurus.com-travel-guide,"Flickr, Google Maps","Travel, Hotels, Mapping",http://www.worldsaurus.com/,,
76,"Twitter account management tool that lets you maintain an active list of friends and followers, and find interesting people over Twitter. Uses the three step Flush - Grow - Reciprocate features to manage your account.",Social,08.18.2009,https://www.programmableweb.com/mashup/buzzom,Twitter,"Social, Social, Blogging",http://www.buzzom.com,,
77,"A Scrabble helper, Scrabble cheat, and Scrabble word finder. When you find a word, you can look it up in the dictionary.",Games,08.15.2009,https://www.programmableweb.com/mashup/scrabble-helper-and-cheat,Aonaware Dictionary,"Games, Games",http://www.wordgamescentral.com/scrabble/scrabble-helper.aspx,,
78,"GeoImpress provides a completely new way to search for places all over the world. Integrates Google Maps, Flickr, and Twitter.",Mapping,08.15.2009,https://www.programmableweb.com/mashup/geoimpress,"Flickr, Google Maps, Twitter","Mapping, Mapping, Photos, Blogging",http://www.geoimpress.com,,
79,A free Salesforce Appexchange package that displays Twitter Search Widget inline within Salesforce using VisualForce. Be able to view latest tweets about your customers. See it running in the Test Drive.,Social,08.13.2009,https://www.programmableweb.com/mashup/social-salesforce-twitter-search-widget,"Salesforce, Twitter","Social, Blogging, Widgets, Customer Relationship Management, Enterprise, Sales",https://sites.secure.force.com/appexchange/listingDetail?listingId=a0N30000001fNGmEAM,,
80,"Reads Data from Guardian API in JSON format. It uses the Google Web Tookit to parse, format and display data and Google App Engine to host the application.",News Services,08.13.2009,https://www.programmableweb.com/mashup/guardian-api-search-mashup,"Google App Engine, Guardian",News Services,http://guardianapi.appspot.com/,,
81,"Solid Commerce helps online retailers maximize their profits across multiple channels by mashing-up eBay, Amazon, Overstock, FedEx, USPS, Froogle and others.",eCommerce,08.12.2009,https://www.programmableweb.com/mashup/solid-commerce,"FedEx, Amazon Product Advertising, eBay, UPS Shipping, Salesforce, USPS Track/Confirm Fields, Google Base, Google Checkout","eCommerce, eCommerce, Auctions, Shipping",http://www.solidcommerce.com,,
82,"Bringing you the hottest current pages from YouTube, Twitter, digg, Flickr, delicious, and Netflix.",Video,08.12.2009,https://www.programmableweb.com/mashup/tehpage,"Flickr, del.icio.us, YouTube, Twitter, Digg, Netflix","Video, Photos, Bookmarks, Movies",http://www.tehpage.com,,
83,"Your Mapper news organization aims to be the most effective platform for bringing your community high quality, local data on maps. Your Mapper is eats its own dogfood: it was built entirely using its own API.",Mapping,08.12.2009,https://www.programmableweb.com/mashup/your-mapper,"Google AdWords , Google Maps, Microsoft Bing Maps, Yahoo Maps, geocoder, Google Talk, Cafe Press, Google AdSense, Twitter, Compete, Google Static Maps, Google Earth, Google Webmaster Tools, Social Share Count, Google Analytics Managment, Bing Maps, Your Mapper","Mapping, Crime, News Services, Localization, Restaurants",http://www.yourmapper.com,,
84,Local information and maps for the 7000 main cities and places in Denmark.,Localization,08.11.2009,https://www.programmableweb.com/mashup/mymaps.dk,"Google AdWords , Google Maps, Panoramio, Wikipedia","Localization, Nordic, Travel, Mapping",http://www.mymaps.dk,,
85,"A search aggregator that displays the results from sites like Yahoo, MSN, Twitter, Flickr and YouTube in a visually appealing way.",Search,08.10.2009,https://www.programmableweb.com/mashup/spezify,"Amazon Product Advertising, eBay, YouTube, Twitter, Yahoo BOSS","Search, Auctions, Video",http://www.spezify.com,,
86,Geo-service for Evernote. Here you can search and browse notes on the map.,Mapping,08.10.2009,https://www.programmableweb.com/mashup/nevermap,"Google Maps, Google Gears Geolocation, Evernote","Mapping, Mapping, Office, Tools",http://NeverMap.com,,
87,"Interact with music, videos, images and news about artists.",Lyrics,08.06.2009,https://www.programmableweb.com/mashup/go-music-video,Lyricsfly,"Lyrics, Music",http://www.gomusicvideo.com/,,
88,One of the few online radio stations that uses a virtual text to speech (TTS) DJ that announces and reads greetings on-the-air with instant song requester.,Music,08.06.2009,https://www.programmableweb.com/mashup/whoosh-stream,Lyricsfly,"Music, Lyrics, Music",http://whooshstream.com/,,
89,"A full-featured audio player and manager, developed in Java so that it can be executed on different platforms: Windows, Linux, etc. Currently plays mp3, ogg, wma, wav, flac.",Music,08.06.2009,https://www.programmableweb.com/mashup/atunes,Lyricsfly,"Music, Lyrics, Audio",http://www.atunes.org/,,
90,"Define your favourite subjects and PeepToday will bring you each day news, videos that best fit your interests.",Semantics,08.06.2009,https://www.programmableweb.com/mashup/peeptoday,"YouTube, Twitter, Freebase","Semantics, News Services, Video, Tweets",http://www.PeepToday.com,,
91,A tool for reverse IP lookup. This site's language is Turkish.,Tools,08.06.2009,https://www.programmableweb.com/mashup/sunucu-tara-ip-lookup,Bing,Tools,http://sunucutara.com,,
92,Print your tweet on a t-shirt.,eCommerce,08.05.2009,https://www.programmableweb.com/mashup/tweetshirt,"Zazzle, Twitter","eCommerce, Clothing",http://tweetshirt.me,,
93,"Create your own charts, find new music or radio stations, watch the videos of your favorite artist or band.",Video,08.05.2009,https://www.programmableweb.com/mashup/charts.fm,"Amazon Product Advertising, YouTube, Last.fm, Facebook, LyricWiki, Yes Broadcast DB","Video, Music, Charts",http://charts.fm,,
94,Mashup of Google maps and local Twitter trends from Happn.in. This map will show the top 10 trending phrases in over 80+ major cities around the world.,Localization,08.04.2009,https://www.programmableweb.com/mashup/local-twitter-trends,"Google Maps, Twitter","Localization, Mapping, Blogging",http://www.mapmash.in/twitterlocal.html,,
95,We Love Wind shows where people can wind- or kitesurf in their area; this is done by serving location-based weather conditions tailored for wind sports.,Weather,08.03.2009,https://www.programmableweb.com/mashup/we-love-wind,"Google Maps, GeoNames, WeatherBug, Google Static Maps, Google App Engine, Norway Weather","Weather, Weather, Sports, Mapping, Sports",http://www.welovewind.com/forecasts/,,
96,A Rails app that identifies news and trends by launching an EC2 cluster running the Cloudera Distribution for Hadoop to process Wikipedia log files. Charts and news are displayed using Google and Yahoo APIs.,News Services,08.03.2009,https://www.programmableweb.com/mashup/trendingtopics.org,"Amazon S3, Amazon EC2, Google Chart, Google Visualization, Yahoo BOSS, Wikipedia","News Services, Visualizations, Charts",http://www.trendingtopics.org,,
97,"Browse Twitter-trending restaurants and bars in San Francisco, New York, LA and 10 more top Twitter cities.",Food,08.01.2009,https://www.programmableweb.com/mashup/twitter-trending-local-restaurants,"Google Maps, Twitter","Food, Mapping, Search, Localization, Restaurants",http://www.schmap.com/picks,,
98,A trending tag visualization for Twitter and Flickr. Try out any tag you like by appending ?t=[twitter-tag]&amp;f=[flickr-tag] to http://r8ar.com. You may have seen this on the big screen at a Yahoo! Hack Day.,Messaging,07.31.2009,https://www.programmableweb.com/mashup/r8ar-twitter-trend-visualizer,"Flickr, Twitter","Messaging, Photos, Visualizations, News Services, Blogging",http://r8ar.com,,
99,Foller.me is a Twitter service that can provide you with very detailed information about a specific Twitter user very quickly.,Social,07.31.2009,https://www.programmableweb.com/mashup/foller.me,"Google Maps, Twitter","Social, Blogging, Mapping",http://foller.me/,,
100,phpLD is a script that creates a business directory that allows for the display of Google maps with each listing that is added to the directory.,Application Development,07.30.2009,https://www.programmableweb.com/mashup/php-link-directory,Google Maps,"Application Development, Mapping",http://www.phplinkdirectory.com,,
101,"TripSailor is a community site for sailors and boaters. The site offers sailing blogs, yacht charter reviews and a marina directory",Mapping,07.29.2009,https://www.programmableweb.com/mashup/tripsailor-sailing-blogs-yacht-charter-reviews-sailing-adventures,"Flickr, Google Maps, Facebook, Twitter, Panoramio, Google Earth, Google Gears Geolocation, Google App Engine","Mapping, Social, Photos, Sports, Boating",http://www.tripsailor.com,,
