,Description,Category,Submitted,Meta_Url,Related APIs,Categories,URL,Company,App Type
10,"Mp3Album.org is a music mashup site that has artists Mp3s, albums, videos, and images. Listen to Mp3s online. Also has popular artists by country.",Audio,05.14.2008,https://www.programmableweb.com/mashup/mp3-album,"YouTube, Last.fm, SeeqPod, Google Picasa","Audio, Music, Video",http://www.mp3album.org/,,
11,Find out which of your Twitter friends know each other.,Messaging,05.14.2008,https://www.programmableweb.com/mashup/tweetwheel,Twitter,"Messaging, Blogging, Humor",http://www.tweetwheel.com/,,
12,Displays EPA Toxic Release Inventory data on a simple map that is searchable by city or address.,Environment,05.13.2008,https://www.programmableweb.com/mashup/map-u.s.-toxic-air-emissions,Google Maps,"Environment, Mapping, Sustainability, Environment",http://www.dotgovwatch.com/wsdl/map.php,,
13,"We map over 60,000 hotel locations and prices on our map. You can also view the locations of Starbucks, airports, restaurants and attractions. Use our map tools to make trip notes and share your favorite views and hotels with friends and family.",Hotels,05.13.2008,https://www.programmableweb.com/mashup/hotelmapsearch.com,"Google Maps, Yelp Fusion","Hotels, Mapping, Travel",http://www.HotelMapSearch.com,,
14,"A Flex mashup of Yahoo Maps, Yahoo Local Search, Yahoo Geocoding, ESRI JavaScript API for ArcGIS REST and ESRI Geoprocess on ArcGIS online. The mashup helps determine the driving time area that covers the searched locations.",Mapping,05.12.2008,https://www.programmableweb.com/mashup/geoflex888,"Yahoo Maps, Yahoo Geocoding, Yahoo Local Search","Mapping, Mapping",http://www.flex888.com/lab/geoweb/geoyahoo/,,
15,A very handy US Zip Code mapping utility.,Weather,05.12.2008,https://www.programmableweb.com/mashup/zcmap,"Google Maps, Yahoo Geocoding","Weather, Zip Codes, Mapping",http://www.tetoncode.com/zcmap/,,
16,"View the map and find information about countries, states, and cities with one mouse click.",Reference,05.12.2008,https://www.programmableweb.com/mashup/learn-world,Microsoft Bing Maps,"Reference, Mapping, Mapping",http://www.embrics.com/map,,
17,"When you listen to music with Audioscrobbler, MusicRambler shows on a map images and events about the artist you are listening to. Enter your Last.FM login and then switch on Audioscrobbler. English version at www.musicrambler.org.",Photos,05.12.2008,https://www.programmableweb.com/mashup/musicrambler,"Google Maps, Last.fm","Photos, Music, Mapping",http://www.musicrambler.org/indexen.html,,
18,Analysis and sampling important keyword in a phrases while analysing contents of new text or exist text file also are able to quick approach to searching files using related with multi-media contents. Users can save the time to understanding their text.,eCommerce,05.11.2008,https://www.programmableweb.com/mashup/text-grinder,"eBay, Google Search, Yahoo Search, YouTube, Yahoo Term Extraction, Yahoo Image Search, Yahoo Related Suggestions, Naver, Amazon EC2","eCommerce, News Services, Video",http://vdesire.com/text,,
19,A online store mashup with Flex user interface and built using Amazon AWS and EC2.,eCommerce,05.11.2008,https://www.programmableweb.com/mashup/booksforsoul,"Amazon Product Advertising, Amazon EC2",eCommerce,http://www.BooksForSoul.com,,
20,"Compress single or multiple URL's, publish straight to your Twitter and Del.icio.us accounts, add passwords to compressed URL's. URL's can be tagged when publishing to del.icio.us.",Bookmarks,05.09.2008,https://www.programmableweb.com/mashup/zipmyurl,"del.icio.us, Twitter","Bookmarks, Social, Messaging",http://zipmyurl.com,,
21,Large network of virtual tours and spherical virtual reality photography. More than 50 cities from all over the world with thousands of high-resolution interactive panoramas.,3D,05.09.2008,https://www.programmableweb.com/mashup/360-cities,Google Maps,"3D, Mapping, Panorama, Photos",http://www.360cities.net,,
22,Explore Bournemouth UK on a Virtual Earth Map with birds eye views and panoramic photos.,Photos,05.08.2008,https://www.programmableweb.com/mashup/see-bournemouth,"Microsoft Bing Maps, Panoramio","Photos, England, 3D, Panorama, Mapping",http://www.seebournemouth.com,,
23,User editable encyclopedia of knowledge on Boston. Povo is a place where locals can share–and gather firsthand insights about anything and everything that makes Boston so unique.,Mapping,05.08.2008,https://www.programmableweb.com/mashup/povo-boston,Google Maps,"Mapping, 3D, Mapping, Photos",http://boston.povo.com/,,
24,Dual maps let you display two maps side-by-side for a single location. Use the dual map to combine the features of Google Maps and Microsoft Virtual Earth Maps within one embeddable control.,Tools,05.08.2008,https://www.programmableweb.com/mashup/map-channels-dual-maps,"Google Maps, Microsoft Bing Maps","Tools, Mapping, 3D, Mapping, Photos",http://www.mapchannels.com/DualMaps.aspx,,
25,Simple new interface for Flickr albums with a Blogger blog.,Blogging,05.07.2008,https://www.programmableweb.com/mashup/fotosces,"Flickr, Blogger","Blogging, Photos",http://www.cesjf.br/fotosces,,
26,Send messages to Twitter with voice. This is a speech to text service that allows Twitter users to speak their Tweets from their phone.,Social,05.07.2008,https://www.programmableweb.com/mashup/twitterfone,Twitter,"Social, Messaging, Blogging, Voice",http://www.twitterfone.com/,,
27,"Insurance facts, terms, people, websites, history, and events in a Google Gadget. Each day of the year contains an interesting reference devoted to the Insurance industry.",Widgets,05.07.2008,https://www.programmableweb.com/mashup/insurance-daily-quote,Google Gadgets,"Widgets, Insurance",http://www.printedowl.com/InsuranceCalendarGoogle.aspx,,
28,The history of professional and major league sports teams in a Google Gadget. Each day of the year features a professional sports team from the past or present.,Widgets,05.07.2008,https://www.programmableweb.com/mashup/sports-history-widget,Google Gadgets,"Widgets, Trivia, Sports",http://www.printedowl.com/SportsTeamHistoryCalendarGoogle.aspx,,
29,"The Daily Top Five list in a Google Gadget. Each day of the year presents a new top five list compiled from sports, music, films, society, and more.",Widgets,05.07.2008,https://www.programmableweb.com/mashup/top-five-list-widget,Google Gadgets,Widgets,http://www.printedowl.com/TopFiveCalendarGoogle.aspx,,
30,"A Google Gadget with a daily quote about first-time events recorded in sports, music, television, movies, politics, nature, history, fashion, fads, literature, science, and more.",Trivia,05.07.2008,https://www.programmableweb.com/mashup/famous-firsts-quotes,Google Gadgets,"Trivia, Widgets",http://www.printedowl.com/FamousFirstsCalendarGoogle.aspx,,
31,"Daily tips and advice along with quotes, facts, and websites to help you save money. Each day of the year contains a unique money-saving entry.",Financial,05.07.2008,https://www.programmableweb.com/mashup/money-saver-widget,Google Gadgets,"Financial, Widgets",http://www.printedowl.com/MoneySaverCalendarGoogle.aspx,,
32,"Health and fitness facts, terms, tips, information, websites, and knowledge in a Google Gadget. Get an interesting reference devoted to making you healthier, more fit, and more happy.",Widgets,05.07.2008,https://www.programmableweb.com/mashup/health-and-fitness-widget,Google Gadgets,"Widgets, Fitness, Sports",http://www.printedowl.com/HealthFitnessCalendarGoogle.aspx,,
33,"Get Twitter friend recommendations. Enter your Twitter username, this then crawls your existing friends, lets you see their friends, then find connections back to you as suggestions for who to follow.",Social,05.06.2008,https://www.programmableweb.com/mashup/who-should-i-follow,Twitter,"Social, Messaging, Blogging",http://whoshouldifollow.com/,,
34,"Find Amazon.com prime eligible items. See more results, with price, rankings, and pictures. Also has spelling suggestion and can be added to Firefox search toolbar.",eCommerce,05.06.2008,https://www.programmableweb.com/mashup/search-amazon-prime,Amazon Product Advertising,"eCommerce, Search",http://searchamazonprime.com,,
35,Any statement or challenge can make a journey around the world. Google Maps makes this beautifully visible. Anything you come up with can be followed by thousands of people by creating your own viral.,Social,05.06.2008,https://www.programmableweb.com/mashup/vicuso,Google Maps,"Social, Mapping",http://www.vicuso.com,,
36,Map of the home towns of US female casualties of the Iraq War.,Mapping,05.05.2008,https://www.programmableweb.com/mashup/female-coalition-casualties-iraq-war,Google Maps,"Mapping, Mapping",http://www.mibazaar.com/costofiraqwar/womencasualties.html,,
37,Mashup that uses the new Flickr API video features to let you browse the newest videos on Flickr.,Video,05.05.2008,https://www.programmableweb.com/mashup/flickr-video-browser,Flickr,"Video, Photos",http://mattcrampton.com/flickr/,,
38,"The BricaBox Platform is a hosted community CMS, collaboration, wiki designed for social content applications.",Wiki,05.05.2008,https://www.programmableweb.com/mashup/bricabox,"Technorati, Google Maps, Compete","Wiki, Content Management, Social, Bookmarks, Mapping",http://bricabox.com/,,
39,"A demo site built to show the ease of implementing BeenVerified with IPaper. IPaper was used to display resumes, and the BeenVerified API was used to demo the OAuth process of displaying verified user data.",Jobs,05.05.2008,https://www.programmableweb.com/mashup/resumedroppr,"Scribd iPaper, BeenVerified","Jobs, OAuth",http://www.resumedroppr.com,,
40,Visualize your Twitter. Generate a scatter using tweet data for any Twitter user. Gathered via Yahoo Pipes and rendered using the Google Chart API.,Visualizations,05.04.2008,https://www.programmableweb.com/mashup/twittercharts,"Twitter, Google Chart","Visualizations, Charts, Messaging",http://www.xefer.com/2008/05/twitter,,
41,Yosle yard sale mapper. Check out all the yard sales in your area. Over 5000 sales every weekend.,Mapping,05.04.2008,https://www.programmableweb.com/mashup/yosle-yardsales,"Google Maps, Oodle","Mapping, eCommerce",http://www.yosle.com/yardsale,,
42,"Feedlr is a miniblogs mashup that polls user-submitted feeds, and posts news to multiple miniblogs. It also allows users to browse existing miniblog bots and choose to follow those that interest them.",Messaging,05.04.2008,https://www.programmableweb.com/mashup/feedlr,Twitter,"Messaging, Social, Feeds",http://feedlr.com,,
43,"Posty is a microblogging application which allows interacting with twitter, jaiku, pownce, tumbl, friendfeed and identi.ca. Posty enables users to browse notes, reply to friends' items and view media elements from youtube, vimeo, flickr, zooomr, smugmug.",Messaging,05.02.2008,https://www.programmableweb.com/mashup/posty,"Twitter, Jaiku, Pownce, Tumblr, FriendFeed","Messaging, Social, Blogging",http://spreadingfunkyness.com/posty/,,
44,"Tracks the FriendFeed public feed to show statistics about FriendFeed. Shows data in a variety of formats in hours, days, months, or services, and allows you to drill down to a specific user or service.",Analytics,05.02.2008,https://www.programmableweb.com/mashup/friendfeed-stats,FriendFeed,"Analytics, Charts, Blogging, Bookmarks, Feeds, Social",http://www.friendfeedstats.com/,,
45,Mashup of members of the Live Butterfly members.,Mapping,05.02.2008,https://www.programmableweb.com/mashup/butterfly-member-map,Microsoft Bing Maps,Mapping,http://butterflymap.com/,,
46,"Dinle.org is a music mashup site, containing information about music artists, including albums, mp3s, videos and pictures. Dinle.org is in the Turkish language. Dinle means listen.",Music,05.01.2008,https://www.programmableweb.com/mashup/dinle,"YouTube, Last.fm, SeeqPod, Google Picasa","Music, Audio",http://www.dinle.org/,,
47,"A searchable survey of Norwegian housing prices, boligpriser, in the 6 largest cities. Prices are updated from various online real estate sites and the addresses appear on the map.",Mapping,05.01.2008,https://www.programmableweb.com/mashup/huspriser-boligpriser-norway,Google Maps,"Mapping, Real Estate, Nordic",http://www.kortogkontant.no/boligpriser/huspriser/,,
48,Visualize Yahoo vs Google search results to a 2D scatter plot. Easy to find out which site is supported from both search engines. Also easy to find out search result differences of the locale.,Search,05.01.2008,https://www.programmableweb.com/mashup/colloid,"Google Search, Yahoo Search",Search,http://astraydot.com/srv/colloid/init,,
49,Czech property search engine with the largest selection of properties on a map.,Real Estate,05.01.2008,https://www.programmableweb.com/mashup/mapmap.cz,Google Maps,"Real Estate, Mapping",http://www.mapmap.cz/,,
50,Web search engine that allows users to vote on the quality and relevance of search results.,Search,05.01.2008,https://www.programmableweb.com/mashup/mafoochy,Alexa Web Search,"Search, Social",http://mafoochy.com,,
51,Find and rate the best Bloody Mary in your neighborhood.,Food,04.30.2008,https://www.programmableweb.com/mashup/best-bloody-mary,Google Maps,"Food, Mapping, Bars",http://www.BestBloodyMary.com,,
52,Use TiVo to display your Photobucket photos on your home television.,Photos,04.29.2008,https://www.programmableweb.com/mashup/photobucket-pics-tivo,Photobucket,"Photos, TV, Video",http://www.tivo.com/mytivo/howto/viewphotosandhomemovies/howto_view_photos_photobucket.html,,
53,Find free on-street parking in NYC and Brooklyn. Other cities being added.,Parking,04.28.2008,https://www.programmableweb.com/mashup/primospot,Google Maps,"Parking, New York City, Mapping",http://primospot.com,,
54,"SmartTickr.com is a realtime Ajax Reader for RSS-Feeds, Twitter, Flicker, MySpace, Facebook, del.icio.us, LinkedIn, Ebay, YouTube, Jaiku and Last.fm.",Music,04.28.2008,https://www.programmableweb.com/mashup/smarttickr,"Flickr, del.icio.us, eBay, YouTube, Last.fm, Facebook, Twitter, Jaiku, LinkedIn, MySpace, Photobucket","Music, Photos, Social",http://www.smarttickr.com,,
55,Displays the Twitter public timeline in real-time with Google Maps integration.,Blogging,04.28.2008,https://www.programmableweb.com/mashup/twitter-spy,"Google Maps, Twitter","Blogging, Social, Messaging, Mapping, Real Time",http://twitspy.com,,
56,A Bay Area apartment search mashed up with Google maps.,Mapping,04.27.2008,https://www.programmableweb.com/mashup/cazoodle-bay-area-apartment-search,Google Maps,"Mapping, Rentals, Real Estate",http://apartment.cazoodle.com,,
57,Darktemptation.com is a Swiss heavy metal magazine that features an events database with locations where the concerts and parties take place.,Music,04.27.2008,https://www.programmableweb.com/mashup/darktemptation,Google Maps,"Music, Events, Mapping, Events",http://www.darktemptation.com/locations_map.php,,
58,"Uses Twitter as an interface to bring your social graph to bear, uses Fire Eagle for secure sharing of your location, and uses Upcoming for cross-correlating events and locations.",Events,04.27.2008,https://www.programmableweb.com/mashup/fireball,"Upcoming.org, Twitter, Fire Eagle","Events, Messaging, Mapping, Blogging",http://fireballapp.com/,,
59,"An Atlas using Google maps. Upon querying a country, the map locates the country, it provides a list of useful links to learn about the country in question, and a aggregation of news from major RSS providers, filtered by country in Yahoo pipes.",Mapping,04.26.2008,https://www.programmableweb.com/mashup/atlas-news,"BBC, Google Maps","Mapping, Application Development, Government, News Services, Reference",http://ducatel.fr/empurer/lemonde.html,,Web
60,Windows Mobile and Microsoft Virtual Earth in real-time.,Mapping,04.26.2008,https://www.programmableweb.com/mashup/mobile-gps-tracking,Microsoft Bing Maps,"Mapping, Mapping, Real Time, Mobile",http://www.youtube.com/watch?v=afWuHoQV238,,
61,"ikasis is a YouTube video player. You can search for videos without reloading and breaking the actual video. The search result is played like a playlist. This is non-stop YouTube, like watching TV.",Video,04.26.2008,https://www.programmableweb.com/mashup/ikasis-youtube-player,YouTube,Video,http://comone.ath.cx,,
62,Flash-based interface for searching for rentals and housing. Uses Craigslist and Yahoo Maps.,Mapping,04.25.2008,https://www.programmableweb.com/mashup/housing-lookup,Yahoo Maps,"Mapping, Rentals, Real Estate",http://www.adsmap.net,,
63,"A social geomapped directory of more than 5.000 points of interest. Anyone is allowed to add, remove, move or rename markers.",French,04.25.2008,https://www.programmableweb.com/mashup/paris-paris,Google Maps,"French, Mapping, French",http://paris.gmapify.fr,,
64,"DBpedia Mobile maps DBpedia locations and allows users to explore background information about them by navigating into DBpedia and other interlinked datasets such as GeoNames, Revyu, EuroStat and Flickr. Supports 14 languages and various filters.",Reference,04.25.2008,https://www.programmableweb.com/mashup/dbpedia-mobile,"Google Maps, DBpedia","Reference, Mapping, Mobile, Semantics",http://wiki.dbpedia.org/DBpediaMobile,,
65,"Create an advanced photo calendar with your Flickr photos. It is easy to use, and there are many templates to choose from.",Photos,04.24.2008,https://www.programmableweb.com/mashup/custom-flickr-calendar,Flickr,"Photos, Calendars, eCommerce",http://www.wizCalendar.com,,
66,"Google Maps can easily be customized to display grave locations. A custom cemetery map using PDF, JPG, GIS formats, can also be displayed on the map as seen in the example.",Mapping,04.24.2008,https://www.programmableweb.com/mashup/cemetery-map,Google Maps,Mapping,http://www.laudontech.com/cemmap/,,
67,"Google Maps can easily be customized to display searchable floor plans. A floor plan drawing in PDF, JPG, GIS, CAD formats, can be displayed on the map as seen in this example.",Mapping,04.24.2008,https://www.programmableweb.com/mashup/office-floor-plan-maps,Google Maps,"Mapping, Office",http://www.laudontech.com/officeplans/,,
68,ClickPoint is a little game with OpenLayers and Google Maps. The goal of the game is to find random places on the map.,Mapping,04.24.2008,https://www.programmableweb.com/mashup/clickpoint,"Google Maps, GeoNames, OpenLayers, Panoramio","Mapping, Photos, Games, Wiki, Search, Humor",http://gis.ibbeck.de/ginfo/apps/ClickPoint/clickpoint.html,,
69,A simple mashup showing interesting Flickr photos.,Photos,04.24.2008,https://www.programmableweb.com/mashup/molotron,Flickr,"Photos, Visualizations",http://molotron.com/,,
70,See all the latest twitters as they are sent.,Messaging,04.23.2008,https://www.programmableweb.com/mashup/twitter-watch,Twitter,Messaging,http://mashup.omani.ac/twitter/twitter_watch.php,,
71,"A GPS-based social network that allows people to share geolocation data using a small application installed in their mobile devices. Follow in Google Earth real-time, send photos to Flickr, map to blogs, and more.",Mapping,04.23.2008,https://www.programmableweb.com/mashup/ipoki,"Flickr, Google Maps, Facebook, Twitter","Mapping, Mobile, Social, Messaging, Mapping",http://www.ipoki.com,,
72,BuddyBlend is a way to easily get all of your friends activities in one location without logging into a bunch of different Social Networks or making friends with people all over again.,Social,04.23.2008,https://www.programmableweb.com/mashup/buddyblend,"Flickr, del.icio.us, Facebook, Twitter, Digg, LinkedIn, FriendFeed","Social, Social, Feeds",http://buddyblend.com,,
73,"Mashup to search bed and breakfasts in Italy on Google Maps. Customized clustering based on province, with icons indicating the number of actual markers.",Travel,04.23.2008,https://www.programmableweb.com/mashup/bed-and-breakfast-italy,Google Maps,"Travel, Mapping, Italian",http://www.bbdormire.com,,
74,Renkler means colors in Turkish. This site has colors for Turkey. Still developing. It uses related colors and palettes from COLOURlovers.,Visualizations,04.23.2008,https://www.programmableweb.com/mashup/renkler,COLOURlovers,"Visualizations, Art",http://www.renkler.org/,,
75,"Firefox extension adding value to Google results page. Do your Google search as usual and on the results page a cloud of key concepts is generated. Click the ""Show text"" button, and a text summary of the results is generated below. Patent pendin",Search,04.22.2008,https://www.programmableweb.com/mashup/search-results-summarizer,"Google Search, Sensebot","Search, Semantics, Summary",http://www.semanticengines.com/plugins.htm,,
76,AA mashup using Degrafa drawing library in Flex with the ColourLovers API. Creates generative compositions via the Flash player.,Colors,04.22.2008,https://www.programmableweb.com/mashup/dekaf-lovers,COLOURlovers,"Colors, Art, Visualizations",http://visualrinse.com/dekafLovers,,
77,FeedFlix makes it easy to understand your Netflix rental patterns and makes it simple to share your Reviews or Queue with anyone on the net. Charts via the Google Chart API.,Charts,04.21.2008,https://www.programmableweb.com/mashup/feedflix,"Google Chart, Netflix","Charts, Movies",http://feedflix.com,,
78,SadakMap has developed a framework that allows blogging on the backdrop of a Map. Built on top of Google Maps and is integrated with Facebook and Flickr.,Blogging,04.21.2008,https://www.programmableweb.com/mashup/blog-map,"Flickr, Google Maps, Facebook","Blogging, Localization, Photos, Mapping, Social",http://www.sadakmap.com,,
79,"EggJax is a compact mashup constrained within the confines of a small egg. Several useful functions, derived from popular API's, are available quickly and concisely.",Reference,04.21.2008,https://www.programmableweb.com/mashup/eggjax,"Yahoo Maps, Yahoo Geocoding, Yahoo Local Search, Tinylink, WhitePages.com","Reference, Mapping, Mapping",http://www.tetoncode.com/,,
80,"Enter your postcode, how far to travel and what type of food you are looking for, and you will see all nearby food outlets in Northern Ireland.",Search,04.20.2008,https://www.programmableweb.com/mashup/food-n.-ireland,Google Maps,"Search, Mapping, Food",http://www.nifoodreview.com/find-a-local-food-outlet.htm,,
81,Real estate prices in Finland.,Real Estate,04.20.2008,https://www.programmableweb.com/mashup/houses-finland,Google Maps,"Real Estate, Mapping, Nordic",http://www.elisanet.fi/asuntojenhintatiedotmashup/,,
82,Best photos of supercars in Russia on Google Maps.,Mapping,04.19.2008,https://www.programmableweb.com/mashup/supercars-map,Google Maps,"Mapping, Auto, Auto",http://carsonmap.ru/,,
83,"Desktop audio tagging application that integrates with Lyricsfly and MusicBrainz. The information is metadata stored in a tag. The Jaikoz Audio Tag Editor is a tool to organize, edit, and correct thousands of tags at once.",Music,04.19.2008,https://www.programmableweb.com/mashup/jaikoz-audio-tagger,"MusicBrainz, Lyricsfly","Music, Audio, Applications",http://jthink.net/jaikoz,,
84,Take a glance into the community. SocialPeek looks at various popular social media services and user-generated media sites to generate real-time peeks into what people are really talking about right now.,Music,04.19.2008,https://www.programmableweb.com/mashup/socialpeek,"Technorati, del.icio.us, Last.fm, Twitter","Music, Bookmarks, Messaging, Social",http://www.socialpeek.com,,
85,Online map of properties entering foreclosure across the U.S. by metro area.,Mapping,04.18.2008,https://www.programmableweb.com/mashup/chromial,Google Maps,"Mapping, Real Estate",http://www.chromial.com/maps/,,
86,Real estate search for France.,Real Estate,04.17.2008,https://www.programmableweb.com/mashup/habiter-ici,Google Maps,"Real Estate, Mapping, French",http://www.habiter-ici.fr,,
87,"Map of March 2008 protests in Tibet, and ensuing events. With photos, summaries, and links to supporting documentation about the Tibetan Centre for Human Rights and Democracy, TCHRD, website.",Government,04.17.2008,https://www.programmableweb.com/mashup/maps-tibet-protests,Google Maps,"Government, Chinese",http://www.tchrd.org/maps/march_2008/,,
88,The Mashup allows you to search for Adobe Flex developer jobs based on your Zip code. Also you can SMS a job posting to your cell phone.,Jobs,04.16.2008,https://www.programmableweb.com/mashup/adobe-flex-developers-jobs-board,Microsoft Bing Maps,"Jobs, Mapping",http://elromdesign.com/blog/Flex/Jobs,,
89,Preview what every one is stumbling upon in StumbleUpon. Dynamically add or remove tabs for the tag of your interest from tag cloud.,Social,04.16.2008,https://www.programmableweb.com/mashup/stumbleupon-preview,Google Gadgets,"Social, Widgets",http://www.google.com/ig/directory?url=www.therandomhomepage.com/google/gadgets/StumbleUpon/module.xml,,
90,"Shows eBay items in an integrated GoogleMaps map. Calculates distances, allows sorting by distances. By clicking on an items distance, user can get directions based on his home address. Can be useful for saving shipping costs.",Mapping,04.16.2008,https://www.programmableweb.com/mashup/ebaymaps-guide,"eBay, Google Maps","Mapping, Auctions, eCommerce",http://people.emich.edu/dgeisel/ebaymaps/,,
91,"Interactive Travel Guide featuring 16,000+ destination guides, a full-screen interactive map, traveler reviews, videos, and 10,000+ photos. Combines Google Maps, WikiTravel, Wikipedia, Placeopedia, YouTube, and Google Video.",Travel,04.16.2008,https://www.programmableweb.com/mashup/iguide,"Google Maps, YouTube, Google AdSense","Travel, Air Travel, Hotels, Video, Mapping",http://iguide.travel,,
92,A local social network designed to find other local people who share your interests. Organize local activities and get local advice. It uses Google Maps to show where members live.,Localization,04.15.2008,https://www.programmableweb.com/mashup/street-size,Google Maps,"Localization, Social, Mapping",http://streetsize.com,,
93,Find homes that are in foreclosure.,Real Estate,04.15.2008,https://www.programmableweb.com/mashup/foreclosure-locator,Yahoo Maps,"Real Estate, Mapping",http://ihang10.com/Foreclosure,,
94,"Oamos pings search engines for up-to-date news, images, synonyms, music, and videos in relation to your topics. Meta-inspiratios engine.",Photos,04.15.2008,https://www.programmableweb.com/mashup/oamos,"Flickr, Technorati, Google Search, Yahoo Search, Amazon SimpleDB","Photos, News Services, Blogging, Music",http://www.oamos.com,,
95,"JobGeni is a new job search engine aggregator that supports several languages. What it does is to grab multiple RSS data feeds in real time from job boards spanning seventeen different countries, and present the jobs it has found to the user instantly.",Jobs,04.15.2008,https://www.programmableweb.com/mashup/jobgeni-rss-jobs-search-engine,,"Jobs, Search, Aggregation",http://www.jobgeni.com,,
96,"Use the Yelp Search widget to find reviews of restaurants, bars and businesses near you. Enable the Center setting to initially center the map on your location.",Mapping,04.14.2008,https://www.programmableweb.com/mashup/yelp-search,"Google Maps, Yelp Fusion, Widgetbox","Mapping, Widgets, Search, eCommerce",http://www.widgetbox.com/widget/yelp-search,,
97,An restaurant mashup based on Google maps. The locator allows visitors to search restaurants by keyword or category. It is also possible to search for restaurants located in a given neighborhood.,Mapping,04.14.2008,https://www.programmableweb.com/mashup/restaurant-locator,Google Maps,"Mapping, Canadian, Food",http://restocan.com,,
98,A mashup of Google Maps and Flickr's hosted videos.,Video,04.14.2008,https://www.programmableweb.com/mashup/flicks,"Flickr, Google Maps","Video, Mapping",http://photoskml.googlepages.com/flicks.htm,,
99,"Search video and music files on Youtube, MySpace, Metacafe, DailyMotion, Veoh, or Goear.",Video,04.13.2008,https://www.programmableweb.com/mashup/ociotube,"Yahoo Search, YouTube, AOL Video, Veoh","Video, Search, Music",http://www.ociotube.com,,
100,Pulls auction items from eBay for $5 dollar and below item. Pulls in real time.,Auctions,04.13.2008,https://www.programmableweb.com/mashup/5-dollar-auction,eBay,"Auctions, eCommerce",http://www.5dollarauctiondeals.com,,
101,A large and growing collection of Creative Commons animal photographs selected from Flickr.,Photos,04.13.2008,https://www.programmableweb.com/mashup/animal-photos,Flickr,"Photos, Animals",http://animalphotos.info/,,
102,Find the campaign contribution information for each US election candidate using this lookup tool based on the MAPLight API.,Government,04.13.2008,https://www.programmableweb.com/mashup/fec-candidate-id-lookup,MapLight,"Government, Government",http://www.maplight.org/map_fec/lookup_candidate,,
103,Mapanui - a pocket map for your browser. Australia based.,Australian,04.13.2008,https://www.programmableweb.com/mashup/mapanui,"Google Maps, Whereis","Australian, Mapping",http://www.mapanui.com,,
104,Twitter XMPP mashup in Rails that adds tweets that are tracked via Jabber using a bot to a database. An experiment that is part of a larger project.,Messaging,04.12.2008,https://www.programmableweb.com/mashup/twittermonkey,Twitter,Messaging,http://twittermonkey.com,,
105,Chart your musical relationships with your friends.,Music,04.11.2008,https://www.programmableweb.com/mashup/altio-diagram,Last.fm,"Music, Social, Charts",http://developers.altio.com/demo51/servlet/com.altio.login.AltioLogin?USER_NAME=admin&PASSWORD=admin&APP_ID=LAST.FM_2.0,,
106,"Export Basecamp projects to PDF. Creates reports for archiving, sharing and reading offline. Now supports images.",Photos,04.10.2008,https://www.programmableweb.com/mashup/export-reports,Basecamp,"Photos, Charts, Enterprise",http://www.exportreports.com,,
