,Description,Category,Submitted,Meta_Url,Related APIs,Categories,URL,Company,App Type
15,Public transport system in Paris mapped.,Transportation,09.21.2007,https://www.programmableweb.com/mashup/transports-paris,Google Maps,"Transportation, French, Transportation, Transportation, Transportation",http://www.navitia.com,,
16,"UK interactive guide of pubs that serve real ale. Features reviews, visits, photos, and a forum.",Mapping,09.20.2007,https://www.programmableweb.com/mashup/real-ale-hunter,Google Maps,"Mapping, England, Beer",http://www.realalehunter.co.uk/map/index.html,,
17,Free language exchange. A language-learning social network based on Skype. Learn a language while you meet new people and earn some money.,Messaging,09.20.2007,https://www.programmableweb.com/mashup/soziety,Skype,"Messaging, Translation, Language, Voice",http://www.soziety.com/,,
18,Lets you tour the Internet via a Skype bot.,Messaging,09.20.2007,https://www.programmableweb.com/mashup/pambot,Skype,"Messaging, Bots",https://extras.skype.com/1081/view,,
19,"Winner of the 2007 Skype Mashup Competition. Send a fax to any fax machine in the world and easily pay with your Skype Credit. No registration needed, no pre-payment.",Messaging,09.20.2007,https://www.programmableweb.com/mashup/pamfax,Skype,"Messaging, Fax",https://extras.skype.com/categories/all/good?,,
20,Watch new photos being uploaded to Flickr in real time. Uses Ajax.,Photos,09.19.2007,https://www.programmableweb.com/mashup/flickr-watch,Flickr,Photos,http://mashup.omani.ac/flickr/flickr_watch.php,,
21,"Zenoss Core is an open source systems management platform that monitors your whole infrastructure. Starting with version 2.1, all geographical network data is overlaid on Google Maps.",Mapping,09.19.2007,https://www.programmableweb.com/mashup/zenoss-core,Google Maps,"Mapping, Monitoring, Enterprise",http://sourceforge.net/projects/Zenoss,,
22,Shaded relief mashup of the world for Google Maps. Use the drop-down lists in the top-left to view a specific element.,Mapping,09.19.2007,https://www.programmableweb.com/mashup/shaded-relief-maps,Google Maps,"Mapping, Mapping, Science",http://www.maps-for-free.com/,,
23,Add and view dead cell phone areas by carrier.,Mobile,09.19.2007,https://www.programmableweb.com/mashup/dead-cell-zones,Pushpin,"Mobile, Mapping, Telephony",http://www.deadcellzones.com/,,
24,"The fractal view of GeoPix shows a fractal tiled structure over an interactive map. The user controls the point of view and the scale using the map, and the system fills the tiles in the fractal view with the appropriate images.",Photos,09.19.2007,https://www.programmableweb.com/mashup/geopix-fractal-view,"Flickr, Google Maps, GeoNames, Panoramio","Photos, Mapping, Mapping",http://opensource.crs4.it/geopixrun/script/fractal.html,,
25,Explore the world and see pictures placed directly on the map. You can filter the pictures using the tags and click on pictures to save your favorites in an itinerary.,Travel,09.19.2007,https://www.programmableweb.com/mashup/geopix-0,"Flickr, Google Maps, Panoramio","Travel, Photos, Mapping, Mapping",http://geopix.crs4.it,,
26,Sightseeing via a World Video Map. Watch and map videos on Google Maps and Google Earth.,Travel,09.19.2007,https://www.programmableweb.com/mashup/world-video-map,Google Maps,"Travel, Mapping, Video",http://www.clipglobe.com/map,,
27,"When the average North American sits down to eat, each ingredient has typically traveled at least 1,500 miles. Use this interactive map and the 100-Mile Diet book to eat local, think global.",Mapping,09.18.2007,https://www.programmableweb.com/mashup/eat-locally-map,Google Maps,"Mapping, Food, Sustainability, Environment",http://100milediet.org/get-started/map,,
28,Route Scanner automatically works out relevant traffic incidents which could affect your journey and displays them on an interactive map. It uses RSS feeds from the BBC and Highways Agency. UK Only.,Mapping,09.18.2007,https://www.programmableweb.com/mashup/route-scanner,"BBC, Google Maps","Mapping, Transportation, Travel, England",http://www.routescanner.co.uk,,
29,Finds books related to each other using the Amazon mashup.,eCommerce,09.18.2007,https://www.programmableweb.com/mashup/scholr,Amazon Product Advertising,"eCommerce, Books",http://www.scholr.co.uk/,,
30,"GoolzOOm, Google Maps and Spanish Cadastre and Sigpac.",Spanish,09.18.2007,https://www.programmableweb.com/mashup/goolzoom,"Google Search, Panoramio, Google Custom Search","Spanish, Mapping, Real Estate",http://www.goolzoom.com,,
31,This site was born with the idea of creating a virtual space where anybody can upload their photographic works in panoramic format and relate them to the place where they were taken.,Photos,09.18.2007,https://www.programmableweb.com/mashup/viewat.org-world-panoramic,Google Maps,"Photos, Mapping, Panorama, Travel",http://viewat.org,,
32,Architecture 2030 study of climate induced sea level rise on coastal cities in United States. See side by side images of what will happen.,Science,09.17.2007,https://www.programmableweb.com/mashup/climate-change-2030,Google Maps,"Science, Environment, Sustainability, Mapping",http://www.mibazaar.com/nationundersiege/,,
33,"Faceforce integrates Facebook profile information with Salesforce data in real time, providing you with an instant 360 degree view of customers, prospects, and business associates. View and manage all your contacts in one place.",Social,09.16.2007,https://www.programmableweb.com/mashup/faceforce,"Salesforce, Facebook","Social, Contacts, Enterprise",https://www.salesforce.com/appexchange/detail_overview.jsp?id=a0330000003z9bdAAA,,
34,"Select a city and then view happy hour time-lines, reviews, pub crawls, bar locations, and more. Has Portland Oregon, Seattle, Columbus Ohio, and Dallas so far.",Bars,09.16.2007,https://www.programmableweb.com/mashup/urbandrinks,Google Maps,"Bars, Beer, Mapping, Food",http://www.urbandrinks.com/,,
35,"Map of gay bars, clubs, hotels, shops etc. in Madrid and in the Chueca neighborhood.",Spanish,09.15.2007,https://www.programmableweb.com/mashup/gay-city-map-madrid,Google Maps,"Spanish, Mapping, Travel, Spanish, Adult, Bars",http://www.patroc.com/madrid/,,
36,Map and list of museums in Paris with free admission opportunities.,Mapping,09.15.2007,https://www.programmableweb.com/mashup/free-museums-paris,Google Maps,"Mapping, Travel, French, Art",http://www.patroc.com/paris/free-museums.html,,
37,Pakistan's complete map with home address search.,Pakistani,09.15.2007,https://www.programmableweb.com/mashup/naksha,Google Maps,"Pakistani, Mapping, Addresses",http://www.naksha.pk,,
38,Youtube and Revver video on Google Maps.,Mapping,09.15.2007,https://www.programmableweb.com/mashup/videomap,"Google Maps, YouTube, Revver","Mapping, Video",http://www.videomap.it/en/,,
39,"Track US flights in realtime. See results overlaid on a Google Map. If bored, click the Track Random Flight button.",Mapping,09.14.2007,https://www.programmableweb.com/mashup/track-flight-status,Google Maps,"Mapping, Air Travel, Travel, Air Travel",http://www.flightstats.com/go/FlightTracker/flightTracker.do,,
40,"Best cities for singles with respect to many parameters, including cost of living, career prospects, nightlife and more. Map data based on rankings compiled by Forbes.",Dating,09.14.2007,https://www.programmableweb.com/mashup/best-cities-singles,Google Maps,"Dating, Mapping, Dating",http://www.findmapping.com/single_dating/bestcitiesforsingles.php,,
41,UK price comparison website for sat nav systems. Searches through own prices as well as eBay auctions.,England,09.13.2007,https://www.programmableweb.com/mashup/compare-sat-nav,eBay,"England, Auctions, eCommerce",http://www.comparesatnav.co.uk/,,
42,Get free delivery by finding cheap products to take your basket over £15. Only lists available stock.,eCommerce,09.13.2007,https://www.programmableweb.com/mashup/amazon-uk-basket-filler,Amazon Product Advertising,"eCommerce, England",http://www.4060.co.uk/amazon.html,,
43,A mashup using Google Maps to visually find hotels in the UK.,Mapping,09.13.2007,https://www.programmableweb.com/mashup/hotel-room-uk,Google Maps,"Mapping, Hotels, Travel",http://www.hotelroomuk.com/,,
44,"The damage radii of each quake is displayed around each epicenter. Shows power and reach of quakes as they happen. US, European, and Australian feeds improve global coverage.",Science,09.13.2007,https://www.programmableweb.com/mashup/world-wide-earthquakes,"Google Maps, Google Mashup Editor","Science, Mapping, Earthquakes",http://earthquake.googlemashups.com,,
45,"Allows other maps to be layered over a Yahoo. Map to show additional detail of a location. Now you can mix together the detail of a point-of-interest map — such as airports, college campuses, sports arenas, historic maps and others.",Mapping,09.12.2007,https://www.programmableweb.com/mashup/yahoo-mapmixer,Yahoo Maps,"Mapping, Travel, Reference, Localization",http://maps.yahoo.com/map,,
46,Find products on Yahoo Shopping by color. This feature was initially developed as a mashup during an internal Yahoo Hack Day event in early 2007.,eCommerce,09.12.2007,https://www.programmableweb.com/mashup/yahoo-shop-color,Yahoo Shopping,"eCommerce, Search",http://www.yahoo.com,,
47,Advanced music videos search.,Music,09.12.2007,https://www.programmableweb.com/mashup/topstube,YouTube,"Music, Video",http://www.topstube.com,,
48,"Localmouth aggregates local information for places in the UK. It provides events, property, jobs, news and other listings relevant to a given village, town or suburb.",Mapping,09.12.2007,https://www.programmableweb.com/mashup/localmouth,"Google Maps, Geograph","Mapping, England, Events, Localization",http://www.localmouth.com/,,
49,"A motorcycle finding mashup that aggregates from eBay motors, eBay, and other sources, with a Google Maps map.",Cycling,09.12.2007,https://www.programmableweb.com/mashup/motorcycles-nearby,"eBay, Google Maps","Cycling, Transportation, eCommerce, Mapping",http://motorcyclesnearby.net,,
50,"A vehicle-finding mashup, aggregating from eBay motors and Craigslist with a GoogleMaps view.",Auto,09.12.2007,https://www.programmableweb.com/mashup/autosnearby,"eBay, Google Maps","Auto, Auto, Mapping, Classifieds, eCommerce",http://autosnearby.net,,
51,Use WeoCEO to manage your Amazon Web Services deployments on EC2 and S3.,Hosting,09.12.2007,https://www.programmableweb.com/mashup/weoceo-amazon-s3-and-ec2,"Amazon S3, Amazon EC2","Hosting, Storage",http://weoceo.weogeo.com/,,
52,"Services to help manage your deployments running on Amazon S3 and EC2 services: manage instances, backups, deployments, and monitoring.",Storage,09.12.2007,https://www.programmableweb.com/mashup/rightscale,"Amazon S3, Amazon EC2","Storage, Hosting",http://www.rightscale.com/,,
53,Search Flickr by tags.,Search,09.11.2007,https://www.programmableweb.com/mashup/textecho.com,Flickr,"Search, Photos",http://www.textecho.com,,
54,"Front-end to WebMD information and MedScapes News items designed for the iPhone or iPod Touch, or you can view it in the Safari 3.0 Beta. It uses published links and news feeds by WebMD.",News Services,09.11.2007,https://www.programmableweb.com/mashup/chondriac,,"News Services, Health",http://www.chondriac.com,,
55,"Simple use of the API, integrated with vBulletin software.",Forums,09.11.2007,https://www.programmableweb.com/mashup/shopping.com-vbulletin,Shopping.com,"Forums, eCommerce",http://www.hardwareforums.com/,,
56,Find maps of wineries found within each wine region.,Wine,09.11.2007,https://www.programmableweb.com/mashup/winegeeks,Google Maps,"Wine, Mapping, Food",http://winegeeks.com/appellations/,,
57,Application using the Prosper API to help lenders and group leaders get the most out of their Prosper membership.,Financial,09.11.2007,https://www.programmableweb.com/mashup/prosper-itus,Prosper,"Financial, Banking, Financial",http://www.prosper-itus.com,,
58,"GoMojo is a music community and search tool. Web site artist search: SNOCAP stores, eBay auctions, YouTube videos, syndicated news. Links to shops, blogs, Flickr, Live365 radio.
Desktop app: photo tagger/uploader for Flickr, compact Amazon browser.",Music,09.11.2007,https://www.programmableweb.com/mashup/gomojo,"Flickr, Technorati, Amazon Product Advertising, eBay, Google Maps, YouTube, SNOCAP","Music, eCommerce, Social, Events, Photos, News Services",http://www.gomojo.net,,
59,"Search wikipedia, images, videos, and Web at once.",Search,09.11.2007,https://www.programmableweb.com/mashup/wikicinema,Yahoo Search,"Search, Photos, Video, Wiki",http://spinnaker.sakura.ne.jp/wikicinema/en/,,
60,"Send messages and pictures to the world, to groups or other users on the map. Create your own mashup without any knowledge of the Google Maps API.",Messaging,09.11.2007,https://www.programmableweb.com/mashup/mymapchat,Google Maps,"Messaging, Mapping, Chat",http://www.mymapchat.com,,
61,Travel site for people who do not always follow the crowds. Combines directions with points of interest.,Mapping,09.10.2007,https://www.programmableweb.com/mashup/simpatigo-points-interest,Google Maps,"Mapping, Travel",http://www.simpatigo.com,,
62,"My Pet Profile widget, MatchMyPet, lets you create and display your pets profile through your Netvibes personal page.",Pets,09.10.2007,https://www.programmableweb.com/mashup/my-pet-profile-widget,Netvibes,"Pets, Social, Widgets, Animals",http://eco.netvibes.com/uwa/203325/matchmypet-my-pet-profile,,
63,Hungarian social mapping and travel site.,Photos,09.10.2007,https://www.programmableweb.com/mashup/itt-voltam-hungary,,"Photos, Travel, Mapping",http://www.ittvoltam.hu/,,
64,"A Firefox extension for viewing Digg stories in Firefox sidebar in real time. Uses the Digg API to retrieve the data from Digg. The categories of stories, such as Popular and Upcoming can be chosen.",News Services,09.09.2007,https://www.programmableweb.com/mashup/digg-sidebar-firefox,Digg,"News Services, Widgets, Bookmarks",http://diggsidebar.googlepages.com,,
65,"See where the US presidential candidates are on the campaign trail with this map. Timeline slider lets you see where they are now or will be in the future. Choose individual candidates, a state, and video.",Mapping,09.08.2007,https://www.programmableweb.com/mashup/map-candidates,Google Maps,"Mapping, Government, Video, News Services, Government",http://www.mapthecandidates.com/,,
66,"News, videos, and more about the ABC network show, Lost.",Video,09.08.2007,https://www.programmableweb.com/mashup/lostdocs,"YouTube, Yahoo Image Search","Video, TV",http://www.lostdocs.com,,
67,MapSkip allows you to share stories and photos about the places that are important in your life.,Photos,09.08.2007,https://www.programmableweb.com/mashup/mapskip,Google Maps,"Photos, Mapping, Social",http://www.mapskip.com/,,
68,"Made for the iPhone, provides reviews and prices. Uses iPhone Atom code, Google Ajax Feeds, and CNET. Search lets you enter a product number and get reviews and prices, which is handy when you are in a store like Best Buy.",eCommerce,09.07.2007,https://www.programmableweb.com/mashup/iphonecnews,CNET,"eCommerce, Mobile",http://www.iphonecnews.com,,
69,"View service centers in both directions on Highway 401 between Montreal and Toronto. Tourist stops near Highway 401 are included, as well as traffic cameras for Toronto and Montreal.",Mapping,09.07.2007,https://www.programmableweb.com/mashup/highway-401-service-centers,Google Maps,"Mapping, Canadian, Canadian, Transportation, Travel",http://www.findmapping.com/toronto-montreal/highway401.php,,
70,to.uri.st is a geocoded database of tourist attractions the World over. We have a RESTful API to allow reading and updating of our copyleft data.,Mapping,09.06.2007,https://www.programmableweb.com/mashup/to.uri.st,"Flickr, Google Maps","Mapping, Search, Travel",http://to.uri.st/,,
71,Click any location on the map to know its elevation.,Mapping,09.06.2007,https://www.programmableweb.com/mashup/elevation-demo,"Microsoft Bing Maps, Windows Live Spaces, USGS Elevation Query Service","Mapping, Science, Reference",http://jamesedmunds.com/poorclio/elevationdemo.cfm,,
72,"Information, news and satellite maps about ski resorts in Canada.",Mapping,09.06.2007,https://www.programmableweb.com/mashup/skiing-canada,Google Maps,"Mapping, Canadian, Sports, Sports",http://www.skiingincanada.ca,,
73,"An interactive Digg badge in a one-line JavaScript include. Highly configurable, including discussion topics, popular stories, zoom to view readers, and more.",Bookmarks,09.06.2007,https://www.programmableweb.com/mashup/digg-box,Digg,"Bookmarks, Social, News Services",http://kentbrewster.com/put-your-digg-in-a-box/,,
74,"French real estate, roommate and job mashup.",French,09.06.2007,https://www.programmableweb.com/mashup/french-real-estate-and-jobs,Google Maps,"French, Mapping, Real Estate, Housing, Jobs",http://www.mapaza.fr,,
75,"Allows eBay users to avoid paying delivery charges, by allowing you to see auctions near your location and doing a by-hand delivery.",Mapping,09.06.2007,https://www.programmableweb.com/mashup/baymalin,"eBay, Google Maps","Mapping, Auctions, French, eCommerce",http://www.baymalin.com,,
76,"Consolidates different Web components for college students. Contains Google search, video and local search, local businesses, maps, news feeds, professor searches, local drink specials, and games.",Reference,09.05.2007,https://www.programmableweb.com/mashup/campus-atlas,"Amazon Product Advertising, Google Search, Google Maps, Google AdSense, Facebook","Reference, Video, Mapping, Education, eCommerce, Education",http://thecampusatlas.com,,
77,Displays Amtrak rail routes and stations on Google Maps.,Mapping,09.04.2007,https://www.programmableweb.com/mashup/amtrak-map,Google Maps,"Mapping, Mapping, Transportation, Transportation",http://mapmash.googlepages.com/amtrak.html,,
78,This Facebook app allows you to connect to Zillow from Facebook. View information about your house and see what your friends houses are worth.,Widgets,09.04.2007,https://www.programmableweb.com/mashup/keep-jones,"Microsoft Bing Maps, Facebook, Zillow","Widgets, Mapping, Financial, Social, Real Estate",http://apps.facebook.com/keepingupwiththejone/,,
79,Guide to Bed and Breakfasts and hotels in France.,Travel,09.04.2007,https://www.programmableweb.com/mashup/cybevasion,Google Maps,"Travel, Hotels, French, Mapping",http://www.cybevasion.com,,
80,"Nationwide bar, night club, and restaurant reviews. Use this map based search engine to find nightlife across the country.",Localization,09.04.2007,https://www.programmableweb.com/mashup/epartyguide.com,"Flickr, Yahoo Maps, Yahoo Local Search","Localization, Mapping, Photos, Food, Bars",http://www.epartyguide.com,,
81,"LazyLibrary lets you find books on any topic without having to worry about high page counts. If it is over 200 pages, you will not even see it. Read all about anything, in less time, for usually less money.",Books,09.03.2007,https://www.programmableweb.com/mashup/lazylibrary,Amazon Flexible Payments Service,"Books, eCommerce, Humor",http://lazylibrary.com,,
82,"Get live weather information from MSN on your mobile phones using WAP, SMS, or Email. Type msnweather followed by a zip code. Get weather updates within seconds.",Messaging,09.03.2007,https://www.programmableweb.com/mashup/mobile-weather-search,"411Sync, Microsoft Bing","Messaging, Weather, Mobile, Messaging",http://www.411sync.com/cgi-bin/search?query=msnweather%2098102,,
83,"Mashup of Citysearch and Google Maps to help find the best restaurants, hotels, nightlife, shopping and services in major US cities as voted on Citysearch.com.",Travel,09.03.2007,https://www.programmableweb.com/mashup/best-citysearch-mashup,Google Maps,"Travel, Food, Mapping, Entertainment, eCommerce",http://mapmash.googlepages.com/citysearch.htm,,
84,"World news streaming TV mashup with Google Maps. Watch live world news TV from various TV channels like CNN, BBC, Sky News, ABC News Now, CCTV-9 China, Iran PressTV, France24, CNN IBN India, and Russia Today. Windows Media player required.",News Services,09.03.2007,https://www.programmableweb.com/mashup/world-news-tv,Google Maps,"News Services, Video, TV, Streaming",http://mapmash.googlepages.com/tvmap.htm,,
85,"All Tchibo shopping offers in a tiny gadget. Never miss a bargain. Supports Tchibo.co.uk, Tchibo.eu, Tchibo.de, Tchibo.at, Tchibo.ch and Tchibo.nl.",Widgets,09.02.2007,https://www.programmableweb.com/mashup/tchibo-igoogle-gadget,"Google Desktop, Google Gadgets, Amazon EC2","Widgets, eCommerce",http://igooglegadgets.filzhut.net/tchibo/,,
86,Flickr Tool developed using Flickr and YahooMap REST APIs. This is an Adobe AIR version of MyFlickrTool.,Mapping,08.31.2007,https://www.programmableweb.com/mashup/flickair,"Flickr, Yahoo Map Image","Mapping, Photos",http://neo.warrior.googlepages.com/,,
87,Virtual Earth Mashup to help find sports location and event in your area. You can find out about the sports you are interested in and event arrange a meeting of your own at your favourite location. Make new friends who do the same sports as you.,Social,08.31.2007,https://www.programmableweb.com/mashup/do-my-sport,Microsoft Bing Maps,"Social, Mapping, Cycling, Sports, Mapping, Sports",http://www.domysport.com,,
88,View freelance jobs from Indeed.,Search,08.31.2007,https://www.programmableweb.com/mashup/freelanceapp,indeed,"Search, Jobs",http://www.freelanceapp.com,,
89,One-line JavaScript include gets you instant social networking via Twitter.,Social,08.30.2007,https://www.programmableweb.com/mashup/twitterati,Twitter,"Social, Messaging",http://kentbrewster.com/twitterati/,,
90,"One Stop Cottage, the Holiday Cottage Search Engine, is a very fast way to find your UK holiday cottage. It quickly searches over 40,000 cottages from 35 companies.",Travel,08.30.2007,https://www.programmableweb.com/mashup/one-stop-cottage,Google Maps,"Travel, England, Real Estate, Holidays",http://www.onestopcottage.co.uk,,
91,MeteoStone is an experimental project for people to collect and share meteorological data about weather all over the world.,Weather,08.30.2007,https://www.programmableweb.com/mashup/meteostone-social-weather-service,Google Maps,"Weather, Mapping",http://meteostone.com,,
92,"Images, videos, and news about your favorite celebrities from Yahoo, YouTube and Technorati.",Video,08.30.2007,https://www.programmableweb.com/mashup/celebrity-cryosites,"Technorati, YouTube, Yahoo Image Search","Video, Search, News Services, Celebrities, Photos",http://www.cryosites.com,,
93,Mashup of the Penn State campus map with Google Maps. You can search for a building on the map.,Education,08.30.2007,https://www.programmableweb.com/mashup/penn-state-campus-map,Google Maps,"Education, Mapping",http://www.psumap.com/psu-map.html,,
94,"Kids party entertainer and venue mashup--aggregates photos, videos and reviews, and helps parents find the right kids entertainment within their budgets.",Family,08.29.2007,https://www.programmableweb.com/mashup/peppers-and-pollywogs,"Google Maps, Yahoo Local Search, Google Calendar, Facebook, Google Base, Google Checkout","Family, Social, Events",http://www.pepperspollywogs.com,,
95,Review mashup for new Turkish President Mr. Abdullah Gul. You can enter the location where you live and put reviews on the map about Mr. Abdullah Gul.,Mapping,08.29.2007,https://www.programmableweb.com/mashup/abdullah-gul-reviews,Google Maps,"Mapping, Government",http://www.abdullahgul.com,,
96,"Best beaches, diving, parks, pictures from the island of Okinawa, Japan. See virtual images, panoramas, and aerial photographs of places to visit. Pictures link to reviews, driving directions, maps, and slideshows.",Sports,08.29.2007,https://www.programmableweb.com/mashup/okinawa-japan-travel-guide,Google Maps,"Sports, Japanese, Photos, Travel",http://www.time2pcs.com/Google%20map.htm,,
97,iPhoneRevu is a map and list view of Yelp Reviews formated for the iPhone. iPhoneRevu is a Yelp front-end for the iPhone.,Mapping,08.28.2007,https://www.programmableweb.com/mashup/iphonerevu,"Google Maps, Yelp Fusion","Mapping, Mobile",http://www.iphonerevu.com,,
98,Google News Feed Reader for the Apple iPhone.,News Services,08.28.2007,https://www.programmableweb.com/mashup/iphoneatom,,"News Services, Feeds",http://www.iphoneatom.com,,
99,"GCC 2007 allows participants to track their progress on a virtual journey around the globe. The journey is measured by steps, which are tracked on pedometers. The solution manages 161 locations in a CMS to track and zoom between each one.",Sports,08.28.2007,https://www.programmableweb.com/mashup/global-corporate-challenge,Google Maps,"Sports, Mapping",http://www.gcc2007.com,,
100,"An auction sharing community where users find, share, and rate interesting eBay auctions.",eCommerce,08.28.2007,https://www.programmableweb.com/mashup/fleabay,eBay,"eCommerce, Auctions, Social",http://www.onlineauction.me/,,
101,"Loc Amigos helps you find your friends all over the web. It will match up friends in your address books with their profiles across lots of social networking sites like MySpace, Flickr, and others.",Photos,08.26.2007,https://www.programmableweb.com/mashup/loc-amigos,Yahoo Mail,"Photos, Social, Mail",http://www.locamigos.com/,,
102,A Mac OS X desktop application that lets you browse your del.icio.us accounts.,Bookmarks,08.26.2007,https://www.programmableweb.com/mashup/cocoalicious,del.icio.us,Bookmarks,http://www.scifihifi.com/cocoalicious/,,
103,Mac OS X 10 Spotlight plug-in to search del.icio.us,Search,08.26.2007,https://www.programmableweb.com/mashup/delimport,del.icio.us,"Search, Bookmarks, Plugins",http://ianhenderson.org/delimport.html,,
104,"Listings of items discounted by 50 percent or more on Amazon.com in US, UK, France and Germany.",eCommerce,08.25.2007,https://www.programmableweb.com/mashup/price-cut-review,Amazon Product Advertising,eCommerce,http://www.pricecutreview.com,,
105,Displays all Formula One Grand Prix Circuits raced from 1950 to 2007.,Sports,08.25.2007,https://www.programmableweb.com/mashup/formula-one-grand-prix-circuit,Google Maps,"Sports, Mapping, Auto, Sports, Sports",http://f1gmap.googlepages.com/f1circuits.htm,,
106,Displays Portland TriMet MAX light rail lines and stations on Google Maps.,Mapping,08.25.2007,https://www.programmableweb.com/mashup/portland-transit-trimet-max,Google Maps,"Mapping, Transportation, Transportation",http://mapmash.googlepages.com/portlandmax.html,,
107,IbizaA-Z.com and Ibiza Now Magazine. Everything from one Google Map.,Mapping,08.25.2007,https://www.programmableweb.com/mashup/all-ibiza-one-google-map,"Flickr, BBC, Google Maps","Mapping, Travel",http://www.ibizaa-z.com/,,
108,"Local search of places close to the subway stations in Sao Paulo, Brazil.",Brazilian,08.25.2007,https://www.programmableweb.com/mashup/sao-paulo-subway,Google Maps,"Brazilian, Mapping, Transportation",http://www.urbzy.com,,
109,Enter your Youtube username and press the button to create an RSS feed with embedded movies of your Youtube Favorites.,Feeds,08.25.2007,https://www.programmableweb.com/mashup/youtube-favorites-rss,"YouTube, Dapper","Feeds, Video",http://www.metaportaldermedienpolemik.net/blog/Youtube%20Favorites%20RSS,,
110,"Search for health-related products on Drugstore.com using SMS, WAP, or Email. Compare prices of different products. Type drugstore followed by the product name to view search results.",Search,08.24.2007,https://www.programmableweb.com/mashup/mobile-pharma-search,411Sync,"Search, Mobile, Messaging",http://www.411sync.com/cgi-bin/search?query=drugstore%20naproxen,,
111,Map based search for lowest petrol price and station locations around Western Australia.,Transportation,08.24.2007,https://www.programmableweb.com/mashup/wa-fuel-finder,Google Maps,"Transportation, Australian, Mapping, Transportation, Australian",http://wafuelfinder.com,,
112,A new developing comparison shopping mashup using Shopping.com API.,eCommerce,08.23.2007,https://www.programmableweb.com/mashup/shopsgenius,Shopping.com,"eCommerce, Prices, Comparisons",http://www.shopsgenius.com,,
