,Description,Published,Meta_Url,Languages,Provider,Asset URL,Repository,Terms Of Service
10," Eskimo is a framework that helps developers construct Node.js powered APIs, online retail stores, and other applications. Eskimo is a boilerplate framework, providing simple scaffolding for rapidly developing prototypes and minimum viable products. The framework depends on Mongoose for NoSQL, Jade for HTML, Bookshelf for MySQL/MariaDB/PostgreSQL, and less LESS as a pre-processor and for middleware routing. The framework is customizable with a configuration file that enables the developer to exclude unnecessary parts.",12.02.2014,https://www.programmableweb.com/framework/eskimo-node.js-framework,"JavaScript, Node.js",,http://eskimo.io,https://github.com/niftylettuce/eskimo,
11," The Freedomotic Framework is an open-source, flexible, and secure development framework. It's functions can help in building and managing modern smart spaces for individuals and business users. Freedomotic's framework works to provide solutions to creating building automation systems, small retail environments and more, and has the ability to be integrated with other automated technologies.",11.27.2014,https://www.programmableweb.com/framework/freedomotic-framework,Java,,http://freedomotic.com/,https://github.com/freedomotic/freedomotic,
12," Zend is a Framework on PHP. Some of the features include security, modularity, and community. To start with Zend Framework 2, it is recommendable to run at least PHP 5.3.23 with Apache web server and MySQL via PDO extension. Resources include a getcomposer link to create a project from scratch using the skeleton application available on Github, modules to organize a main application specific within each module, routing and controllers to build an inventory, database to run SQL statements, styling to remove any copyright messages, and actions to store to the database.",11.24.2014,https://www.programmableweb.com/framework/zend-framework,PHP,Zend,http://framework.zend.com/,https://github.com/zendframework/zf2,
13," Restlet is a framework on Java. Some of the steps to interact with Restlet include concepts related to web browsers, REST architecture, virtual hosts, static files, and URI redirection. In particular, this RESTlet framework contains diverse features that could be useful to create, scale, and extend API development projects. Restlet provides Web API support with REST and HTTP concepts, tunneling service with any HTTP methods, and automatic processes with URI variables extraction. Configuration includes Java via RESTlet API and via XML/WADL files. To scale a project, the service supports non-blocking NIO modes, asynchronous request processing decoupled from IO operations, and fully multi-threaded design per-request resource.",11.24.2014,https://www.programmableweb.com/framework/restlet-framework,Java,Restlet,http://restlet.com/products/restlet-framework/,http://restlet.com/downloads/current/#release=stable&edition=jse&distribution=zip,
14," SproutCore is an open source framework on JavaScript. The origins of SproutCore go back to 2007, when the project was developed by Apple, inspired by Cocoa, and maintained by a growing community. This framework offers features to develop applications for web and mobile. Some of them include KVO, optimized view layer, 50,000 items with the same DOM, compliant with WAI-ARIA, and offline support via Apache and Cordova.",11.24.2014,https://www.programmableweb.com/framework/sproutcore-framework,JavaScript,Apple,http://sproutcore.com/,https://github.com/sproutcore/sproutcore/,
15," Datumbox Machine Learning Framework is written Java, which enables the development of Machine Learning and Statistical applications. With this framework, developers have access to a number of machine learning algorithms &amp; statistical tests.",11.21.2014,https://www.programmableweb.com/framework/datumbox-framework,Java,Datumbox,http://www.datumbox.com/machine-learning-framework/,https://github.com/datumbox/datumbox-framework,
16," Cake PHP is a framework that aims to build web applications with less code. Simplicity and easiness are the core values for this framework. In the site users can review the reasons why Cake PHP is convenient to create web applications. Some of the rationale includes quick development, clean MVC conventions, and a friendly MIT license. Clinic Finder, MapMe, and ScratchMIT are 3 examples that currently deploy the Cake PHP framework.",11.21.2014,https://www.programmableweb.com/framework/cake-php-framework,PHP,,http://cakephp.org/,https://github.com/cakephp/docs,
17," Guzzle is a framework on PHP HTTP that allows to interact with web services. Guzzle's characteristics aim to simplify POST requests with pluggable HTTP handlers and synchronous/asynchronous requests. Components contain log, OAuth, cache, retry, and message integrity subscribers.",11.21.2014,https://www.programmableweb.com/framework/guzzle-framework,PHP,,http://docs.guzzlephp.org/en/latest/,https://github.com/guzzle/guzzle/blob/master/docs/index.rst,
18, Flight is a micro-framework on PHP that allows developers to create RESTful applications. Flight requires PHP 5.3 or greater and it is licensed by MIT.,11.21.2014,https://www.programmableweb.com/framework/flight-framework,PHP,,http://flightphp.com/,https://github.com/mikecao/flight,
19," Fat-Free is a framework on PHP. To develop applications, users can refer to the guide available on the site, that includes instructions for interact with routing engines, plug-ins, and framework variables.",11.21.2014,https://www.programmableweb.com/framework/fat-free-framework,PHP,,http://fatfreeframework.com/home,https://github.com/bcosca/fatfree,
20," Sencha Touch is an HTML5 framework that helps to create mobile applications targeted to businesses. This framework provides over 50 built-in components, customized themes, and a built model view controller.",11.21.2014,https://www.programmableweb.com/framework/sencha-touch-framework,JavaScript,,http://www.sencha.com/products/touch,http://docs.sencha.com/touch/2.4/,
21," Atoms Neurospeech is a JavaScript framework inspired from Flex and Silverlight. Atoms offers one time/one way/two way bindings, component object model, one liner AJAX, customizable UI scopes, cascade selections, and ready to use line of business controls.",11.20.2014,https://www.programmableweb.com/framework/atoms-neurospeech-framework,JavaScript,,http://atoms.azurewebsites.net/docs/index.html,https://github.com/neurospeech/atoms.js,
22," Rico is a framework on JavaScript that aims to ease interactive web application development. Drag-and-drop, HTML elements, and animation effects are some of the functions supported by this framework. Additionally, Rico offers grids that can be populated either with static content or dynamic content with AJAX. Translations to French, German, Italian, Portuguese, Spanish, Chinese, Japanese, Korean, Russian, and Ukrainian are available.",11.20.2014,https://www.programmableweb.com/framework/rico-framework,JavaScript,,http://openrico.sourceforge.net/examples/index.html,,
23," Prototype is an object-oriented framework on Javascript. It aims to facilitate web applications using class-style OO framework, Ajax support, and DOM manipulation.",11.20.2014,https://www.programmableweb.com/framework/prototype-framework,JavaScript,,http://prototypejs.org/,https://github.com/sstephenson/prototype/tree/master,
24," Sencha Ext is a framework on Javascript that can be used to build business mobile applications. Version 5 offers additional features such as tablet support, grid widgets, model-view architecture, 2 way data binding, routing, and session management.",11.20.2014,https://www.programmableweb.com/framework/sencha-ext-framework,JavaScript,,http://www.sencha.com/products/extjs/,http://docs.sencha.com/extjs/5.0/,
25," Dojo toolkit 1.10 is an HTML5 framework on Javascript for mobile application development. This framework allows developers to create apps in iOS 5+, Android 2.2+, Windows Phone 8+, Blackberry 6+, and Node.js 0.6 11+, 0.8 6+, and 0.10+.",11.20.2014,https://www.programmableweb.com/framework/dojo-toolkit-framework,JavaScript,,http://dojotoolkit.org/,http://svn.dojotoolkit.org/src/,
26," Chaplin is a framework on Javascript that uses the Backbone.js library. With Chaplin, web application development should be easier due to the functionality, scalability, and accessibility offered on the site.",11.20.2014,https://www.programmableweb.com/framework/chaplin-framework,JavaScript,,http://chaplinjs.org/,https://github.com/chaplinjs,
