,Description,Published,Meta_Url
22,Ramaze offers a modular web application framework that features an MVC pattern out of the box. Ruby...,01.18.2018,https://www.programmableweb.com/framework/ramaze-ruby-framework-ramaze
23,Volt offers a framework for building data rich web applications where Ruby code runs on both the...,01.18.2018,https://www.programmableweb.com/framework/volt-ruby-framework-volt
24,Pakyow offers a progressive platform for building web applications with several features such as...,01.18.2018,https://www.programmableweb.com/framework/pakyow-ruby-framework-pakyow
25,Trailblazer is a business logic framework with an object-oriented architecture. Trailblazer is a...,01.18.2018,https://www.programmableweb.com/framework/trailblazer-ruby-framework-trailblazer
26,The Squarespace CSS Endeavor Framework by Squarespace features a hover-activated index gallery....,01.18.2018,https://www.programmableweb.com/framework/squarespace-css-endeavor-framework-squarespace
27,The Squarespace CSS Doncab Framework by Squarespace provides unique gallery layouts for projects....,01.18.2018,https://www.programmableweb.com/framework/squarespace-css-doncab-framework-squarespace
28,The Squarespace CSS Wright Framework by Squarespace is a multi-purpose template framework for...,01.18.2018,https://www.programmableweb.com/framework/squarespace-css-wright-framework-squarespace
29,"The Squarespace CSS Bureau Framework by Squarespace features grid-based, magazine-style blog. Some...",01.18.2018,https://www.programmableweb.com/framework/squarespace-css-bureau-framework-squarespace
30,The Atlassian Connect Spring Boot Java Framework by Atlassian allows developers to create Atlassian...,01.18.2018,https://www.programmableweb.com/framework/atlassian-connect-spring-boot-java-framework-atlassian
31,The Atlassian Connect Express NodeJS Framework by Atlassian provides developers the tools for...,01.18.2018,https://www.programmableweb.com/framework/atlassian-connect-express-nodejs-framework-atlassian
32,The ofxNDI C++ Framework by Lynn Jarvis is an addon that facilitates the conveyance of images over...,01.18.2018,https://www.programmableweb.com/framework/newtek-ofxndi-c-framework-lynn-jarvis
33,The Phoenix Framework in Elixir language allows the creation of interactive experiences across...,06.16.2017,https://www.programmableweb.com/framework/phoenix
34,The Meteor JavaScript Framework by Meteor helps to develop web and mobile applications. It uses a...,06.16.2017,https://www.programmableweb.com/framework/meteor-javascript-framework-meteor
35,This is a Scala Backtesting and Live Trading Framework built on top of Akka/Spray. The framework...,06.16.2017,https://www.programmableweb.com/framework/oanda-rest-scala-framework-michael-silbermann
36,"Rack provides a minimal, modular, and adaptable interface for developing web applications in Ruby....",06.16.2017,https://www.programmableweb.com/framework/rack-ruby-framework-rack
37,"The Vue.JS JavaScript Framework by Vue.JS builds user interfaces on the web. According to the Vue,...",06.16.2017,https://www.programmableweb.com/framework/vuejs-javascript-framework-vuejs
38,The Backbone.JS JavaScript Framework by Backbone provides structure to web apps by offering models...,06.16.2017,https://www.programmableweb.com/framework/backbonejs-javascript-framework-backbone
39,The Sunrise Shop Framework iOS Sample Code by Commercetools presents how to use the Sunrise...,06.16.2017,https://www.programmableweb.com/framework/sunrise-shop-framework-ios-sample-code-commercetools
40,The Wave PHP Framework by Wave helps in building applications. It is a micro-framework built...,06.16.2017,https://www.programmableweb.com/framework/wave-php-framework-wave
41,The Silex PHP Framework by SensioLabs is a micro-framework for building applications that aims to...,06.16.2017,https://www.programmableweb.com/framework/silex-php-framework-sensiolabs
42,The Kanary Kotlin Framework by Kanary helps in building applications that feature RESTful APIs. It...,06.16.2017,https://www.programmableweb.com/framework/kanary-kotlin-framework-kanary
43,The Lumen PHP Framework by Laravel is a micro-framework for building the web that can be upgraded...,06.16.2017,https://www.programmableweb.com/framework/lumen-php-framework-laravel
44,The Limonade PHP Framework by Limonade is a micro-framework that assists in web development and...,06.16.2017,https://www.programmableweb.com/framework/limonade-php-framework-limonade
45,The CodeIgniter PHP Framework by CodeIgniter helps to develop web applications. It supports...,06.16.2017,https://www.programmableweb.com/framework/codeigniter-php-framework-codeigniter
46,The Ember JavaScript Framework by Ember assists in developing applications with user interactions....,06.16.2017,https://www.programmableweb.com/framework/ember-javascript-framework-ember
47,"SocketCluster is an open source, real time Node.js framework that is optimized to run and autoscale...",06.16.2017,https://www.programmableweb.com/framework/socketcluster-nodejs-framework-socketcluster
48,"The Mocha.JS JavaScript Framework by Mocha.JS helps developers to create applications, providing...",06.16.2017,https://www.programmableweb.com/framework/mochajs-javascript-framework-mochajs
49,The Sails.JS JavaScript Framework by Sails.JS is a model view controller in real time that assists...,06.16.2017,https://www.programmableweb.com/framework/sailsjs-javascript-framework-sailsjs
0,Vapor is a web framework and server for Swift. It works on macOS and Ubuntu and provides a...,03.08.2017,https://www.programmableweb.com/framework/vapor
1,The API Platform PHP Framework allows developers to create API-first projects. The framework can...,03.01.2017,https://www.programmableweb.com/framework/api-platform-php-framework
2,This NodeJS Framework is a module to build a bridge form BLE sensors and the Parrot CLOUD. It...,03.01.2017,https://www.programmableweb.com/framework/flower-power-nodejs-framework-parrot
3,"The Sunrise PHP Framework by commercetools is a resource to access eCommerce tools via API,...",03.01.2017,https://www.programmableweb.com/framework/sunrise-php-framework-commercetools
4,The Sunrise Data Java Framework by commercetools assists developers in implementing eCommerce tools...,03.01.2017,https://www.programmableweb.com/framework/sunrise-data-java-framework-commercetools
5,The Sunrise Theme Java Framework by commercetools can implement eCommerce tools by interacting with...,03.01.2017,https://www.programmableweb.com/framework/sunrise-theme-java-framework-commercetools
6,"The Sunrise Starter Project Java Framework by commercetools can access eCommerce tools via API,...",03.01.2017,https://www.programmableweb.com/framework/sunrise-starter-project-java-framework-commercetools
7,The PhantomJS Framework allows to write scripts without the need to use a browser. Along with an...,03.01.2017,https://www.programmableweb.com/framework/phantomjs-framework
8,"The CasperJS Framework allows navigating, scripting, and testing PhantomJS and SlimerJS, both...",03.01.2017,https://www.programmableweb.com/framework/casperjs-framework
9,The SlimerJS Framework is available for download as a browser that developers can script. It...,03.01.2017,https://www.programmableweb.com/framework/slimerjs-framework
10,"The Serverless Framework in Node.js language, assists in the development of applications that can...",03.01.2017,https://www.programmableweb.com/framework/serverless-framework
11,The Beego HTTP Framework aims to speed up the creation of Go applications. Developers can build...,03.01.2017,https://www.programmableweb.com/framework/beego-framework
12,"The Mockito Framework tests Java units. Developers can declare dependencies on the library,...",03.01.2017,https://www.programmableweb.com/framework/mockito-framework
13,The Guzzle PHP Framework offers all the tools necessary for building RESTful web service clients....,03.01.2017,https://www.programmableweb.com/framework/guzzle-php-framework
14,The Yawp Java Web Framework in REST architecture aims to provide productivity and scalability to...,03.01.2017,https://www.programmableweb.com/framework/yawp-java-web-framework
15,The WorkShare Ruby Framework by WorkShare helps developers to integrate file sharing features into...,03.01.2017,https://www.programmableweb.com/framework/workshare-ruby-framework-workshare
16,Siesta is a framework for writing REST clients for iOS 8+ and macOS / OS X 10.11+. It provides a...,03.01.2017,https://www.programmableweb.com/framework/siesta-framework-swift-and-objective-c
17,Enyo is a JavaScript framework for building native-quality HTML5 apps. It can be used to develop...,03.01.2017,https://www.programmableweb.com/framework/enyo-javascript-framework
18,Ruby on Rails Framework is a web framework that allows developers to construct database-supported...,03.01.2017,https://www.programmableweb.com/framework/ruby-rails-framework-rails
19,Limoncello PHP framework is available for download and installation from Packagist. Additional...,03.01.2017,https://www.programmableweb.com/framework/limoncello-php-framework
20,jQuery is a JavaScript framework that aims to simplify web design. It can be used in multiple...,03.01.2017,https://www.programmableweb.com/framework/jquery-javascript-framework-jquery-foundation
21,Bootbox is a JavaScript Framework for creating programmatic dialog boxes using Bootstrap modals. It...,03.01.2017,https://www.programmableweb.com/framework/bootbox-javascript-framework-nick-payne
22,Blueprint is a CSS framework that aims to provide web developers with a way to minimize design work...,03.01.2017,https://www.programmableweb.com/framework/blueprint-css-framework-blueprint
23,Garage is a Ruby on Rails framework that allows developers to add RESTful hypermedia APIs to their...,03.01.2017,https://www.programmableweb.com/framework/garage-rails-framework-cookpad
24,The Apache Mesos JavaScript Framework by Tobilg provides a JavaScript language platform for...,03.01.2017,https://www.programmableweb.com/framework/apache-mesos-javascript-framework-tobilg
25,Hapi.js is a configuration-centric framework that allows developers to reuse application logic in a...,10.31.2016,https://www.programmableweb.com/framework/hapijs-nodejs-framework
26,The Kitura Framework by IBM allows developers to build applications on Bluemix with the aim to...,10.31.2016,https://www.programmableweb.com/framework/kitura
27,The Strapi Node.js Framework by Strapi helps developers to build back end applications and services...,10.31.2016,https://www.programmableweb.com/framework/strapi-node.js-framework-strapi
28,The Nette PHP Framework simplifies the development of PHP websites. It fortifies the security of...,10.31.2016,https://www.programmableweb.com/framework/nette-php-framework-nette-foundation
29,Cistern is a Ruby-based framework that was extracted from Fog. It is designed to help users build...,06.30.2016,https://www.programmableweb.com/framework/cistern-ruby-framework-josh-lane
30,"The DeviantART Cocoa Framework by Sam Shull authenticates and uploads content to Stash, DeviantART...",06.30.2016,https://www.programmableweb.com/framework/deviantart-cocoa-framework-sam-shull
31,Eve is a Python framework that allows developers to build and deploy fully-featured RESTful web...,06.28.2016,https://www.programmableweb.com/framework/python-eve-framework
32,The Comic Vine Ruby SDK by Patrick Sharp interacts with the API to access comic database...,06.22.2016,https://www.programmableweb.com/framework/comic-vine-ruby-sdk-patrick-sharp
33,"The Gbone JavaScript framework written on top of Backbone, intended for building mobile JavaScript...",06.22.2016,https://www.programmableweb.com/framework/gbone-javascript-framework-gobhi-theivendran
34,The Vertabrae JavaScript framework's goal is to add overall structure to Backbone.js...,06.22.2016,https://www.programmableweb.com/framework/vertebrae-javascript-framework-bill-heaton
35,The Backbone Faux Serve is a framework that intended for mocking up server-side persistence /...,06.22.2016,https://www.programmableweb.com/framework/backbone-faux-server-javascript-framework-alex-lambiris
36,Recognize.IM Objective-C SDK by Alessio Bassio interacts with the API to access image recognition...,06.20.2016,https://www.programmableweb.com/framework/recognize.im-objective-c-sdk-alessio-bassio
37,The CloudCMS JavaScript SDK by CloudCMS integrates content management features via API. It offers...,06.20.2016,https://www.programmableweb.com/framework/cloudcms-javascript-sdk-cloudcms
38,Electron is a framework that helps developers write cross-platform desktop applications using...,06.13.2016,https://www.programmableweb.com/framework/electron-framework
39,"The Luca framework intends to be a component architecture framework based on Backbone.js, which...",06.13.2016,https://www.programmableweb.com/framework/luca-javascript-framework-jonathan-soeder
40,"The LazyBone framework, written in JavaScript, intends to provide a platform to write simple lisp...",06.13.2016,https://www.programmableweb.com/framework/lazy-bone-javescript-framework-break-yang
41,"BroadStreet framework aims to provide developers with an HTML5, Backbone.js and JQuery Control Set...",06.13.2016,https://www.programmableweb.com/framework/broad-street-javascript-framework-kris-range
42,The Cerebral framework/library is meant to extend the base functionality of Backbone.js and...,06.13.2016,https://www.programmableweb.com/framework/cerebral-javascript-framework-j%C3%B8rn-andre-tangen
43,The Chalice JavaScript Framework intends to be a smaller framework that works on top of...,06.13.2016,https://www.programmableweb.com/framework/chalice-javascript-framework-shane
44,The Capsule JavaScript frameworks aims to be an experimental web framework for Node.js that intends...,06.13.2016,https://www.programmableweb.com/framework/capsule-javascript-framework-henrik-joreteg
45,"The Tres JavaScript frameworks aims to offer an implementation of a Backbone.js pattern, with the...",06.13.2016,https://www.programmableweb.com/framework/tres-javascript-framework-julio-ceasar
46,Singool intends to be a lightweight JavaScript framework for developing single-page web...,06.13.2016,https://www.programmableweb.com/framework/singool.js-javascript-framework-fahad-ibnay-heylaal
47,The Crossref Python SDK by Scott Chamberlain communicates with the API to access reference search...,06.07.2016,https://www.programmableweb.com/framework/crossref-python-sdk-scott-chamberlain
48,"The Scoop.it PHP framework by zenria can access the API to integrate content features into emails,...",05.31.2016,https://www.programmableweb.com/framework/scoop.it-php-framework-zenria
49,The Scoop.it Java Framework by Vincent Demay interacts with the API to integrate content features...,05.31.2016,https://www.programmableweb.com/framework/scoop.it-java-framework-vincent-demay
0,The Scoop.it iOS Framework by Vincent Demay can access the API to integrate content features into...,05.31.2016,https://www.programmableweb.com/framework/scoop.it-ios-framework-vincent-demay
1,Feathers is a framework that enables real-time applications and REST APIs using JavaScript or...,05.24.2016,https://www.programmableweb.com/framework/feathers-node.js-framework-feathers-contributors
2,The Base PHP SDK by Base integrates customer relationship features into applications. Usage...,05.23.2016,https://www.programmableweb.com/framework/base-php-sdk-base
3,Hug is a Python Framework created by Timothy Edmund Crosley that is designed to make developing...,05.20.2016,https://www.programmableweb.com/framework/hug-python-framework-timothy-edmund-crosley
4,The Pin Payments C# SDK by Pin Payments allows API communication to integrate credit card features...,05.17.2016,https://www.programmableweb.com/framework/pin-payments-c-sdk-pin-payments
5,"Cocos2d-x Scala framework intends to offera suite of open-source, cross-platform, game-development...",05.17.2016,https://www.programmableweb.com/framework/cocos2d-scala-framework-cocos2d
6,The Cocos2d-Pure Swift Objective-C Framework is a free and open source 2D game development...,05.17.2016,https://www.programmableweb.com/framework/cocos2d-pure-swift-objective-c-framework-cocos2d
7,"Blue Trip is a CSS framework that intends to offer web developers a 24 column grid layout, printing...",05.17.2016,https://www.programmableweb.com/framework/blue-trip-css-framework-mike-crittenden
8,"Bootstrap is a Framework for developing web projects with HTML, CSS, and JavaScript. Bootstrap can...",05.17.2016,https://www.programmableweb.com/framework/bootstrap-javascript-framework-mark-otto-and-jacob
9,The Broilerplate CSS framework's goal is to bring a lighter version of the Blueprint CSS...,05.17.2016,https://www.programmableweb.com/framework/broilerplate-css-framework-broilerplate
10,"Emastic is a CSS Framework that aims to offer various features to enhance CSS grids, and develop a...",05.17.2016,https://www.programmableweb.com/framework/emastic-css-framework-emastic
11,"Cocos2d is a Python framework for building 2D games, demos, and other graphical/interactive...",05.17.2016,https://www.programmableweb.com/framework/cocos2d-python-framework-cocos2d
12,Baseline is a CSS framework that intends to offer a platform for developing a website with a focus...,05.17.2016,https://www.programmableweb.com/framework/baseline-css-framework-baseline
13,"The FakeItEasy .Net Framework by FakeItEasy allows developers to create fake objects, mocks, stubs...",05.03.2016,https://www.programmableweb.com/framework/fakeiteasy-.net-framework-fakeiteasy
14,Apache Hadoop aims to be a framework for running applications on a large cluster of commodity...,04.11.2016,https://www.programmableweb.com/framework/apache-hadoop-java-framework-apache
15,Scoobi is a Scala framework library that intends to facilitate the productive building of Hadoop...,04.11.2016,https://www.programmableweb.com/framework/scoobi-scala-framework-nicta
16,ScalaBlitz is a scala framework that intends to provide efficient sequential and data-parallel...,04.11.2016,https://www.programmableweb.com/framework/scalablitz-scala-framework-scalablitz
17,The ScalaMaster framework aims to provide aicrobenchmarking and performance regression testing...,04.11.2016,https://www.programmableweb.com/framework/scalameter-scala-framework-scalameter
18,"BlueOak Server Node.js Framework by BlueOak is swagger-matic, that is, it maximizes the value of...",04.11.2016,https://www.programmableweb.com/framework/blueoak-server-node.js-framework-blueoak
19,"Cocos2D-XNA is a 2D/3D game development framework, written specifically for XNA. The framework...",04.11.2016,https://www.programmableweb.com/framework/cocos2d-xna-java-framework-cocos2d-xna
20,The Less Framework is a CSS grid system that aims to assist developers with designing adaptive web...,04.01.2016,https://www.programmableweb.com/framework/less-css-framework-joni-korpi
21,The Ice Cream CSS framework intends to offer developers a basic grid layout with predefined classes...,04.01.2016,https://www.programmableweb.com/framework/ice-cream-css-framework-zied-hosni
22,Formee is a CSS framework that presents developers with stylized HTML and CSS for most forms on web...,04.01.2016,https://www.programmableweb.com/framework/formee-css-framework-bernard-de-luna
23,The 52 CSS framework intends to provide a grid system for HTML5 form validation and update to...,04.01.2016,https://www.programmableweb.com/framework/52-framework-css-framework-angel-grablev
24,"The 1kb Grid aims to be a tool that offers a CSS grid system, loosely based on 960 Grid system (of...",04.01.2016,https://www.programmableweb.com/framework/1kb-css-framework-grady-kuhnline
0,"The 960 Grid System aims to offer rapid prototyping, and integration into a production environment...",04.01.2016,https://www.programmableweb.com/framework/960-grid-system-css-framework-960-grid-system
1,The Concise CSS framework is written in SASS with PostCSS plugins. It aims to be a lighter option...,04.01.2016,https://www.programmableweb.com/framework/concise-css-framework-concise
2,Xitrum aims to be an async and clustered Scala web framework and HTTP(S) server that is a fusion on...,03.28.2016,https://www.programmableweb.com/framework/xitrum-scala-framework-xitrum
3,Unfiltered is a Scala framework that aims to provide servicing HTTP requests in Scala. It intends...,03.28.2016,https://www.programmableweb.com/framework/unfiltered-scala-framework-unfiltered
4,Spray is an open-source Scala framework that aims to provide a toolkit for building REST/HTTP-based...,03.28.2016,https://www.programmableweb.com/framework/spray-scala-framework-spray
5,"Socko an open source, lightweight and embeddable Scala framework that intends to offer web servers...",03.28.2016,https://www.programmableweb.com/framework/socko-scala-framework-vibul
6,Skinny is a full-stack Scala framework built on Skinny Micro. The framework's intended concept...,03.28.2016,https://www.programmableweb.com/framework/skinny-scala-framework-skinny
7,The total.js framework aims to be a web application framework for creating web sites and web...,03.28.2016,https://www.programmableweb.com/framework/total-node.js-framework-totaljs
8,Tesla is a MVC style framework that aims to offer a framework that is built on top of Node.js and...,03.28.2016,https://www.programmableweb.com/framework/telsajs-node.js-framework-tesla.js
9,Riot is a JavaScript framework that intends to provide custom tags to modern browsers with virtual...,03.28.2016,https://www.programmableweb.com/framework/riot-javascript-framework-riot
10,Hypo aims to be a dependency Injection for JavaScript by using a xml configuration file that...,03.28.2016,https://www.programmableweb.com/framework/hypo-javascript-framework-ryan-lynch
11,Chibi intends to be a micro JavaScript framework that offers lighter CSS coding for web...,03.28.2016,https://www.programmableweb.com/framework/chibi-javascript-framework-kyle-barrow
12,The Riloadr framework intends to provide a cross-browser framework that offers an independent and...,03.28.2016,https://www.programmableweb.com/framework/riloadr-javascript-framework-t%C3%BAbal-mart%C3%ADn
13,"The TinyView JavaScript framework aims to offer developers tools to use the ""V"" in MVC....",03.28.2016,https://www.programmableweb.com/framework/tinyview-javascript-framework-narendra-sisodiya
14,Mag intends to be a semantic data binding framework that uses normal HTML as a template and a...,03.28.2016,https://www.programmableweb.com/framework/mag-javascript-framework-magnumjs
